year,urbanicity,medianHI,IncarcerationRate,total_pop
1998,"urban",36533,6.2523218855774785e-3,1550464
1998,"urban",37525,7.029841576779366e-3,2085111
1998,"urban",37641,2.0792867910405634e-3,956578
1998,"urban",38327,3.939441746863697e-3,855705
1998,"urban",37739,5.2228453152956805e-3,766249
1998,"urban",37655,6.156595486444592e-3,9313589
1998,"urban",37952,7.696054140833653e-3,942431
1998,"urban",39887,3.0084338075065673e-3,1295026
1998,"urban",40038,4.342321463606043e-3,652416
1998,"urban",39428,5.55503872999543e-3,1461916
1998,"urban",39824,5.820589161553736e-3,1343163
1998,"urban",38943,6.962560062711109e-3,540893
1998,"urban",38522,7.346805203305244e-3,1405645
1998,"urban",41100,4.647147452864764e-3,1841775
1998,"urban",41166,6.0602313874414905e-3,566150
1998,"urban",40141,6.0971335644924626e-3,855976
1998,"urban",40595,7.955708806796477e-3,785348
1998,"urban",41657,5.659787446159966e-3,1186617
1998,"urban",41590,5.98300463245103e-3,7858259
1998,"urban",41815,5.076197208998834e-3,5345537
1998,"urban",47762,1.8348029409180993e-3,1605077
1998,"urban",46256,3.465959466162565e-3,2560330
1998,"urban",47239,3.7298996964669163e-3,770262
1998,"urban",41909,4.650092081031307e-3,2736720
1998,"urban",46860,5.393750946623783e-3,561205
1998,"urban",52435,2.309025111378051e-3,1712411
1998,"urban",51140,3.091870198094521e-3,2895335
1998,"urban",53927,4.440608283835504e-3,704408
1998,"urban",63298,3.3376332159907414e-3,1658960
1999,"rural",24057,8.415524960447032e-4,148535
1999,"rural",23123,1.5013266825582607e-3,163189
1999,"rural",21746,1.8368239110389444e-3,272209
1999,"rural",23896,2.1368714563858577e-3,268617
1999,"rural",22069,2.56858423892393e-3,197385
1999,"rural",22740,3.012372243141474e-3,158015
1999,"rural",22757,3.5740368256351462e-3,245101
1999,"rural",23172,4.377950008264615e-3,435592
1999,"rural",23709,5.267339043934788e-3,289520
1999,"rural",24013,8.041373729792486e-3,852715
1999,"rural",25356,0.19962686567164178,536
1999,"rural",27237,8.081741037926456e-4,103938
1999,"rural",27118,1.4092720380989407e-3,102890
1999,"rural",26864,1.8499576663126623e-3,204329
1999,"rural",26760,2.120618192333644e-3,124492
1999,"rural",27173,2.5812580018998057e-3,242130
1999,"rural",26966,3.0185034260013883e-3,198774
1999,"rural",27129,3.6750761826290527e-3,229383
1999,"rural",27375,4.332510207424667e-3,653201
1999,"rural",26837,5.272197095616029e-3,759266
1999,"rural",26923,8.733279968445109e-3,430995
1999,"rural",28803,6.551573527045356e-4,87002
1999,"rural",28998,1.5378994502646716e-3,117693
1999,"rural",28659,1.8088788090436093e-3,254854
1999,"rural",29000,2.2415810933252792e-3,211904
1999,"rural",28717,2.52086771423788e-3,209055
1999,"rural",28968,2.9888540650490876e-3,289074
1999,"rural",29014,3.599968431980023e-3,494171
1999,"rural",29162,4.454368099958275e-3,266031
1999,"rural",28676,5.483259532987162e-3,502256
1999,"rural",28921,7.485687761101655e-3,646300
1999,"rural",30472,5.722767673516105e-4,167751
1999,"rural",30676,1.4029667562477516e-3,472570
1999,"rural",30218,1.873115734766812e-3,168169
1999,"rural",30108,2.205414366276402e-3,270244
1999,"rural",30139,2.5957026206356133e-3,224602
1999,"rural",30343,3.048021276383812e-3,100393
1999,"rural",30423,3.500596790213213e-3,349369
1999,"rural",30558,4.239640070577936e-3,443198
1999,"rural",30495,5.653010241634722e-3,365469
1999,"rural",29993,7.178159566956931e-3,484386
1999,"rural",31862,1.0176716606999608e-3,385193
1999,"rural",31545,1.4116919030767148e-3,258555
1999,"rural",31670,1.868853726752104e-3,232763
1999,"rural",31811,2.200236948594464e-3,324965
1999,"rural",31637,2.6170069767026904e-3,504393
1999,"rural",32022,3.039713806007001e-3,182254
1999,"rural",31581,3.565260274674483e-3,468409
1999,"rural",31793,4.46458853636728e-3,162165
1999,"rural",31468,5.367090900856017e-3,264948
1999,"rural",31639,7.430406161755289e-3,217081
1999,"rural",32722,9.708039695095642e-4,584052
1999,"rural",33039,1.4032172681842014e-3,394807
1999,"rural",33315,1.8872326992231464e-3,291432
1999,"rural",33084,2.2109185361554756e-3,517432
1999,"rural",33214,2.5742861595842445e-3,186071
1999,"rural",33123,3.0919433486667008e-3,369347
1999,"rural",33212,3.6777560508151927e-3,231663
1999,"rural",33041,4.384293649050294e-3,223069
1999,"rural",33168,5.374324731631541e-3,215655
1999,"rural",32989,8.41315341769792e-3,85818
1999,"rural",34507,9.484174169073099e-4,353220
1999,"rural",34205,1.4898088438507601e-3,138944
1999,"rural",34522,1.864665502774147e-3,437612
1999,"rural",34399,2.2859285375197674e-3,330719
1999,"rural",34153,2.6977796790263156e-3,434802
1999,"rural",34317,2.9413565302567357e-3,359358
1999,"rural",34438,3.662912077608731e-3,399955
1999,"rural",34307,4.51716522786589e-3,209202
1999,"rural",34208,5.560457336127349e-3,217608
1999,"rural",34393,8.383700526418405e-3,200031
1999,"rural",36124,7.747227390520818e-4,478881
1999,"rural",35725,1.5192811128634462e-3,501553
1999,"rural",35888,1.825511237244946e-3,265679
1999,"rural",35888,2.1399642749765665e-3,452344
1999,"rural",35437,2.528646604551564e-3,131691
1999,"rural",36050,3.0013419304159984e-3,611060
1999,"rural",35868,3.4899939888063405e-3,171347
1999,"rural",36069,4.558555789924614e-3,214761
1999,"rural",35953,5.4791960914701504e-3,181961
1999,"rural",36900,6.135535360059049e-3,43354
1999,"rural",38292,8.186329554098599e-4,414105
1999,"rural",38461,1.4250614250614251e-3,305250
1999,"rural",38456,1.865947320492775e-3,291005
1999,"rural",38454,2.2538632333437645e-3,268428
1999,"rural",38938,2.643675204567918e-3,544318
1999,"rural",38593,3.0489799351420053e-3,428012
1999,"rural",38181,3.5889691891470496e-3,346339
1999,"rural",38862,4.211442773478034e-3,197557
1999,"rural",38136,5.38512110982249e-3,135373
1999,"rural",39218,6.850731120550314e-3,106412
1999,"rural",44623,7.362326012244393e-4,331417
1999,"rural",42669,1.4643220408873902e-3,545645
1999,"rural",42724,1.7835283587590328e-3,607784
1999,"rural",42134,2.2360257195777255e-3,283986
1999,"rural",45068,2.672078311905698e-3,424763
1999,"rural",43685,3.0576511206359914e-3,364659
1999,"rural",41986,3.6878917249523117e-3,110090
1999,"rural",42084,4.417970897556075e-3,252831
1999,"rural",43997,5.396532901817169e-3,129157
1999,"rural",58146,1.5082956259426848e-3,40443
1999,"small/mid",28962,9.44920812974124e-4,525970
1999,"small/mid",27369,1.8650719038290078e-3,329746
1999,"small/mid",29076,2.327010499882233e-3,564673
1999,"small/mid",28833,2.8886493657242353e-3,301525
1999,"small/mid",28557,3.540603680620794e-3,1169857
1999,"small/mid",27602,3.918586002215571e-3,181443
1999,"small/mid",27630,4.429267513379663e-3,250380
1999,"small/mid",29279,5.3321073950863525e-3,552502
1999,"small/mid",29834,6.0389877648760895e-3,801790
1999,"small/mid",29542,7.576749044968749e-3,1291319
1999,"small/mid",32079,1.1141687707778292e-3,387733
1999,"small/mid",32079,1.7895117962120613e-3,240289
1999,"small/mid",32607,2.4595632342540707e-3,349249
1999,"small/mid",32132,2.8754596021495237e-3,318210
1999,"small/mid",32240,3.24222003108775e-3,404661
1999,"small/mid",31590,3.867315058009726e-3,269179
1999,"small/mid",31924,4.625823766251266e-3,808937
1999,"small/mid",32156,5.307339060951656e-3,507599
1999,"small/mid",32532,5.9651065851448045e-3,1321854
1999,"small/mid",32297,7.44667343829355e-3,1260160
1999,"small/mid",33504,1.1948710868294496e-3,774979
1999,"small/mid",33483,1.8986851907392536e-3,413444
1999,"small/mid",33017,2.202903111600645e-3,50842
1999,"small/mid",33977,2.8755453098812268e-3,661092
1999,"small/mid",33889,3.3793097755656257e-3,605745
1999,"small/mid",33123,3.973328220831919e-3,568541
1999,"small/mid",33738,4.555080613602075e-3,794717
1999,"small/mid",33564,5.320609429437858e-3,491673
1999,"small/mid",33394,5.8901905263736825e-3,563649
1999,"small/mid",33730,7.78751760488145e-3,1099837
1999,"small/mid",34125,9.652444498444135e-3,148149
1999,"small/mid",35771,1.2553190869665257e-3,343339
1999,"small/mid",35468,1.728249792504964e-3,380732
1999,"small/mid",35891,2.5025479961243383e-3,517073
1999,"small/mid",35566,3.0215403459944723e-3,515962
1999,"small/mid",35302,3.4779842536383637e-3,565845
1999,"small/mid",35702,4.011950990404678e-3,341729
1999,"small/mid",35669,4.4859296196313216e-3,1352451
1999,"small/mid",36336,5.488248884520531e-3,667426
1999,"small/mid",36114,6.3131363913635115e-3,745905
1999,"small/mid",35631,8.211797693562695e-3,644804
1999,"small/mid",36917,1.1837000286486498e-3,450283
1999,"small/mid",37183,1.8890661202249416e-3,343556
1999,"small/mid",37166,2.355280980331059e-3,1258024
1999,"small/mid",37303,3.0146705831617833e-3,491596
1999,"small/mid",37338,3.288456194984875e-3,762972
1999,"small/mid",37229,4.030868149106948e-3,426459
1999,"small/mid",37169,4.581771429048497e-3,598895
1999,"small/mid",37229,5.556185797629412e-3,784531
1999,"small/mid",37372,6.455326672423009e-3,97284
1999,"small/mid",37158,7.889229051930038e-3,609185
1999,"small/mid",38621,9.834239287017652e-4,260315
1999,"small/mid",38540,1.7792656245881329e-3,455244
1999,"small/mid",38597,2.442452222030919e-3,249749
1999,"small/mid",39010,2.868573761999497e-3,592629
1999,"small/mid",38665,3.4138279552168235e-3,461066
1999,"small/mid",38429,3.808186264450373e-3,935616
1999,"small/mid",38028,4.4955985501106245e-3,212430
1999,"small/mid",38503,5.276652273323682e-3,1592866
1999,"small/mid",38052,5.95242262988377e-3,1142560
1999,"small/mid",38401,7.16428784651424e-3,197647
1999,"small/mid",39912,1.3254593175853018e-3,457200
1999,"small/mid",40486,1.9029990433010273e-3,576984
1999,"small/mid",40151,2.4734460393978862e-3,372355
1999,"small/mid",40292,2.8254733580495325e-3,684841
1999,"small/mid",40380,3.409355990597355e-3,445832
1999,"small/mid",39894,3.934140388757046e-3,1275501
1999,"small/mid",40706,4.3140969022357955e-3,469855
1999,"small/mid",40962,5.41119125251128e-3,303630
1999,"small/mid",39983,5.849531611304464e-3,633555
1999,"small/mid",40165,7.630968356158583e-3,684841
1999,"small/mid",42405,1.103098890772782e-3,538483
1999,"small/mid",42134,1.844185058660939e-3,668588
1999,"small/mid",41887,2.531352254694061e-3,284828
1999,"small/mid",42260,2.766834943582226e-3,1114631
1999,"small/mid",43056,3.826598810069252e-3,1215701
1999,"small/mid",41787,4.343739606981216e-3,345785
1999,"small/mid",41719,5.103723991922016e-3,973015
1999,"small/mid",41325,5.828196972691932e-3,667788
1999,"small/mid",41034,7.174459687430372e-3,157085
1999,"small/mid",45605,9.753435032421844e-4,1711192
1999,"small/mid",44993,1.8421978717129306e-3,1403758
1999,"small/mid",45329,2.3961808375076448e-3,977806
1999,"small/mid",45152,3.08926487747958e-3,342800
1999,"small/mid",44360,3.335347840603169e-3,1183085
1999,"small/mid",45671,3.934120157364806e-3,59988
1999,"small/mid",43856,4.357139601658995e-3,438820
1999,"small/mid",46060,6.115915715036552e-3,188361
1999,"small/mid",50060,1.1070265581442527e-3,571802
1999,"small/mid",50225,1.7871046924420317e-3,909292
1999,"small/mid",49275,2.551546829745549e-3,1235721
1999,"small/mid",52199,2.898416265492868e-3,1164084
1999,"small/mid",51683,3.4895024906788055e-3,431007
1999,"small/mid",51849,3.9049821486530347e-3,492960
1999,"small/mid",49162,4.2644056497645935e-3,960040
1999,"small/mid",56091,1.7803365500645328e-3,285901
1999,"suburban",35807,9.766842079828673e-4,393167
1999,"suburban",35688,1.2971984062991008e-3,507247
1999,"suburban",31671,1.7086330935251798e-3,55600
1999,"suburban",35004,1.9456637798078065e-3,42145
1999,"suburban",35974,2.2654303145823408e-3,128011
1999,"suburban",34724,2.6634958382877527e-3,988175
1999,"suburban",31819,2.827227336886679e-3,474670
1999,"suburban",32908,3.4249881730500013e-3,414308
1999,"suburban",35368,4.233253699952157e-3,633319
1999,"suburban",35196,6.815270478662752e-3,1179557
1999,"suburban",35255,1.5924628981157245e-2,11994
1999,"suburban",40369,8.77233482616926e-4,21659
1999,"suburban",40600,1.4476285354046356e-3,64243
1999,"suburban",38921,1.9130008669757624e-3,106116
1999,"suburban",40765,2.500589397037169e-3,258739
1999,"suburban",40286,3.485808571705883e-3,360605
1999,"suburban",40096,4.819316878337005e-3,1817685
1999,"suburban",38685,5.77395570961151e-3,1909263
1999,"suburban",42465,7.92255557354676e-4,172924
1999,"suburban",42976,1.3686611686260747e-3,170970
1999,"suburban",42631,1.9309234317217286e-3,146562
1999,"suburban",42371,2.6573253487524665e-3,290894
1999,"suburban",41131,2.852311541936722e-3,1214103
1999,"suburban",43286,3.375282988665208e-3,1311890
1999,"suburban",42737,4.301735244862918e-3,377987
1999,"suburban",42832,6.229670971283262e-3,1716142
1999,"suburban",44937,3.1723372194464273e-4,25218
1999,"suburban",44541,1.5013242016835074e-3,652091
1999,"suburban",45388,1.7527675276752766e-3,43360
1999,"suburban",46554,1.9270202831237493e-3,121431
1999,"suburban",47350,2.3056697092040264e-3,830995
1999,"suburban",46396,2.616378931558723e-3,1502076
1999,"suburban",46659,3.0001524667647044e-3,406646
1999,"suburban",45607,3.4892524441225846e-3,546822
1999,"suburban",46540,4.223635823913966e-3,737753
1999,"suburban",46466,8.195556595730454e-3,239276
1999,"suburban",48662,5.759889790149994e-4,168406
1999,"suburban",51166,1.3082689028771192e-3,373012
1999,"suburban",51430,1.7508513152865014e-3,1140588
1999,"suburban",51751,2.0012823751141507e-3,51467
1999,"suburban",50504,2.1764588903374063e-3,995654
1999,"suburban",49119,2.9201224829152558e-3,690382
1999,"suburban",49558,3.465706863969336e-3,1198024
1999,"suburban",48520,4.099074698825713e-3,315681
1999,"suburban",51030,6.22584800343495e-3,4658
1999,"suburban",53920,6.436141136640158e-4,226844
1999,"suburban",55561,1.2053626822077046e-3,507731
1999,"suburban",52032,1.5886061129195916e-3,435602
1999,"suburban",53770,1.9440783894158632e-3,536501
1999,"suburban",55188,2.0845969895351836e-3,860598
1999,"suburban",54709,2.5187406296851575e-3,16675
1999,"suburban",55539,2.863926152211449e-3,240928
1999,"suburban",53953,3.252420804386418e-3,1080426
1999,"suburban",57039,8.107736113620136e-4,1394964
1999,"suburban",57856,1.3344390832328106e-3,265280
1999,"suburban",57107,1.8592948811201214e-3,2165337
1999,"suburban",56634,2.2846649869752746e-3,140502
1999,"suburban",57544,2.453570542450446e-3,652926
1999,"suburban",57245,3.010058310586186e-3,941510
1999,"suburban",56372,3.2113569016608092e-3,72555
1999,"suburban",61807,7.541123986575142e-4,362015
1999,"suburban",59647,1.7967376722712886e-3,744683
1999,"suburban",61144,1.8272116495943263e-3,1651697
1999,"suburban",58976,2.1926291081856703e-3,918532
1999,"suburban",60249,2.4385726345612754e-3,1074399
1999,"suburban",60520,4.553110366654944e-3,54029
1999,"suburban",63533,8.866877885790287e-4,462395
1999,"suburban",64092,1.3808164333079314e-3,439595
1999,"suburban",63375,1.6128364560651096e-3,1811715
1999,"suburban",65449,1.9522735457457496e-3,105518
1999,"suburban",64763,2.578170066022313e-3,793974
1999,"suburban",62591,2.9485937301917888e-3,883472
1999,"suburban",62344,3.8872593811685e-3,1188498
1999,"suburban",71487,7.440816566599976e-4,1071119
1999,"suburban",72722,1.2109849596544093e-3,2511179
1999,"suburban",67785,1.729815770559835e-3,246269
1999,"suburban",70310,1.9842672586475874e-3,212169
1999,"suburban",65552,2.249271040319447e-3,633094
1999,"suburban",66805,2.7249024720158396e-3,153033
1999,"suburban",87335,6.815418810555917e-4,162866
1999,"urban",32287,4.122089491891123e-3,2220961
1999,"urban",35436,5.1047604098197145e-3,917379
1999,"urban",35885,6.4192986293929956e-3,662845
1999,"urban",28732,1.0202939112524347e-2,2438219
1999,"urban",26962,1.2748567071342283e-2,350157
1999,"urban",37968,2.3316459257610657e-3,952546
1999,"urban",36778,4.905685993049589e-3,603993
1999,"urban",36340,5.8374338501531895e-3,1378688
1999,"urban",38130,6.157798050179789e-3,893826
1999,"urban",38116,7.599639253638748e-3,3012643
1999,"urban",38719,5.756968246782642e-3,773150
1999,"urban",38639,6.322276710020001e-3,984930
1999,"urban",38811,7.1705559270499345e-3,1399752
1999,"urban",38900,5.995471157503902e-3,9437290
1999,"urban",39093,7.331720257703408e-3,548848
1999,"urban",39094,2.897656782264787e-3,1287247
1999,"urban",39919,4.3530119908361765e-3,1533421
1999,"urban",40005,5.486884890428227e-3,2199791
1999,"urban",39537,5.837268928697561e-3,654073
1999,"urban",40672,5.859395682166611e-3,849917
1999,"urban",39489,6.293510280281568e-3,567251
1999,"urban",41875,3.519250244316656e-3,733679
1999,"urban",41866,4.763372071656947e-3,1061223
1999,"urban",41794,5.758047634004304e-3,1206659
1999,"urban",40888,7.614496035092785e-3,789678
1999,"urban",42436,5.849268841394826e-3,7947660
1999,"urban",43865,4.700476240609886e-3,807365
1999,"urban",43128,5.18326504321065e-3,5365344
1999,"urban",48314,2.2387076950089986e-3,2300881
1999,"urban",49627,3.433340155460974e-3,1197085
1999,"urban",51298,3.604477287728941e-3,1427114
1999,"urban",45199,4.655077714540531e-3,3309934
1999,"urban",45773,5.450731540921807e-3,568731
1999,"urban",52893,2.2891063867687567e-3,1729059
1999,"urban",52776,3.16881189107705e-3,3554329
1999,"urban",61940,4.000720659615507e-3,188716
1999,"urban",68619,3.489684103720136e-3,1671498
2000,"rural",24225,8.222310726261289e-4,155674
2000,"rural",25000,1.644044612794613e-3,152064
2000,"rural",23767,2.0099767939042884e-3,218908
2000,"rural",24486,2.4107291517657184e-3,426427
2000,"rural",24738,2.8506546842537567e-3,124182
2000,"rural",22614,3.3647132469783792e-3,166136
2000,"rural",24487,3.822349404793812e-3,242521
2000,"rural",26216,4.824513563175956e-3,238366
2000,"rural",25705,5.964805104447725e-3,353574
2000,"rural",25843,8.502235778060117e-3,748509
2000,"rural",28304,9.359206339302427e-4,80135
2000,"rural",28443,1.3669372063220846e-3,23410
2000,"rural",29144,2.052523079680918e-3,111570
2000,"rural",28569,2.4059194697898223e-3,132174
2000,"rural",28884,2.9057594944739812e-3,157618
2000,"rural",28650,3.3612468015817632e-3,257940
2000,"rural",28675,3.957133177889678e-3,314369
2000,"rural",28714,4.645482659361591e-3,747608
2000,"rural",28550,5.815263159718732e-3,288551
2000,"rural",28641,9.55800040838729e-3,690521
2000,"rural",27681,0.21804511278195488,532
2000,"rural",30695,6.964430196949989e-4,97639
2000,"rural",30525,1.6800739482362346e-3,160112
2000,"rural",30546,2.0112683438155135e-3,152640
2000,"rural",30888,2.458468511061478e-3,306695
2000,"rural",30801,2.9465971076529777e-3,269124
2000,"rural",30866,3.2874559777252457e-3,145097
2000,"rural",30572,3.7375708862899385e-3,325345
2000,"rural",30388,4.6831607239913335e-3,268622
2000,"rural",30461,5.987986079157792e-3,632433
2000,"rural",30479,7.507130039789523e-3,461428
2000,"rural",31983,1.0123019375705988e-3,162007
2000,"rural",32147,1.4004270985811963e-3,315618
2000,"rural",32280,2.063107966103329e-3,103727
2000,"rural",32191,2.3642076911566663e-3,167075
2000,"rural",32025,2.901400843414374e-3,144413
2000,"rural",32128,3.317153374490122e-3,381954
2000,"rural",32024,4.00332505469511e-3,392174
2000,"rural",31946,4.74902026514698e-3,375867
2000,"rural",31903,5.787594377765461e-3,440252
2000,"rural",31614,8.123857033101404e-3,369652
2000,"rural",33245,1.0419897788632674e-3,332057
2000,"rural",33307,1.4920601087072365e-3,356554
2000,"rural",33405,2.039870190078813e-3,140205
2000,"rural",33055,2.5330128640416397e-3,316619
2000,"rural",33568,2.9130211013896038e-3,194300
2000,"rural",33311,3.3590554255364504e-3,445661
2000,"rural",33196,3.7323665434939226e-3,215145
2000,"rural",33422,4.718043754542711e-3,235267
2000,"rural",33290,6.105413919890856e-3,353293
2000,"rural",33299,7.966639422781162e-3,227574
2000,"rural",34415,1.0149869161842837e-3,630550
2000,"rural",34732,1.6183572821818863e-3,352209
2000,"rural",34676,2.0852330159537996e-3,424413
2000,"rural",34765,2.457984452748746e-3,300246
2000,"rural",34761,2.9369560261241568e-3,149134
2000,"rural",34407,3.270335596555368e-3,329324
2000,"rural",34742,3.908286618463118e-3,247423
2000,"rural",34714,4.883716595316354e-3,160943
2000,"rural",34678,6.199570080064799e-3,64198
2000,"rural",34840,8.997787854608204e-3,154149
2000,"rural",36509,9.197290559183698e-4,172877
2000,"rural",36327,1.6274601829373292e-3,296167
2000,"rural",36265,2.012155482865722e-3,96911
2000,"rural",36107,2.5219246735714656e-3,404453
2000,"rural",36021,2.8357411907828415e-3,350173
2000,"rural",36111,3.274707214840788e-3,410113
2000,"rural",36273,3.8544409863538426e-3,459470
2000,"rural",36231,4.720216515013803e-3,295961
2000,"rural",36008,5.9342635781484705e-3,202384
2000,"rural",36167,9.30368154537446e-3,157787
2000,"rural",38097,1.0035002087280434e-3,373692
2000,"rural",37522,1.6617994715616743e-3,143820
2000,"rural",37704,1.990990410301585e-3,977403
2000,"rural",38105,2.4543781105833694e-3,264018
2000,"rural",37886,2.898677706466899e-3,410877
2000,"rural",37858,3.3192258737704695e-3,222341
2000,"rural",37466,3.920555920743732e-3,42596
2000,"rural",37869,4.846544613777081e-3,269883
2000,"rural",37971,6.095414543770264e-3,107950
2000,"rural",37034,8.28289264096846e-3,18834
2000,"rural",40249,9.463299169625445e-4,417402
2000,"rural",40400,1.5201350633277505e-3,297342
2000,"rural",40686,2.0374852879127712e-3,180124
2000,"rural",40853,2.4023477732804353e-3,373801
2000,"rural",41077,2.9248603051794542e-3,297792
2000,"rural",40573,3.3367981621203794e-3,416567
2000,"rural",40314,3.936862849828251e-3,434356
2000,"rural",40541,4.987542468856172e-3,220750
2000,"rural",40456,6.174330890445894e-3,149004
2000,"rural",46596,8.396933872067308e-4,360846
2000,"rural",46047,1.534621556015744e-3,729170
2000,"rural",46811,1.9495418837905784e-3,382654
2000,"rural",43204,2.6055727865188292e-3,159274
2000,"rural",45995,2.9444197638425827e-3,695553
2000,"rural",46577,3.191048905853959e-3,99027
2000,"rural",46044,3.989731239000119e-3,151138
2000,"rural",44808,4.450336142410757e-3,31683
2000,"rural",46184,5.8886005259055595e-3,233502
2000,"rural",66608,1.001201441730076e-3,29964
2000,"small/mid",31361,1.1148722952970592e-3,395561
2000,"small/mid",28745,1.9482962485219823e-3,74424
2000,"small/mid",31170,2.343538854738848e-3,810313
2000,"small/mid",29525,2.861986477016017e-3,255417
2000,"small/mid",31626,3.447301945112407e-3,378847
2000,"small/mid",30714,4.07554570433397e-3,293703
2000,"small/mid",31778,4.588997877588482e-3,767052
2000,"small/mid",31533,5.3593154097674066e-3,878657
2000,"small/mid",31899,6.207698815566836e-3,851040
2000,"small/mid",31813,9.083910988910137e-3,1067822
2000,"small/mid",34603,1.2448794103837588e-3,696453
2000,"small/mid",34030,2.0145390375500708e-3,128069
2000,"small/mid",34262,2.534960214466529e-3,562139
2000,"small/mid",34007,2.9753924985849198e-3,268536
2000,"small/mid",34153,3.4847591236675923e-3,278068
2000,"small/mid",34678,3.963884606914776e-3,381444
2000,"small/mid",34103,4.966962548387318e-3,727205
2000,"small/mid",34322,5.666530884409516e-3,385421
2000,"small/mid",34840,5.982129110955838e-3,1351024
2000,"small/mid",34549,7.68768228742266e-3,889735
2000,"small/mid",36369,1.3941396927972182e-3,243878
2000,"small/mid",36294,1.9905290486192033e-3,564674
2000,"small/mid",36250,2.5108477541290067e-3,291535
2000,"small/mid",35952,3.067115708443589e-3,448956
2000,"small/mid",36288,3.4686636855384644e-3,870364
2000,"small/mid",37063,3.8357802147752263e-3,140519
2000,"small/mid",35676,4.683650099317262e-3,737032
2000,"small/mid",35368,5.42279959477981e-3,50343
2000,"small/mid",35836,6.165304773292936e-3,965078
2000,"small/mid",36184,7.991216929597722e-3,1307060
2000,"small/mid",35547,1.0802396339449974e-2,148393
2000,"small/mid",38004,1.2940871979482836e-3,382509
2000,"small/mid",38081,2.021995452296447e-3,559843
2000,"small/mid",38111,2.265760362521658e-3,75030
2000,"small/mid",37875,3.173250936987981e-3,443709
2000,"small/mid",37988,3.588881280094078e-3,278917
2000,"small/mid",37934,4.014981505870214e-3,515569
2000,"small/mid",37692,4.514011736430515e-3,983604
2000,"small/mid",37733,5.386912413233927e-3,1264175
2000,"small/mid",38147,6.364234881023294e-3,255176
2000,"small/mid",38203,8.069330731611101e-3,1135658
2000,"small/mid",38991,1.3212806754644623e-3,310305
2000,"small/mid",39444,2.069021087899606e-3,384723
2000,"small/mid",39413,2.5944447791769595e-3,829850
2000,"small/mid",39068,2.923353690290205e-3,253476
2000,"small/mid",39280,3.4316335015420352e-3,909188
2000,"small/mid",39022,4.045080778739488e-3,610371
2000,"small/mid",40006,4.657441506694562e-3,490398
2000,"small/mid",39475,5.31378038376969e-3,998724
2000,"small/mid",39518,6.592028061030305e-3,328427
2000,"small/mid",39221,7.7976298963009175e-3,532213
2000,"small/mid",41037,1.387737420361947e-3,669435
2000,"small/mid",40563,1.9154741355309317e-3,89795
2000,"small/mid",41038,2.57089019933935e-3,131083
2000,"small/mid",41068,2.896092765542157e-3,883259
2000,"small/mid",40602,3.369997050710432e-3,691692
2000,"small/mid",40751,4.224832395633373e-3,482386
2000,"small/mid",41124,4.922941064679889e-3,878743
2000,"small/mid",40444,5.515955696896589e-3,1276660
2000,"small/mid",40863,5.821158780847771e-3,583389
2000,"small/mid",40376,8.73370073101075e-3,114499
2000,"small/mid",42665,1.2193701747535571e-3,145977
2000,"small/mid",42674,2.064617882695553e-3,644187
2000,"small/mid",42888,2.301524909143367e-3,755586
2000,"small/mid",42422,2.797887538725781e-3,622970
2000,"small/mid",42411,3.318224578807834e-3,233860
2000,"small/mid",42398,4.20358387096982e-3,1552009
2000,"small/mid",42473,5.010576962959891e-3,120545
2000,"small/mid",42639,5.557786501230662e-3,732126
2000,"small/mid",42847,5.869665066599422e-3,444148
2000,"small/mid",42011,7.270605197212591e-3,436965
2000,"small/mid",45404,1.2099664848381191e-3,549602
2000,"small/mid",45721,1.92134552903874e-3,919668
2000,"small/mid",45001,2.633251322726062e-3,942561
2000,"small/mid",45256,3.073947158233957e-3,504563
2000,"small/mid",44887,3.3273405425711757e-3,149068
2000,"small/mid",45912,3.9623630626923e-3,816432
2000,"small/mid",44931,4.600090176283637e-3,909330
2000,"small/mid",46216,5.186464543120084e-3,197437
2000,"small/mid",43767,5.866548249303856e-3,490919
2000,"small/mid",43751,7.32296019006926e-3,158679
2000,"small/mid",47660,1.3264563341922663e-3,1445204
2000,"small/mid",48230,2.0963734729146557e-3,602946
2000,"small/mid",47982,2.422566425601539e-3,615463
2000,"small/mid",48182,2.9895932958796884e-3,1054993
2000,"small/mid",48300,3.6449203642535464e-3,1257915
2000,"small/mid",48842,4.168616737594828e-3,91877
2000,"small/mid",49416,4.8982581427819355e-3,174756
2000,"small/mid",49042,6.522809088560475e-3,530293
2000,"small/mid",54108,1.3847574110165146e-3,935904
2000,"small/mid",52158,1.927965196225747e-3,1474093
2000,"small/mid",54029,2.5320490574865105e-3,778026
2000,"small/mid",56238,2.7567361357984928e-3,1077361
2000,"small/mid",53655,3.4368056113297457e-3,597648
2000,"small/mid",52569,4.207627044502243e-3,971569
2000,"small/mid",58601,1.7822030091245848e-3,271574
2000,"suburban",36556,9.730003710978159e-4,441932
2000,"suburban",37983,1.3722511065832924e-3,455456
2000,"suburban",35357,1.749336944867671e-3,53163
2000,"suburban",35210,2.3134416894056236e-3,84290
2000,"suburban",34595,2.716201964438987e-3,998453
2000,"suburban",37233,2.9426318048360487e-3,761903
2000,"suburban",35101,3.6578613500516635e-3,229369
2000,"suburban",37814,4.183628858369673e-3,807433
2000,"suburban",36523,8.494519070316318e-3,867736
2000,"suburban",37463,2.1894771894771896e-2,12012
