year,urbanicity,medianHI,IncarcerationRate,total_pop
2004,"small/mid",48955,2.791910381984102e-3,693432
2004,"small/mid",50408,3.36111760777156e-3,1658972
2004,"small/mid",51108,3.780718336483932e-3,125902
2004,"small/mid",49827,4.374133603087183e-3,533820
2004,"small/mid",50379,4.94204883262634e-3,748475
2004,"small/mid",52431,5.768343331795108e-3,13002
2004,"small/mid",50167,6.928315964647823e-3,382777
2004,"small/mid",58100,1.64522431302812e-3,1157289
2004,"small/mid",56207,2.423241606052427e-3,3012081
2004,"small/mid",55096,2.8452800541230645e-3,366572
2004,"small/mid",54455,3.2258873878556094e-3,557986
2004,"small/mid",55309,3.949572121284231e-3,991753
2004,"small/mid",57260,4.540970985901939e-3,498792
2004,"small/mid",53211,4.635030742550844e-3,31715
2004,"small/mid",61966,2.0068807339449542e-3,27904
2004,"suburban",40740,1.1543697250204193e-3,642775
2004,"suburban",38901,1.720457650273224e-3,234240
2004,"suburban",40069,1.9600621726727383e-3,160199
2004,"suburban",40431,2.4129080005403786e-3,851255
2004,"suburban",40912,2.8154923147993755e-3,365833
2004,"suburban",37156,3.3437396003359585e-3,1135854
2004,"suburban",39838,3.908466618748295e-3,502243
2004,"suburban",38104,4.522928633121612e-3,543011
2004,"suburban",38838,8.169120491287589e-3,1543373
2004,"suburban",35559,2.0607375271149676e-2,11986
2004,"suburban",44405,1.734019103600294e-3,34025
2004,"suburban",43044,2.306513223522542e-3,205505
2004,"suburban",44186,2.5330951435966276e-3,1252223
2004,"suburban",44144,3.406728841307507e-3,271815
2004,"suburban",43557,3.8085751534416338e-3,68267
2004,"suburban",43273,4.777969253536622e-3,2054220
2004,"suburban",43257,5.8490165772646e-3,2012817
2004,"suburban",47754,1.460342572028355e-3,164345
2004,"suburban",47661,1.6088772949674583e-3,302074
2004,"suburban",48600,1.857364798597429e-3,115217
2004,"suburban",46545,2.4201116214747865e-3,263211
2004,"suburban",45977,2.7929016690961795e-3,481578
2004,"suburban",47511,3.265761836642127e-3,429915
2004,"suburban",47946,3.8585588121191837e-3,525844
2004,"suburban",46493,4.654131224285971e-3,2196758
2004,"suburban",47822,7.113315040584361e-3,1323293
2004,"suburban",51109,1.1562902187902187e-3,99456
2004,"suburban",51009,1.6507577159318074e-3,551262
2004,"suburban",51373,2.396664771819868e-3,895411
2004,"suburban",51412,2.534695946690569e-3,680555
2004,"suburban",50445,3.1229638681314485e-3,837986
2004,"suburban",50984,3.725579555487371e-3,1994589
2004,"suburban",50398,4.7315446445766645e-3,493285
2004,"suburban",50132,7.606180380883938e-3,347875
2004,"suburban",55345,1.0395594515621488e-3,35592
2004,"suburban",54406,1.4372596249817016e-3,150286
2004,"suburban",54488,1.9499729676644671e-3,987706
2004,"suburban",53058,2.2669026715385187e-3,1273985
2004,"suburban",55072,2.7179785390693454e-3,1018036
2004,"suburban",53106,3.391721440810044e-3,1652848
2004,"suburban",53191,3.8742557319392545e-3,837064
2004,"suburban",55004,4.293381037567084e-3,13975
2004,"suburban",52991,5.0933581525356856e-3,332001
2004,"suburban",61254,7.294728485914738e-4,93218
2004,"suburban",58640,1.351791391381098e-3,466788
2004,"suburban",58202,1.6971607708318069e-3,504961
2004,"suburban",58847,1.9679396244243513e-3,1625558
2004,"suburban",61130,2.1571222854150605e-3,687490
2004,"suburban",56501,2.674000281202152e-3,775243
2004,"suburban",57939,3.046603826350162e-3,303945
2004,"suburban",57394,4.022032092859282e-3,1055188
2004,"suburban",55772,4.569869354119919e-3,255806
2004,"suburban",56174,6.742887881204377e-3,211927
2004,"suburban",63718,1.0341393866450568e-3,1251282
2004,"suburban",64650,1.280557298536323e-3,78091
2004,"suburban",63277,1.6115105308365481e-3,883643
2004,"suburban",63924,1.902813277360691e-3,935457
2004,"suburban",63382,2.864596524998734e-3,394820
2004,"suburban",64462,3.2484769416464506e-3,840086
2004,"suburban",64293,4.1227367728515745e-3,1203812
2004,"suburban",63958,4.376657824933687e-3,301600
2004,"suburban",65754,1.3749565086165338e-3,1669871
2004,"suburban",65564,1.6337603501477102e-3,2084149
2004,"suburban",66087,1.8801423842543434e-3,513259
2004,"suburban",65459,2.0757256978871934e-3,992424
2004,"suburban",65482,2.51626932924942e-3,746343
2004,"suburban",68646,8.668886074016761e-4,772879
2004,"suburban",69069,1.43833729490079e-3,2809494
2004,"suburban",69174,1.633967720321151e-3,85069
2004,"suburban",68413,1.833464716875847e-3,2032218
2004,"suburban",67722,2.1975040694519805e-3,110580
2004,"suburban",70652,4.794598737748496e-3,61319
2004,"suburban",68493,5.505050850004439e-3,292822
2004,"suburban",80196,9.179796414090338e-4,2539272
2004,"suburban",79220,1.39981406846436e-3,750814
2004,"suburban",82809,1.6965097490129995e-3,1140577
2004,"suburban",73182,2.320632959027703e-3,860972
2004,"suburban",73130,2.6684820596458527e-3,274688
2004,"suburban",75302,3.5887967899383296e-3,337439
2004,"suburban",78498,5.184625388846904e-3,113798
2004,"suburban",94658,1.0666299654205447e-3,232508
2004,"urban",34682,3.693585066927151e-3,2358684
2004,"urban",38547,5.638233123811678e-3,928305
2004,"urban",38520,7.204015712863726e-3,656023
2004,"urban",32554,1.0674208092509123e-2,2942326
2004,"urban",29792,1.465664459118711e-2,624222
2004,"urban",40311,4.135976323081253e-3,614607
2004,"urban",41725,5.2585745902117365e-3,1011681
2004,"urban",39128,5.805574274742949e-3,909643
2004,"urban",40136,7.230445593518485e-3,4701370
2004,"urban",39481,1.026134735952286e-2,936914
2004,"urban",42156,2.653870506124809e-3,2185864
2004,"urban",42334,4.640712775416861e-3,672526
2004,"urban",42239,5.630789951728002e-3,706828
2004,"urban",41981,7.624186767705008e-3,583013
2004,"urban",41922,8.64997238432752e-3,3630185
2004,"urban",42351,6.1931591187698145e-3,658307
2004,"urban",42702,6.933769006109989e-3,870378
2004,"urban",43518,5.628563227598401e-3,9793263
2004,"urban",43584,4.640308940120384e-3,5252021
2004,"urban",43811,5.4361524325038605e-3,817306
2004,"urban",44906,6.045313378023409e-3,1662114
2004,"urban",44850,6.672832682893817e-3,1108225
2004,"urban",46412,3.5043686536450425e-3,741075
2004,"urban",45660,3.996921490774609e-3,2762376
2004,"urban",45290,4.530565934709424e-3,8043366
2004,"urban",45819,5.939608218105181e-3,809481
2004,"urban",47607,2.9235448130527793e-3,501104
2004,"urban",47148,5.2157717940420996e-3,3795028
2004,"urban",48304,5.975083824381338e-3,3417860
2004,"urban",52408,2.2464475959777146e-3,2814221
2004,"urban",49683,2.923866904543508e-3,772949
2004,"urban",52443,4.2656431745804e-3,3456923
2004,"urban",51643,5.049212103480276e-3,437494
2004,"urban",55969,2.1545690664716947e-3,1775297
2004,"urban",58231,3.16158571471117e-3,5103768
2004,"urban",60715,4.271347027530773e-3,128765
2004,"urban",66626,6.232005151649006e-3,187901
2004,"urban",68842,3.72602390499571e-3,1663167
2005,"rural",26445,1.295525454392138e-3,130449
2005,"rural",22968,1.965799683862624e-3,173975
2005,"rural",25403,2.4494030180487385e-3,208214
2005,"rural",25910,2.9643235477315195e-3,219949
2005,"rural",27046,3.615426398696361e-3,230125
2005,"rural",26356,4.217973797530958e-3,317451
2005,"rural",26076,4.946063533081249e-3,463601
2005,"rural",26573,5.6876588534312345e-3,531150
2005,"rural",27314,7.1087681463288e-3,550869
2005,"rural",26910,1.0809349389789237e-2,580701
2005,"rural",30510,1.0313885928421632e-3,87261
2005,"rural",30386,1.8024888211029845e-3,28849
2005,"rural",30257,2.498099272292821e-3,202554
2005,"rural",30757,3.0739466895958727e-3,139560
2005,"rural",30905,3.503252412737554e-3,235210
2005,"rural",30633,4.044405117030377e-3,407971
2005,"rural",30772,4.7741896582911975e-3,464372
2005,"rural",30657,5.830241366539504e-3,440119
2005,"rural",30847,7.058829988292471e-3,728591
2005,"rural",30531,1.034969688954493e-2,703209
2005,"rural",32567,1.2464440561317295e-3,167677
2005,"rural",32367,1.8483060883423903e-3,90353
2005,"rural",32569,2.427336146587422e-3,304037
2005,"rural",32692,3.0368921258905794e-3,302612
2005,"rural",32632,3.579022785459111e-3,304273
2005,"rural",32589,4.076582971646453e-3,295836
2005,"rural",32503,4.771774706642442e-3,304918
2005,"rural",32404,5.712886120804003e-3,628754
2005,"rural",32527,7.183486566737023e-3,419295
2005,"rural",32566,1.0159737619942556e-2,574129
2005,"rural",33999,1.064565923244797e-3,112722
2005,"rural",33895,1.8777185901432535e-3,274269
2005,"rural",34115,2.4939942418074124e-3,109062
2005,"rural",34394,2.9926361842537138e-3,258969
2005,"rural",33915,3.4481920290442307e-3,246796
2005,"rural",34301,4.038299093125927e-3,501944
2005,"rural",34181,4.8907784271047345e-3,344117
2005,"rural",34155,5.902633337115053e-3,317316
2005,"rural",33954,7.010415474419137e-3,594116
2005,"rural",34110,9.604175002374777e-3,694802
2005,"rural",33677,0.1839080459770115,522
2005,"rural",35812,1.2937791447564242e-3,251975
2005,"rural",35723,1.9501432544910807e-3,573804
2005,"rural",35485,2.4517212426532326e-3,119100
2005,"rural",35702,2.897207092362962e-3,181209
2005,"rural",35852,3.492857142857143e-3,280000
2005,"rural",35629,4.07423903198711e-3,334541
2005,"rural",35693,4.934945515795263e-3,465456
2005,"rural",35562,5.743946064684111e-3,533083
2005,"rural",35396,6.985119076149301e-3,312951
2005,"rural",35562,9.752265521981876e-3,356430
2005,"rural",36869,1.2929199612350443e-3,441636
2005,"rural",36811,1.9413241800367164e-3,284342
2005,"rural",37138,2.424088607759687e-3,307332
2005,"rural",37190,3.011085397194768e-3,469266
2005,"rural",36866,3.4576127741517333e-3,373379
2005,"rural",36971,4.028251112104094e-3,449823
2005,"rural",37250,4.76127496362915e-3,234391
2005,"rural",36967,5.6959539086028545e-3,290206
2005,"rural",36682,6.895424836601307e-3,183600
2005,"rural",37029,9.25259792166267e-3,400320
2005,"rural",38885,1.2907433017393553e-3,444705
2005,"rural",38821,1.8676773937872798e-3,492055
2005,"rural",38786,2.5739431919861713e-3,606851
2005,"rural",38621,2.9305387664285954e-3,415282
2005,"rural",38630,3.50337002375988e-3,412460
2005,"rural",38779,4.070781756251558e-3,192592
2005,"rural",38658,4.7966211029705896e-3,277487
2005,"rural",38475,5.798396225187678e-3,230581
2005,"rural",38453,6.890620917878603e-3,275592
2005,"rural",38739,1.271053528810092e-2,73325
2005,"rural",40543,1.070121231205227e-3,406496
2005,"rural",41056,1.8668370926354838e-3,416212
2005,"rural",40759,2.4178522671658067e-3,582335
2005,"rural",40967,3.0238477996607505e-3,428593
2005,"rural",40515,3.443991842164575e-3,363822
2005,"rural",40421,4.061947986078319e-3,457416
2005,"rural",40424,4.858159351033956e-3,352191
2005,"rural",40078,5.494597678008187e-3,119208
2005,"rural",40454,6.59600219447946e-3,238781
2005,"rural",40388,1.570103159670408e-2,30826
2005,"rural",43542,1.2374152149306826e-3,587515
2005,"rural",43125,1.851827653088464e-3,535687
2005,"rural",43517,2.4525200144344503e-3,448926
2005,"rural",43500,2.940397975790199e-3,381581
2005,"rural",43016,3.598632346001407e-3,690818
2005,"rural",43046,4.035900294044164e-3,312198
2005,"rural",43185,4.857156158346395e-3,257764
2005,"rural",44259,5.441927458426084e-3,190925
2005,"rural",42857,7.445664997509372e-3,38143
2005,"rural",42186,9.799257920273998e-3,10511
2005,"rural",49944,1.2019918722454353e-3,751253
2005,"rural",49077,1.854560602285199e-3,525731
2005,"rural",47905,2.393297325742544e-3,554883
2005,"rural",48559,3.068652668683516e-3,622423
2005,"rural",48537,3.642543325187561e-3,303634
2005,"rural",48367,4.03529717795994e-3,149927
2005,"rural",48405,4.85530870316021e-3,258274
2005,"rural",50051,5.627943093658947e-3,140371
2005,"rural",47226,6.477048718670797e-3,88775
2005,"rural",73572,7.909306617453203e-4,34137
2005,"small/mid",33342,1.610057288673652e-3,395017
2005,"small/mid",32558,2.536989154371365e-3,677969
2005,"small/mid",32686,3.120699346785292e-3,361137
2005,"small/mid",31442,3.7642037642037643e-3,909090
2005,"small/mid",27871,3.988702167702555e-3,1050467
2005,"small/mid",31255,4.6998385386760174e-3,555551
2005,"small/mid",29947,5.102800794998489e-3,704907
2005,"small/mid",32982,5.780441912830689e-3,486295
2005,"small/mid",33356,6.852042923908795e-3,539839
2005,"small/mid",33764,9.60908003573796e-3,1110304
2005,"small/mid",30316,1.673809263203981e-2,118771
2005,"small/mid",37042,1.9511780296408983e-3,423334
2005,"small/mid",35592,2.4116933818336865e-3,450306
2005,"small/mid",36770,2.9759890203510967e-3,856858
2005,"small/mid",36554,3.5799291003195534e-3,515094
2005,"small/mid",35714,4.263244520895467e-3,161614
2005,"small/mid",35711,4.685013146362839e-3,713125
2005,"small/mid",36326,5.0582928621867385e-3,485737
2005,"small/mid",35934,5.983200607817205e-3,1421480
2005,"small/mid",36255,6.675374331671645e-3,885044
2005,"small/mid",36219,1.0010596434556514e-2,1285338
2005,"small/mid",38750,1.7023618120695734e-3,465236
2005,"small/mid",38280,2.6367118652033932e-3,212765
2005,"small/mid",38137,3.05730899039925e-3,450069
2005,"small/mid",38816,3.545529926955925e-3,454657
2005,"small/mid",38251,4.161496782025762e-3,1120270
2005,"small/mid",38615,4.735595895816891e-3,429513
2005,"small/mid",39015,5.345042595068889e-3,532456
2005,"small/mid",38320,5.8859629035951455e-3,1091750
2005,"small/mid",38738,6.821409491797388e-3,1051982
2005,"small/mid",38849,9.350059958362847e-3,1393467
2005,"small/mid",40148,1.8640844244970185e-3,264473
2005,"small/mid",40776,2.603216041120489e-3,271203
2005,"small/mid",40009,2.984697242865309e-3,181928
2005,"small/mid",40190,3.620416678209098e-3,469283
2005,"small/mid",40503,4.1894337708343185e-3,465218
2005,"small/mid",40432,4.675100574856788e-3,697739
2005,"small/mid",40207,5.250086285728518e-3,1124172
2005,"small/mid",40248,5.631458604335496e-3,123769
2005,"small/mid",40224,6.852694601865737e-3,1343705
2005,"small/mid",40344,8.453833852369329e-3,2079175
2005,"small/mid",41686,1.6513860602344827e-3,425703
2005,"small/mid",41604,2.523201856148492e-3,137920
2005,"small/mid",41565,2.983449656193503e-3,852369
2005,"small/mid",41343,3.7030583777439984e-3,499317
2005,"small/mid",41558,4.261857150577898e-3,388563
2005,"small/mid",41558,4.632596710211312e-3,1209257
2005,"small/mid",41485,5.159856807801506e-3,931615
2005,"small/mid",41367,5.907820667159759e-3,1292524
2005,"small/mid",41667,6.961865601852539e-3,673670
2005,"small/mid",41668,9.266323351770614e-3,692076
2005,"small/mid",43892,1.6083167811412995e-3,611198
2005,"small/mid",43200,2.4503031386635893e-3,492184
2005,"small/mid",43770,2.9369922005554553e-3,338101
2005,"small/mid",43511,3.3241430554740814e-3,51141
2005,"small/mid",43494,4.092808762069462e-3,589815
2005,"small/mid",43431,4.577917517530496e-3,925530
2005,"small/mid",43040,5.212919608407647e-3,1660298
2005,"small/mid",43242,5.756938334333611e-3,858095
2005,"small/mid",42922,6.618936487217014e-3,1213488
2005,"small/mid",42965,8.189029381815278e-3,350591
2005,"small/mid",45447,1.6848036237087775e-3,651708
2005,"small/mid",45545,2.3842669663945728e-3,447517
2005,"small/mid",45471,3.008623327992511e-3,1388675
2005,"small/mid",45650,3.5260583561888405e-3,1299468
2005,"small/mid",45935,4.155452997414795e-3,1244389
2005,"small/mid",45419,4.526422464536392e-3,427269
2005,"small/mid",44886,5.240698522590664e-3,393459
2005,"small/mid",45251,5.863755372227436e-3,607290
2005,"small/mid",44914,6.1286106980307335e-3,88764
2005,"small/mid",45811,7.7870600597163995e-3,192242
2005,"small/mid",47459,1.520669778149477e-3,1112010
2005,"small/mid",47256,2.5174730479581692e-3,649858
2005,"small/mid",48869,3.021704548781559e-3,819736
2005,"small/mid",48457,3.5079589245193385e-3,1545058
2005,"small/mid",48023,4.2421632677777255e-3,297254
2005,"small/mid",47442,4.584094830192014e-3,860148
2005,"small/mid",48504,5.286151759109664e-3,799069
2005,"small/mid",48580,5.783587533294707e-3,479806
2005,"small/mid",48421,6.981505058567681e-3,909546
2005,"small/mid",51033,1.8437544162091715e-3,1210031
2005,"small/mid",50038,2.3580076952945746e-3,708225
2005,"small/mid",51539,2.919902993659379e-3,1317852
2005,"small/mid",52878,3.6455075205926494e-3,649018
2005,"small/mid",50907,4.05453033902546e-3,743366
2005,"small/mid",50137,4.521117845259592e-3,665101
2005,"small/mid",50878,5.086603039943443e-3,565800
2005,"small/mid",51009,5.59838165879973e-3,926875
2005,"small/mid",49744,6.932415126423968e-3,283451
2005,"small/mid",58043,1.6178584587919645e-3,1541544
2005,"small/mid",59046,2.483703899219261e-3,2144378
2005,"small/mid",58330,2.991278921757599e-3,549932
2005,"small/mid",55678,3.488070627886826e-3,586284
2005,"small/mid",57917,4.167117383236672e-3,1201790
2005,"small/mid",61784,4.4392071164507906e-3,408181
2005,"small/mid",66531,2.6315888878955724e-3,794197
2005,"suburban",35501,1.2605875187671738e-3,70602
2005,"suburban",43014,1.3302553821595284e-3,372109
2005,"suburban",41616,1.7073905620041034e-3,209091
2005,"suburban",39721,2.1094618954473976e-3,182511
2005,"suburban",42891,2.454137990154057e-3,816580
2005,"suburban",41248,2.9326710997108173e-3,612070
2005,"suburban",38849,3.30387077110637e-3,738225
2005,"suburban",39180,4.0488649081957245e-3,1177614
2005,"suburban",38582,4.910574585369376e-3,664688
2005,"suburban",40105,8.488028754019888e-3,1337413
2005,"suburban",38454,1.8225806451612904e-2,12400
2005,"suburban",44317,1.2660755067954168e-3,205359
2005,"suburban",48016,1.6056417844662028e-3,31763
2005,"suburban",47814,1.7579942779009778e-3,87031
2005,"suburban",46420,1.873962627831022e-3,37354
2005,"suburban",45856,2.4617526131955098e-3,310348
2005,"suburban",47102,3.050515773788587e-3,312734
2005,"suburban",46309,3.4689841988814617e-3,382821
2005,"suburban",45811,4.110214337073931e-3,495108
2005,"suburban",46929,4.740112583664904e-3,2503738
2005,"suburban",46072,7.27953343630894e-3,1235244
2005,"suburban",49967,1.1851851851851852e-3,54000
2005,"suburban",48576,1.5847538552185131e-3,98438
2005,"suburban",48735,1.6651017793462624e-3,216203
2005,"suburban",49265,2.087040576462576e-3,91038
2005,"suburban",48464,2.644504076728994e-3,1745885
2005,"suburban",50109,3.5231780302035255e-3,647143
2005,"suburban",49481,3.853534398022165e-3,1405982
2005,"suburban",49039,5.000198645803182e-3,528579
2005,"suburban",48774,5.984816785223265e-3,2091125
2005,"suburban",52084,1.694601288445838e-3,583028
2005,"suburban",53276,1.9511876083236138e-3,91739
2005,"suburban",52943,2.3447459872928777e-3,1156202
2005,"suburban",52465,2.827894832028284e-3,1642211
2005,"suburban",52198,3.3842697957615344e-3,338330
2005,"suburban",53466,4.205256570713392e-3,39950
2005,"suburban",51377,4.907367445131795e-3,1063503
2005,"suburban",52314,6.87120054899497e-3,1483438
2005,"suburban",57777,1.1665280897482037e-3,80581
2005,"suburban",54796,1.5514522610509181e-3,39318
2005,"suburban",56303,1.7607178581247477e-3,170953
2005,"suburban",55734,1.9417919095492207e-3,1051091
2005,"suburban",55487,2.4651321850437218e-3,1108257
2005,"suburban",56228,2.7159487196032252e-3,340949
2005,"suburban",55003,3.582034081327752e-3,2163296
2005,"suburban",55576,4.097371217194774e-3,733153
2005,"suburban",55561,4.7737267058357066e-3,443888
2005,"suburban",56911,9.147609147609148e-3,4810
2005,"suburban",61391,9.707244247699404e-4,461511
2005,"suburban",61537,1.4035484584102372e-3,194507
2005,"suburban",61372,1.7684160418898012e-3,420150
2005,"suburban",60686,2.0425284583159694e-3,364744
2005,"suburban",61631,2.29740131061376e-3,940628
2005,"suburban",62538,2.8555315415036376e-3,1427405
2005,"suburban",61056,3.4786462255526323e-3,1290732
2005,"suburban",61771,4.054091663909307e-3,646754
2005,"suburban",60999,4.432180543212827e-3,535628
2005,"suburban",60301,6.517050314231527e-3,215128
2005,"suburban",65696,1.0551563846443266e-3,1318288
2005,"suburban",63616,1.3848401799928759e-3,275122
2005,"suburban",67557,1.68388825105243e-3,378885
2005,"suburban",66218,2.0250048902640586e-3,1262713
2005,"suburban",64978,2.960593621987732e-3,478958
2005,"suburban",63765,3.2506534749886964e-3,373771
2005,"suburban",64503,4.2072759791596465e-3,1851792
2005,"suburban",71196,1.0952731911391088e-3,1219787
2005,"suburban",69484,1.5064062186719849e-3,1690779
2005,"suburban",68799,1.7581115846650379e-3,1759274
2005,"suburban",69697,2.000046512709598e-3,1461966
2005,"suburban",68615,2.347479068311641e-3,115017
2005,"suburban",69820,5.189087759815242e-3,138560
2005,"suburban",71044,5.8588072184082825e-3,178876
2005,"suburban",74124,8.887967500474172e-4,453422
2005,"suburban",73665,1.4948584103868549e-3,331804
2005,"suburban",76112,1.7211258187708666e-3,1698888
2005,"suburban",72447,1.8717198144054372e-3,2218815
2005,"suburban",74237,2.444898206225173e-3,627838
2005,"suburban",74179,2.714094131170573e-3,970858
2005,"suburban",73631,4.754744584874223e-3,123035
2005,"suburban",84590,9.715201883132174e-4,2263463
2005,"suburban",85160,1.523060626592486e-3,3143670
2005,"suburban",81603,1.7145804726720574e-3,137643
2005,"suburban",80085,2.400236279758562e-3,240393
2005,"suburban",81022,3.248605295882628e-3,350612
2005,"suburban",78862,6.283425870029164e-3,117611
2005,"suburban",98245,1.3298863515999828e-3,254909
2005,"urban",37142,3.502283441861089e-3,2385872
2005,"urban",39908,6.445906094338545e-3,1330612
2005,"urban",34933,1.0734447678780422e-2,4165375
2005,"urban",30629,1.4667097508809183e-2,324945
2005,"urban",41776,2.777711106967264e-3,2166532
2005,"urban",40801,5.5988493660045725e-3,1639444
2005,"urban",40917,5.769814093501868e-3,913201
2005,"urban",41096,7.688685912406641e-3,3204969
2005,"urban",43055,4.6972566243172675e-3,674862
2005,"urban",42431,6.374259436838338e-3,2187862
2005,"urban",42302,7.5059596449406005e-3,1425001
2005,"urban",42791,9.177947690407539e-3,2250830
2005,"urban",45140,3.84061130530532e-3,1353170
2005,"urban",45066,5.057880308784109e-3,1645551
2005,"urban",44694,6.518791586850473e-3,828988
2005,"urban",45084,6.782988118836132e-3,1143154
2005,"urban",44085,8.46427142596791e-3,3681829
2005,"urban",48166,5.71447665033818e-3,9786373
2005,"urban",48199,6.116019235559306e-3,891266
2005,"urban",48398,2.5971477789744958e-3,947963
2005,"urban",48752,6.070379441806528e-3,3538988
2005,"urban",50484,2.6355294409297096e-3,798701
2005,"urban",49873,2.9081919768470135e-3,497560
2005,"urban",49565,4.235852449405096e-3,1729522
2005,"urban",49498,4.782877372084749e-3,6568431
2005,"urban",48998,5.895661042728282e-3,786341
2005,"urban",49167,6.991727293480095e-3,1612048
2005,"urban",52029,5.539953980386016e-3,1931785
2005,"urban",51882,5.843146211787179e-3,818737
2005,"urban",56601,2.1749641362296688e-3,1880031
2005,"urban",57741,3.3952238998026935e-3,746048
2005,"urban",55739,4.316116621801662e-3,10951743
2005,"urban",58238,4.82107241924761e-3,436210
2005,"urban",61814,2.109762513536585e-3,2442455
2005,"urban",64216,3.2371736352017526e-3,4381600
2005,"urban",64749,3.799315031088851e-3,128181
2005,"urban",61617,4.515728075627042e-3,526161
2005,"urban",76196,5.544311887515978e-3,187760
2005,"urban",76686,3.689462022596388e-3,1675312
2006,"rural",29098,1.2371751430237507e-3,126902
2006,"rural",26555,1.8936220129369575e-3,238696
2006,"rural",26391,2.4195352702400356e-3,312870
2006,"rural",27179,3.033693026001973e-3,257442
2006,"rural",26882,3.506765110286896e-3,173094
2006,"rural",27555,4.103455232963013e-3,307302
2006,"rural",27010,4.9309591951140356e-3,542288
2006,"rural",27912,5.654565655288283e-3,442828
2006,"rural",27804,7.1807356406900285e-3,578353
2006,"rural",28672,1.079688216140682e-2,669823
2006,"rural",32078,9.445763447448368e-4,78342
2006,"rural",32209,2.023818790379077e-3,12847
2006,"rural",31332,2.533720549931633e-3,253777
2006,"rural",31911,3.0366883672820416e-3,286167
2006,"rural",31570,3.439169262338451e-3,434698
2006,"rural",31645,4.148161085882529e-3,320624
2006,"rural",32211,4.820448083829994e-3,179029
2006,"rural",31769,5.645585794822134e-3,746601
2006,"rural",31767,6.883377275382453e-3,570069
2006,"rural",31901,1.0105761785010733e-2,792914
2006,"rural",34137,9.42951438000943e-4,114534
2006,"rural",34012,2.094683362885518e-3,217694
2006,"rural",34079,2.4511290535502127e-3,280279
2006,"rural",33904,2.968741397637712e-3,236127
2006,"rural",34135,3.5177218799201616e-3,322652
2006,"rural",34149,4.013901603489484e-3,241411
2006,"rural",33908,4.808548530721282e-3,567115
2006,"rural",33798,5.7855634880985e-3,558459
2006,"rural",33910,6.989018058859614e-3,534696
2006,"rural",33941,1.0365557063950877e-2,590031
2006,"rural",35412,1.073280792190903e-3,127646
2006,"rural",35778,1.959438823067434e-3,252113
2006,"rural",35659,2.429751233759694e-3,158864
2006,"rural",35635,2.915540722650986e-3,426679
2006,"rural",35879,3.508252051712188e-3,398204
2006,"rural",35718,4.002247993756584e-3,439503
2006,"rural",35940,4.699101182592382e-3,339001
2006,"rural",35513,5.76417241863332e-3,327714
2006,"rural",35654,7.114800873589474e-3,488559
2006,"rural",35725,9.650211601435246e-3,708171
2006,"rural",37172,1.4460279825955552e-3,307048
2006,"rural",37294,2.0426028596440037e-3,370116
2006,"rural",37302,2.4361965561169718e-3,349315
2006,"rural",37074,2.9518450361135638e-3,188018
2006,"rural",37511,3.5528066453306482e-3,278090
2006,"rural",37174,4.092527591638683e-3,394866
2006,"rural",37160,4.8469967252781476e-3,391789
2006,"rural",37263,5.591091787741824e-3,511528
2006,"rural",37031,6.8951990407382915e-3,494547
2006,"rural",37209,9.916411955170778e-3,374934
2006,"rural",36693,0.3416988416988417,518
2006,"rural",38382,1.4226750790062642e-3,533502
2006,"rural",38391,1.9423439827111499e-3,452546
2006,"rural",38629,2.487403145027477e-3,328455
2006,"rural",38635,2.8985835865342462e-3,793836
2006,"rural",38495,3.4008252902503846e-3,114384
2006,"rural",38725,4.125369105675493e-3,208951
2006,"rural",38708,4.8288402245236775e-3,316225
2006,"rural",38795,5.8453882164396275e-3,237110
2006,"rural",38475,6.822737605966606e-3,357188
2006,"rural",38493,1.0639507127105735e-2,307909
2006,"rural",40300,1.2182910924612871e-3,442423
2006,"rural",40064,1.999489556291521e-3,662169
2006,"rural",40344,2.4678454257759195e-3,309987
2006,"rural",40089,2.9714080822299837e-3,301204
2006,"rural",40262,3.6041782255210766e-3,457802
2006,"rural",40085,3.978012899945985e-3,472095
2006,"rural",40232,4.75609213229902e-3,426821
2006,"rural",40355,5.982977565142744e-3,191042
2006,"rural",40055,7.105295225954013e-3,213362
2006,"rural",39702,9.560944343553038e-3,187220
2006,"rural",41942,1.1992547004686352e-3,442775
2006,"rural",42023,1.9315924704338793e-3,658524
2006,"rural",42176,2.497675305585511e-3,592551
2006,"rural",41572,2.996521767877003e-3,423491
2006,"rural",41843,3.545784948142895e-3,349711
2006,"rural",41694,4.129585760932198e-3,249904
2006,"rural",41940,4.8395676209654435e-3,421112
2006,"rural",41823,5.709061821506114e-3,218775
2006,"rural",41615,6.784204167925099e-3,264880
2006,"rural",41850,8.957397742444471e-3,41195
2006,"rural",44848,1.308837334048545e-3,559275
2006,"rural",44795,1.9246340957271495e-3,245761
2006,"rural",45266,2.5028468877380623e-3,497034
2006,"rural",44553,3.037837171927585e-3,357162
2006,"rural",44184,3.4634647698908593e-3,612970
2006,"rural",45047,4.020787216844136e-3,671759
2006,"rural",45731,4.718001762653902e-3,378974
2006,"rural",45040,5.561652035115722e-3,240576
2006,"rural",44597,7.14929348740952e-3,100989
2006,"rural",51741,1.2598505580581133e-3,862007
2006,"rural",51596,1.974564862646831e-3,525179
2006,"rural",50173,2.4294327869815806e-3,646653
2006,"rural",51058,3.0111151364321303e-3,380922
2006,"rural",49272,3.459896738330495e-3,523137
2006,"rural",49250,3.984051334766221e-3,321030
