state,year,medianHI,IncarcerationRate,total_pop
"MN",1999,179,6.463440430582649e-4,85094
"MN",1999,166,7.788428620335502e-4,350520
"MN",1999,180,6.281948011814115e-4,197391
"MN",2000,91,4.567848869457405e-4,30649
"MN",2000,91,7.437867244695207e-4,94113
"MN",2000,95,9.098544232922733e-4,14288
"MN",2000,88,1.0607667828458857e-3,46193
"MN",2000,87,1.3064123070738877e-3,119411
"MN",2000,91,1.6670607708678174e-3,84580
"MN",2000,92,2.0537962104147343e-3,30188
"MN",2000,92,2.4534794799898037e-3,31384
"MN",2000,96,5.586904296329404e-4,53697
"MN",2000,97,6.645956013044621e-4,64701
"MN",2000,96,9.887169943003373e-4,51582
"MN",2000,98,1.2583600230393613e-3,272577
"MN",2000,96,1.4717687985014718e-3,22422
"MN",2000,99,2.3269729406289476e-3,15041
"MN",2000,106,4.712131596984236e-4,70032
"MN",2000,100,6.423357664233577e-4,17125
"MN",2000,101,9.109094806029863e-4,55988
"MN",2000,103,9.992620833845776e-4,130096
"MN",2000,109,1.244717633499808e-3,65075
"MN",2000,103,1.6441497474283119e-3,92449
"MN",2000,113,8.45371776552529e-4,133669
"MN",2000,121,6.214304737667565e-4,33793
"MN",2000,122,6.700027218860577e-4,47761
"MN",2000,122,8.319714752637053e-4,100965
"MN",2000,124,1.0103599595856017e-3,66313
"MN",2000,118,2.3166249609008443e-3,511520
"MN",2000,135,1.040582726326743e-3,124930
"MN",2000,141,4.405965677527372e-4,90786
"MN",2000,141,6.248347792650982e-4,41611
"MN",2000,137,1.774060074701975e-3,1117775
"MN",2000,150,8.706384682100206e-4,299780
"MN",2000,150,9.944768286898914e-4,65361
"MN",2000,177,4.943370939570037e-4,91031
"MN",2000,176,6.315187038078605e-4,202686
"MN",2000,164,8.103999463459346e-4,357848
"MN",2000,177,3.246615755967421e-4,70843
"MN",2001,92,5.792131967934757e-4,43162
"MN",2001,94,7.154192356721038e-4,76878
"MN",2001,94,7.777259293824856e-4,57861
"MN",2001,87,9.082652134423251e-4,30828
"MN",2001,89,1.2166901257246463e-3,41917
"MN",2001,94,1.41643059490085e-3,84014
"MN",2001,87,1.6513458468651952e-3,90835
"MN",2001,94,2.0003903200624513e-3,61488
"MN",2001,99,7.005199414676671e-4,64238
"MN",2001,99,8.006405124099279e-4,32474
"MN",2001,99,1.1251313428117125e-3,107543
"MN",2001,100,1.3854926986369871e-3,217973
"MN",2001,98,1.6197975253093363e-3,66675
"MN",2001,107,5.255141577076894e-4,112271
"MN",2001,103,7.217293338966342e-4,56808
"MN",2001,110,8.042563721851027e-4,16164
"MN",2001,103,9.785908292059434e-4,50072
"MN",2001,108,1.1063321979961713e-3,80446
"MN",2001,113,1.3860519404727168e-3,54832
"MN",2001,107,1.6960651289009499e-3,41272
"MN",2001,104,2.1863160574432084e-3,66779
"MN",2001,115,2.7568461679838266e-4,21764
"MN",2001,117,1.0056122033998565e-3,135241
"MN",2001,124,5.457238637249552e-4,25654
"MN",2001,123,6.931379344489553e-4,30297
"MN",2001,127,7.403419033517297e-4,44574
"MN",2001,130,9.161635276801538e-4,66582
"MN",2001,126,1.152086137281292e-3,92875
"MN",2001,123,2.5422770536100724e-3,512926
"MN",2001,142,1.5149482787189218e-3,126737
"MN",2001,148,5.962394327207683e-4,93922
"MN",2001,147,6.441816592279023e-4,43466
"MN",2001,143,1.8221876043173473e-3,1123375
"MN",2001,157,8.791987481259617e-4,304823
"MN",2001,157,1.0554089709762533e-3,68220
"MN",2001,186,5.366190933201242e-4,96903
"MN",2001,185,7.142650309353976e-4,207206
"MN",2001,172,8.195774500690316e-4,363602
"MN",2001,188,3.0159709370073344e-4,72945
"MN",2002,93,6.583672492219296e-4,83540
"MN",2002,94,8.063161431211154e-4,29765
"MN",2002,92,9.252595867173846e-4,9727
"MN",2002,89,1.0374576826471553e-3,18314
"MN",2002,91,1.310478586779892e-3,76308
"MN",2002,92,1.5787099684258007e-3,88680
"MN",2002,93,1.8193847171683757e-3,54414
"MN",2002,90,2.151759002991665e-3,125014
"MN",2002,100,6.593510102199406e-4,21233
"MN",2002,98,9.157793437432093e-4,64426
"MN",2002,99,1.1076985046070188e-3,19861
"MN",2002,99,1.2877974875323528e-3,79205
"MN",2002,100,1.6096529003018622e-3,239182
"MN",2002,98,1.7774941889613053e-3,43882
"MN",2002,99,2.1204410517387615e-3,23580
"MN",2002,105,4.903362889715196e-4,48946
"MN",2002,103,7.941051542964782e-4,108298
"MN",2002,110,8.697431699580477e-4,39092
"MN",2002,109,1.0340271527870862e-3,52223
"MN",2002,103,1.3393048472121031e-3,93332
"MN",2002,109,1.5158189308942037e-3,77186
"MN",2002,103,2.201692923342408e-3,67221
"MN",2002,115,5.516734093416697e-4,21752
"MN",2002,116,1.109440462461498e-3,137006
"MN",2002,124,5.789493998224556e-4,25909
"MN",2002,135,7.016028927626963e-4,18529
"MN",2002,129,8.909730363423212e-4,63975
"MN",2002,126,1.0446996004991342e-3,103379
"MN",2002,123,1.2620830106416544e-3,69726
"MN",2002,120,2.7106374894482954e-3,510581
"MN",2002,150,6.197045736229352e-4,98434
"MN",2002,149,9.917355371900827e-4,45375
"MN",2002,142,1.6649629836136667e-3,129132
"MN",2002,138,1.8487949818421921e-3,1120730
"MN",2002,156,9.361779321157621e-4,308702
"MN",2002,160,1.154911155328593e-3,71867
"MN",2002,188,5.359422351714528e-4,102623
"MN",2002,184,7.945532659945476e-4,210181
"MN",2002,168,8.66254629981643e-4,368252
"MN",2002,189,4.774979109466396e-4,75393
"MN",2003,90,3.699935251133105e-4,10811
"MN",2003,95,8.519516647831001e-4,57515
"MN",2003,92,8.924352984408631e-4,19049
"MN",2003,94,1.1691072272083138e-3,84680
"MN",2003,89,1.4387010584729215e-3,68117
"MN",2003,88,1.7921146953405018e-3,36270
"MN",2003,92,2.1510002151000217e-3,158066
"MN",2003,94,3.2278889606197547e-3,30980
"MN",2003,100,8.044243338360985e-4,9945
"MN",2003,98,9.439489616561422e-4,30722
"MN",2003,98,1.064125104099195e-3,43228
"MN",2003,98,1.49735381437976e-3,38735
"MN",2003,100,1.6737763416363489e-3,258099
"MN",2003,97,2.2241762789013604e-3,96665
"MN",2003,100,2.847239415696955e-3,24234
"MN",2003,108,5.41539245667686e-4,62784
"MN",2003,102,8.630811998835844e-4,99643
"MN",2003,108,9.521995810321843e-4,42008
"MN",2003,108,1.1309190845635625e-3,82234
"MN",2003,104,1.3381564520724158e-3,115831
"MN",2003,105,1.6439415917222705e-3,41364
"MN",2003,104,2.9385836027034967e-3,68060
"MN",2003,117,7.471899161847833e-4,30782
"MN",2003,115,1.3587499500459577e-3,175161
"MN",2003,122,1.0229210077666224e-3,26395
"MN",2003,126,1.1395847697847237e-3,104424
"MN",2003,123,1.442210620439009e-3,34669
"MN",2003,120,1.7726006583945303e-3,35541
"MN",2003,118,2.7551694014127655e-3,505958
"MN",2003,148,8.284341867174386e-4,137609
"MN",2003,145,1.3308329804609521e-3,66124
"MN",2003,136,1.904493067180725e-3,1119458
"MN",2003,143,1.9360346352022928e-3,131196
"MN",2003,154,8.817974559341762e-4,311863
"MN",2003,157,1.217049390806596e-3,74771
"MN",2003,187,6.809447408678781e-4,107204
"MN",2003,182,7.994053546134104e-4,213909
"MN",2003,165,1.0288369844062698e-3,372265
"MN",2003,187,4.4868918659060316e-4,78005
"MN",2004,88,6.315124723713293e-4,22169
"MN",2004,94,1.059469223287481e-3,57576
"MN",2004,95,1.2681939289578704e-3,85949
"MN",2004,91,1.5190704930820708e-3,73071
"MN",2004,85,1.912120502614532e-3,25626
"MN",2004,91,2.1758096219136615e-3,190274
"MN",2004,93,4.630478635613423e-3,43624
"MN",2004,71,5.944391179290508e-3,5215
"MN",2004,98,7.969715082685794e-4,80304
"MN",2004,97,9.836358758830367e-4,11183
"MN",2004,99,1.389795277113093e-3,82746
"MN",2004,96,1.6687061964623428e-3,8989
"MN",2004,98,1.7841849842991722e-3,238204
"MN",2004,97,2.5481026769555966e-3,69071
"MN",2004,108,6.638749872331733e-4,19582
"MN",2004,100,9.633331326389307e-4,16609
"MN",2004,106,1.1976427349344148e-3,157810
"MN",2004,106,1.5962201506831823e-3,93972
"MN",2004,103,1.8663739021329987e-3,127520
"MN",2004,100,2.6228061574664185e-3,40796
"MN",2004,104,3.023417400612195e-3,53251
"MN",2004,113,7.354631119282924e-4,21755
"MN",2004,113,1.5022748733796892e-3,139788
"MN",2004,119,1.0310607036989304e-3,31036
"MN",2004,123,1.1661531168523347e-3,105475
"MN",2004,120,1.605339867348232e-3,71013
"MN",2004,116,1.827608071314013e-3,26811
"MN",2004,114,2.9235448130527793e-3,501104
"MN",2004,130,1.9664699004966232e-3,1118756
"MN",2004,132,1.0395594515621488e-3,35592
"MN",2004,143,1.6858215081505805e-3,68216
"MN",2004,139,2.312399114080859e-3,133195
"MN",2004,149,9.323932291728138e-4,423641
"MN",2004,155,1.280557298536323e-3,78091
"MN",2004,181,4.970611260919812e-4,80473
"MN",2004,179,8.335764598007752e-4,215937
"MN",2004,161,9.837117485940346e-4,377143
"MN",2004,182,8.170152302295635e-4,112605
"MN",2005,87,6.378771448618996e-4,15677
"MN",2005,90,9.732360097323601e-4,6165
"MN",2005,91,1.37874786391176e-3,51496
"MN",2005,91,1.8100896526757385e-3,46959
"MN",2005,87,1.9505851755526658e-3,24608
"MN",2005,92,2.1776591111363594e-3,52809
"MN",2005,88,2.466836881611027e-3,104182
"MN",2005,92,4.825173226005626e-3,43729
"MN",2005,75,7.192882831724399e-3,5283
"MN",2005,97,8.983890954151177e-4,32280
"MN",2005,100,9.399031614924523e-4,35110
"MN",2005,96,1.225840722428799e-3,122365
"MN",2005,95,1.635274647332335e-3,50756
"MN",2005,94,1.9350644769530797e-3,198443
"MN",2005,98,2.043049981758482e-3,68525
"MN",2005,96,2.5140522665752464e-3,140013
"MN",2005,105,1.1697700730626882e-3,156441
"MN",2005,105,1.6358566209813445e-3,117981
"MN",2005,106,1.8560030853038301e-3,41487
"MN",2005,100,2.234614378032332e-3,49673
"MN",2005,103,2.8481102788299965e-3,70222
"MN",2005,101,3.3446132053199023e-3,25414
"MN",2005,113,1.2923792702365054e-3,23213
"MN",2005,111,1.819580710198076e-3,178063
"MN",2005,122,7.831935870266285e-4,21706
"MN",2005,120,9.296957650754977e-4,31193
"MN",2005,122,1.0737395333942413e-3,106171
"MN",2005,118,1.1239973432790068e-3,19573
"MN",2005,123,1.6102470265324793e-3,81975
"MN",2005,117,2.9081919768470135e-3,497560
"MN",2005,131,1.9999731427062305e-3,1117015
"MN",2005,141,1.0029455879429676e-3,110674
"MN",2005,137,1.3497456248630067e-3,86683
"MN",2005,136,2.4971656799033736e-3,134953
"MN",2005,145,9.88024888221868e-4,319830
"MN",2005,148,1.3919856120425233e-3,81179
"MN",2005,174,6.859479602941661e-4,303230
"MN",2005,156,1.0266375786019395e-3,381829
"MN",2005,183,9.222020134743961e-4,117111
"MN",2006,83,7.441860465116279e-4,5375
"MN",2006,96,9.504348239319488e-4,21043
"MN",2006,88,1.1507479861910242e-3,6952
"MN",2006,93,1.316597042111307e-3,101018
"MN",2006,92,1.6406193034051964e-3,82286
"MN",2006,95,1.9632174541144225e-3,53993
"MN",2006,92,2.332260245507608e-3,161217
"MN",2006,93,3.185226997822756e-3,74406
"MN",2006,80,5.685048322910745e-3,5277
"MN",2006,100,9.181799632728015e-4,9802
"MN",2006,97,1.271002542005084e-3,32258
"MN",2006,97,1.452643811737362e-3,99818
"MN",2006,99,1.9459862772677546e-3,198357
"MN",2006,97,2.4665257223396757e-3,59598
"MN",2006,98,4.066465680431887e-3,57052
"MN",2006,108,8.963044677330392e-4,29008
"MN",2006,110,1.047246948886293e-3,49654
"MN",2006,104,1.2928167087145888e-3,159342
"MN",2006,107,1.4611845722056654e-3,69122
"MN",2006,106,1.931219958800641e-3,139808
"MN",2006,103,2.4449877750611247e-3,16360
"MN",2006,104,2.959761766414875e-3,55072
"MN",2006,113,1.709433703294715e-3,160287
"MN",2006,119,6.414368184733803e-4,21826
"MN",2006,119,9.440196356084206e-4,31779
"MN",2006,128,1.1308744890870612e-3,61899
"MN",2006,126,1.2455970187350044e-3,97945
"MN",2006,121,1.6555465797006054e-3,100269
"MN",2006,118,2.884394900615096e-3,497158
"MN",2006,135,2.0428635104559416e-3,1119507
"MN",2006,144,9.028404750329884e-4,115192
"MN",2006,136,1.3607029002410387e-3,51444
"MN",2006,136,1.4284985459925514e-3,19601
"MN",2006,142,2.4473206936988776e-3,137293
"MN",2006,154,1.131060910411323e-3,323590
"MN",2006,158,1.165570475386244e-3,84079
"MN",2006,178,7.047511166604451e-4,310748
"MN",2006,163,1.0848514349037356e-3,386228
"MN",2006,185,9.751018485617248e-4,121013
"MN",2007,87,6.516780710329097e-4,6138
"MN",2007,94,1.192665109576107e-3,20123
"MN",2007,92,1.3446081214330535e-3,66934
"MN",2007,91,1.5235099028143683e-3,181817
"MN",2007,92,2.048283468426673e-3,57121
"MN",2007,82,2.4956326428749688e-3,52091
"MN",2007,85,3.2321570240648784e-3,34033
"MN",2007,97,9.008154750616348e-4,21092
"MN",2007,97,1.0566037735849057e-3,19875
"MN",2007,100,1.1913626209977663e-3,6715
"MN",2007,98,1.582214288612114e-3,147894
"MN",2007,96,1.9005986885869048e-3,10523
"MN",2007,95,2.1521423598946225e-3,219781
"MN",2007,98,2.5641259615472355e-3,109589
"MN",2007,96,3.075679680308915e-3,44543
"MN",2007,96,4.924375659514597e-3,31273
"MN",2007,107,1.0831930985125437e-3,155097
"MN",2007,110,1.1895526247737264e-3,38670
"MN",2007,109,1.3724677255636411e-3,69947
"MN",2007,103,1.6434801412816263e-3,69365
"MN",2007,102,2.0173395134369223e-3,41639
"MN",2007,108,2.7302943969610637e-3,126360
"MN",2007,114,1.8486810240737836e-3,146591
"MN",2007,124,1.0689524266219105e-3,100098
"MN",2007,127,1.280309364548495e-3,114816
"MN",2007,121,1.6663551984052824e-3,64212
"MN",2007,115,3.0003702925310996e-3,499605
"MN",2007,135,2.475442889021231e-3,139369
"MN",2007,147,9.749197124942652e-4,52312
"MN",2007,146,1.1971746677840297e-3,325767
"MN",2007,135,2.1279046028696612e-3,1146198
"MN",2007,150,7.83917056517891e-4,118635
"MN",2007,150,1.256281407035176e-3,85968
"MN",2007,173,7.442678319608628e-4,229756
"MN",2007,176,9.673518742442564e-4,124050
"MN",2007,165,1.1490223074108101e-3,390767
"MN",2007,178,5.500171880371262e-4,87270
"MN",2008,87,1.0254497995711754e-3,10727
"MN",2008,90,1.2763043207570663e-3,64248
"MN",2008,90,1.550401990456208e-3,107714
"MN",2008,93,1.8957387470611672e-3,228407
"MN",2008,90,2.6297110808577977e-3,85941
"MN",2008,74,6.3126624582250275e-3,5386
"MN",2008,99,7.137758743754461e-4,14010
"MN",2008,98,9.78087911125385e-4,68501
"MN",2008,100,1.2152222577550367e-3,31270
"MN",2008,98,1.5340070180821076e-3,156453
"MN",2008,97,1.99232369400252e-3,136524
"MN",2008,95,2.385623829483635e-3,44852
"MN",2008,97,3.6003495484998546e-3,85825
"MN",2008,106,8.859161480365884e-4,45151
"MN",2008,110,9.620935154897056e-4,51970
"MN",2008,106,1.1396537916589663e-3,97398
"MN",2008,108,1.2856319546038924e-3,22557
"MN",2008,105,1.5345331336394216e-3,81458
"MN",2008,104,2.0379569481594703e-3,23553
"MN",2008,106,2.6565637603745357e-3,175791
"MN",2008,113,8.506183340967088e-4,15283
"MN",2008,112,1.9486605487266278e-3,148307
"MN",2008,119,1.0229069154706922e-3,32261
"MN",2008,128,1.1693356587918187e-3,100912
"MN",2008,119,1.2675648268868607e-3,82836
"MN",2008,122,1.4739718147828587e-3,27816
"MN",2008,130,2.012477359629704e-3,19876
"MN",2008,121,2.133595929755457e-3,36558
"MN",2008,113,2.9390125077054623e-3,502890
"MN",2008,134,2.1318336500251505e-3,1135173
"MN",2008,144,6.58149120136895e-4,121553
"MN",2008,143,1.0186372896702634e-3,53012
"MN",2008,144,2.5012895065959144e-3,141527
"MN",2008,151,1.2074558591735314e-3,414922
"MN",2008,171,7.115119199677676e-4,233306
"MN",2008,174,9.71464225632439e-4,126613
"MN",2008,155,1.1246509266311247e-3,393900
"MN",2008,181,4.6164932666756746e-4,88812
"MN",2009,90,6.788866259334691e-4,5892
"MN",2009,91,1.087000281814888e-3,24839
"MN",2009,87,1.3747804170167264e-3,39279
"MN",2009,91,1.6839312139613205e-3,195970
"MN",2009,88,2.0771427747165567e-3,34663
"MN",2009,86,2.2222222222222222e-3,3600
"MN",2009,88,2.467825564371248e-3,156413
"MN",2009,74,7.840209072241927e-3,5357
"MN",2009,97,6.840725116862387e-4,8771
"MN",2009,96,1.0366398570151921e-3,27975
"MN",2009,94,1.1383039271485487e-3,94878
"MN",2009,96,1.3806389468614545e-3,31145
"MN",2009,95,1.7150629842095926e-3,67636
"MN",2009,95,1.9998744040229358e-3,207013
"MN",2009,96,2.6650949440073803e-3,39023
"MN",2009,95,3.6573029336238426e-3,89957
"MN",2009,100,7.904125098801563e-4,46811
"MN",2009,102,1.2632642748863063e-3,15832
"MN",2009,99,1.6596950479017677e-3,74110
"MN",2009,102,2.21204594846321e-3,25768
"MN",2009,101,2.6607110853771178e-3,145074
"MN",2009,105,5.180273518441774e-4,9652
"MN",2009,107,9.562339095255609e-4,40785
"MN",2009,107,1.14101353478124e-3,25416
"MN",2009,105,1.9439397178281318e-3,149696
"MN",2009,104,3.097179178428315e-3,506590
"MN",2009,111,9.657170449058426e-4,18639
"MN",2009,122,1.1688373646295501e-3,83844
"MN",2009,119,1.3318766571737209e-3,162928
"MN",2009,114,1.6349465864537531e-3,62999
"MN",2009,124,2.1112044636894373e-3,46419
"MN",2009,108,2.9933885157998855e-3,38418
"MN",2009,134,2.208906961675944e-3,1146721
"MN",2009,146,6.892637041842362e-4,123320
"MN",2009,135,9.714904906026978e-4,53526
"MN",2009,142,1.6565433462175593e-3,19921
"MN",2009,139,2.3271855686624256e-3,143521
"MN",2009,147,1.1163863060658001e-3,329635
"MN",2009,152,1.2017958912185756e-3,396906
"MN",2009,165,7.17954382283095e-4,325926
"MN",2009,156,1.1720527992717341e-3,87880
"MN",2009,183,9.025130319769703e-4,128530
"MN",2010,89,9.489466691971911e-4,5269
"MN",2010,88,1.2050612572805785e-3,24895
"MN",2010,92,1.3122954362996357e-3,64772
"MN",2010,92,1.5846128626850991e-3,36602
"MN",2010,92,1.987753838162876e-3,200226
"MN",2010,88,2.4385751648432607e-3,135735
"MN",2010,92,3.6785837452580758e-3,26097
"MN",2010,79,6.650655828560872e-3,5413
"MN",2010,97,7.239382239382239e-4,33152
"MN",2010,98,9.858580364427523e-4,29416
"MN",2010,98,1.2039950745656041e-3,36545
"MN",2010,96,1.3293452974410102e-3,6018
"MN",2010,96,1.5565314760842114e-3,251842
"MN",2010,99,1.9564685742235266e-3,4089
"MN",2010,96,2.607333042907209e-3,153797
"MN",2010,104,1.0908541063636757e-3,92588
"MN",2010,104,1.1963924167126818e-3,10866
"MN",2010,106,1.2842529679683416e-3,66965
"MN",2010,107,1.6444650117343734e-3,121012
"MN",2010,100,2.064006391761729e-3,45058
"MN",2010,106,2.726972012231034e-3,123947
"MN",2010,102,5.189873417721519e-3,31600
"MN",2010,110,1.9051791665007103e-3,150642
"MN",2010,113,7.84711964549483e-4,21664
"MN",2010,118,9.629788144660818e-4,46730
"MN",2010,121,1.1901613329806928e-3,37810
"MN",2010,122,1.2893734856351678e-3,115560
"MN",2010,118,1.4686801701146112e-3,110984
"MN",2010,110,3.0611101390180463e-3,508639
"MN",2010,132,1.4935032608154528e-3,20087
"MN",2010,130,2.134710655590469e-3,1152381
"MN",2010,139,9.278675747397331e-4,53887
"MN",2010,144,1.1334167528063398e-3,330858
"MN",2010,134,2.1904893941494526e-3,144260
"MN",2010,146,6.896717643568009e-4,124697
"MN",2010,153,1.246923460977819e-3,398581
"MN",2010,170,6.761069676812471e-4,238128
"MN",2010,172,8.159495035024247e-4,129910
"MN",2010,153,1.2430502192288567e-3,88492
"MN",2010,180,6.148035922095602e-4,91086
"MN",2011,83,0.0,4035
"MN",2011,89,1.0405633907501347e-3,53817
"MN",2011,92,1.1819037405064675e-3,45689
"MN",2011,89,1.600365797896662e-3,34992
"MN",2011,93,2.0337085950421483e-3,200127
"MN",2011,75,2.1713954834973945e-3,13816
"MN",2011,85,2.4670866498170433e-3,132545
"MN",2011,90,4.064884764351727e-3,26077
"MN",2011,79,5.881271825032163e-3,5441
"MN",2011,98,9.164576500096469e-4,20732
"MN",2011,97,1.259777376654633e-3,106368
"MN",2011,96,1.654670306941342e-3,241740
"MN",2011,97,2.501716864514863e-3,122316
"MN",2011,98,3.162377904159547e-3,39211
"MN",2011,105,7.352372107422026e-4,25842
"MN",2011,103,1.0362055140936287e-3,81065
"MN",2011,102,1.1972738994289924e-3,10858
"MN",2011,103,1.5505515029777637e-3,141885
"MN",2011,104,2.490737183856058e-3,80699
"MN",2011,104,4.488131736148425e-3,31639
"MN",2011,109,2.01663725737333e-3,150746
"MN",2011,108,2.9292005167329597e-3,509354
"MN",2011,114,7.960631060935012e-4,41454
"MN",2011,115,9.94673155333421e-4,121648
"MN",2011,111,1.2592134258203884e-3,92121
"MN",2011,117,1.4214834130088368e-3,110448
"MN",2011,110,2.8913462513949478e-3,59142
"MN",2011,127,2.1399955640577784e-3,1154208
"MN",2011,131,9.276437847866419e-4,53900
"MN",2011,134,1.1547935308807717e-3,351578
"MN",2011,140,2.186745278775423e-3,144507
"MN",2011,143,6.954770012950262e-4,125094
"MN",2011,143,1.306379863731066e-3,88795
"MN",2011,161,6.403307957261058e-4,238939
"MN",2011,171,1.0727804937855359e-3,130502
"MN",2011,146,1.1423131841980009e-3,399190
"MN",2011,178,5.251698596264729e-4,91399
"MN",2012,89,1.3032688840090693e-3,56013
"MN",2012,88,1.644736842105263e-3,82688
"MN",2012,87,2.6705926661416786e-3,146035
"MN",2012,88,3.2924876909290455e-3,99317
"MN",2012,75,6.39386189258312e-3,5474
"MN",2012,97,8.186177055315168e-4,25653
"MN",2012,93,9.634871590418286e-4,30099
"MN",2012,99,1.2003649109329237e-3,20827
"MN",2012,95,1.3167191213308497e-3,31138
"MN",2012,97,1.5403742249259136e-3,127891
"MN",2012,96,2.00086523902228e-3,36984
"MN",2012,93,2.0986757812054458e-3,263023
"MN",2012,96,2.5214119907148004e-3,74958
"MN",2012,96,4.205568172260072e-3,47556
"MN",2012,104,1.0127803231251508e-3,62205
"MN",2012,100,1.2083809852620677e-3,46343
"MN",2012,101,1.3232375211350436e-3,122427
"MN",2012,103,1.6035954297530252e-3,94787
"MN",2012,102,1.9996445076430856e-3,22504
"MN",2012,104,2.488735925689491e-3,108087
"MN",2012,107,1.121593982978162e-3,15157
"MN",2012,107,2.956153937112429e-3,515873
"MN",2012,118,7.584491232328135e-4,32962
"MN",2012,114,9.921840197626858e-4,49386
"MN",2012,113,1.1805108392358874e-3,74544
"MN",2012,117,1.2753256150506511e-3,110560
"MN",2012,114,1.6955641853087567e-3,36566
"MN",2012,108,1.942722719283175e-3,151334
"MN",2012,125,2.0650591983636863e-3,1169458
"MN",2012,131,8.186655751125665e-4,53746
"MN",2012,135,1.1445806658996074e-3,332873
"MN",2012,131,1.2872561639766314e-3,20198
"MN",2012,129,2.2082170361886998e-3,145819
"MN",2012,143,1.21453761706724e-3,401799
"MN",2012,140,1.3780894973894728e-3,89254
"MN",2012,158,6.037821085026855e-4,460431
"MN",2012,172,1.0409516410074602e-3,132571
"MN",2013,85,6.489292667099286e-4,24656
"MN",2013,92,8.513355326167926e-4,9397
"MN",2013,88,1.3808748828722198e-3,20277
"MN",2013,85,1.8182086948809295e-3,67649
"MN",2013,89,2.2073444369447434e-3,54817
"MN",2013,88,2.427399179779694e-3,282607
"MN",2013,89,3.2379072063178677e-3,50650
"MN",2013,99,9.142406424781299e-4,55784
"MN",2013,96,1.129679404775817e-3,51342
"MN",2013,95,1.2696919821302609e-3,21265
"MN",2013,94,1.6572754391779914e-3,141799
"MN",2013,94,2.0385736355094043e-3,62789
"MN",2013,97,2.832940845664476e-3,142255
"MN",2013,95,4.4484332930112775e-3,25627
"MN",2013,103,6.25505923909044e-4,54356
"MN",2013,103,9.579720468669401e-4,40711
"MN",2013,102,1.3483655316979207e-3,176510
"MN",2013,103,1.6485301283092415e-3,123140
"MN",2013,102,2.165823308196657e-3,50789
"MN",2013,103,2.447514943492633e-3,102553
"MN",2013,104,4.541134227479143e-3,9469
"MN",2013,102,5.681637835264244e-3,31505
"MN",2013,109,1.1298274445357436e-3,9736
"MN",2013,109,1.3270519540840024e-3,15071
"MN",2013,115,8.570251339101772e-4,60675
"MN",2013,113,1.1798636601992659e-3,38140
"MN",2013,115,1.3068867971347748e-3,120898
"MN",2013,110,1.9818147102007495e-3,151881
"MN",2013,109,3.0554937509110858e-3,521356
"MN",2013,125,2.0206453573267387e-3,1184770
"MN",2013,137,1.0561232837996638e-3,336135
"MN",2013,138,1.122376445059673e-3,53458
"MN",2013,128,2.293593591549775e-3,146931
"MN",2013,140,7.779532756547774e-4,127257
"MN",2013,143,1.1908614968783122e-3,404749
"MN",2013,143,1.3322149306754824e-3,20267
"MN",2013,157,7.303073445122327e-4,243733
"MN",2013,166,1.331695840669991e-3,135166
"MN",2013,145,1.6433394446183427e-3,89452
"MN",2013,168,5.00751126690035e-4,93859
"MN",2014,83,9.797517962116264e-4,24496
"MN",2014,94,1.071952768111879e-3,60637
"MN",2014,91,1.4774859287054408e-3,42640
"MN",2014,86,1.8814169757565985e-3,93015
"MN",2014,92,2.3741690408357074e-3,61074
"MN",2014,78,2.5187330772621372e-3,15881
"MN",2014,89,3.2354615011698246e-3,189772
"MN",2014,98,7.329842931937172e-4,9550
"MN",2014,99,1.011029411764706e-3,10880
"MN",2014,97,1.1011699931176876e-3,21795
"MN",2014,96,1.5099251545720794e-3,76825
"MN",2014,98,1.7435438125093297e-3,167475
"MN",2014,98,2.1584027819413635e-3,16679
"MN",2014,96,2.5262924114062566e-3,216127
"MN",2014,98,3.1435366153677938e-3,36583
"MN",2014,96,6.19566935356409e-3,31635
"MN",2014,100,5.921890267373346e-4,33773
"MN",2014,104,1.05113785672991e-3,19027
"MN",2014,102,1.0959257349149045e-3,31024
"MN",2014,103,1.4604166244092413e-3,49301
"MN",2014,102,1.763254680570901e-3,132142
"MN",2014,100,2.154644728465795e-3,20421
"MN",2014,103,2.682737169517885e-3,25720
"MN",2014,105,4.984093319194061e-3,9430
"MN",2014,106,1.5392508978963571e-3,9745
"MN",2014,107,2.2933976358346657e-3,152612
"MN",2014,107,2.4784785446373987e-3,60521
"MN",2014,106,2.8952005608503706e-3,527770
"MN",2014,116,8.216520155222935e-4,101016
"MN",2014,116,1.0675330703179393e-3,64635
"MN",2014,117,1.127738017783561e-3,46110
"MN",2014,115,1.1976844766784216e-3,15029
"MN",2014,113,1.7160254636036534e-3,72260
"MN",2014,110,2.4245562826608917e-3,42482
"MN",2014,126,1.4714383309685217e-3,38058
"MN",2014,132,1.5737188944624767e-3,20334
"MN",2014,124,2.072900042191771e-3,1199286
"MN",2014,136,1.0700546818577092e-3,339235
"MN",2014,144,1.155530705432858e-3,53655
"MN",2014,133,2.1622637961831344e-3,148918
"MN",2014,147,8.89180082366155e-4,128208
"MN",2014,147,1.1613718889199242e-3,408138
"MN",2014,164,7.023252819543371e-4,341722
"MN",2014,147,1.498800959232614e-3,90072
"MN",2014,176,1.499883504193849e-3,137344
"MO",1989,69,1.0609454202522692e-3,8483
"MO",1989,80,1.77800167428491e-3,134983
"MO",1989,83,2.320887991927346e-3,109010
"MO",1989,81,3.0238066261620124e-3,106819
"MO",1989,91,3.648175912043978e-3,20010
