state,year,medianHI,IncarcerationRate,total_pop
"GA",2000,82,7.0982237673124e-3,89459
"GA",2000,86,8.576206803818744e-3,237984
"GA",2000,85,1.150452033414153e-2,203746
"GA",2000,83,1.2489781088200563e-2,22018
"GA",2000,95,1.9425019425019425e-3,2574
"GA",2000,95,3.220917014020462e-3,10556
"GA",2000,96,3.552397868561279e-3,30402
"GA",2000,93,4.598758335249482e-3,17396
"GA",2000,96,4.849631841972972e-3,33817
"GA",2000,97,6.035907627861535e-3,149439
"GA",2000,95,7.203820016224383e-3,205863
"GA",2000,98,8.745449702565924e-3,22526
"GA",2000,98,9.665062973064076e-3,326330
"GA",2000,103,2.7979720681079014e-3,41816
"GA",2000,104,3.828108587567984e-3,85682
"GA",2000,104,4.252364835546299e-3,23046
"GA",2000,101,4.459438498526446e-3,25788
"GA",2000,103,4.95591169466435e-3,170907
"GA",2000,101,6.295849782127351e-3,126909
"GA",2000,105,8.37445734852139e-3,269510
"GA",2000,106,1.0039471426119786e-2,11654
"GA",2000,114,1.6924564796905223e-3,12408
"GA",2000,113,2.742762155423189e-3,36095
"GA",2000,113,3.849966240967663e-3,69611
"GA",2000,116,4.58556414832441e-3,40344
"GA",2000,110,5.5924731890255935e-3,15199
"GA",2000,115,7.630803759293029e-3,35645
"GA",2000,111,7.934207666111151e-3,331224
"GA",2000,114,1.0248290998879719e-2,349912
"GA",2000,121,1.7279191865488138e-3,15047
"GA",2000,132,2.82169128972239e-3,81157
"GA",2000,124,3.8903743315508023e-3,74800
"GA",2000,132,4.5703058260721e-3,23412
"GA",2000,122,5.202692658894481e-3,141273
"GA",2000,136,5.767778558966747e-3,76806
"GA",2000,127,6.704499612678409e-3,404057
"GA",2000,138,4.213241616509028e-3,46520
"GA",2000,138,4.479025871329081e-3,252287
"GA",2000,142,5.308322342175109e-3,61413
"GA",2000,139,6.213357124649503e-3,62768
"GA",2000,146,4.105416501125679e-3,37755
"GA",2000,143,4.784425195113883e-3,816190
"GA",2000,168,1.7630853994490359e-3,108900
"GA",2000,175,2.6736781379662297e-3,90138
"GA",2000,150,3.50825902645812e-3,41046
"GA",2000,148,4.211318755254312e-3,762469
"GA",2000,153,4.725660756105721e-3,23912
"GA",2000,166,5.3153123162111475e-3,90117
"GA",2000,155,7.124841011490289e-3,92774
"GA",2000,180,2.4800039417281193e-3,121774
"GA",2000,176,3.2853369964268484e-3,611505
"GA",2000,224,1.7928286852589642e-3,100400
"GA",2000,191,2.1072250226885107e-3,739361
"GA",2000,226,2.1721894583645587e-3,92073
"GA",2001,84,2.9146793852676206e-3,3774
"GA",2001,70,4.390341249251646e-3,10022
"GA",2001,89,4.6923879040667365e-3,19180
"GA",2001,93,4.880429477794046e-3,16392
"GA",2001,87,5.689605212665147e-3,255378
"GA",2001,85,7.267292031749304e-3,116412
"GA",2001,85,8.957937647658313e-3,172696
"GA",2001,84,1.1074939214612037e-2,220859
"GA",2001,82,1.3117562206996032e-2,22184
"GA",2001,99,2.8558408020659272e-3,32915
"GA",2001,95,3.678639597431893e-3,28815
"GA",2001,98,4.537313432835821e-3,8375
"GA",2001,95,5.895639183325033e-3,224912
"GA",2001,96,7.394338100346665e-3,112789
"GA",2001,99,8.68804851829865e-3,124654
"GA",2001,98,1.0302389040485605e-2,305269
"GA",2001,101,2.73713022423413e-3,9499
"GA",2001,105,4.159599386156207e-3,123810
"GA",2001,102,4.422079902409271e-3,26232
"GA",2001,101,4.599779049914633e-3,49785
"GA",2001,102,5.069338063371765e-3,99224
"GA",2001,102,6.480551065286091e-3,137334
"GA",2001,102,7.277426375569612e-3,14703
"GA",2001,106,9.011893276340211e-3,231139
"GA",2001,106,1.027077497665733e-2,11781
"GA",2001,116,2.000640204865557e-3,12496
"GA",2001,115,2.8312877617925167e-3,73818
"GA",2001,114,3.8744261338003873e-3,37683
"GA",2001,115,4.300084465944867e-3,26046
"GA",2001,113,4.882963881568749e-3,12902
"GA",2001,111,6.315657828914458e-3,31984
"GA",2001,112,7.499168530828143e-3,219491
"GA",2001,115,8.301144272210452e-3,178891
"GA",2001,115,1.080411763539149e-2,352921
"GA",2001,130,3.1533832248895207e-3,135093
"GA",2001,134,3.780718336483932e-3,24334
"GA",2001,136,4.31832202344232e-3,24315
"GA",2001,138,4.76506610908775e-3,161173
"GA",2001,126,4.927631100443669e-3,54996
"GA",2001,125,5.378718292941426e-3,113224
"GA",2001,127,7.30128592388021e-3,347610
"GA",2001,148,4.01370283260047e-3,39116
"GA",2001,141,4.214153743953831e-3,48171
"GA",2001,141,4.452006488468862e-3,113432
"GA",2001,142,4.991969742266966e-3,143831
"GA",2001,140,5.836313844035736e-3,66823
"GA",2001,148,4.864590051608546e-3,820213
"GA",2001,173,2.0020245191766954e-3,88910
"GA",2001,153,3.126879134095009e-3,24945
"GA",2001,153,3.8127959106716387e-3,23867
"GA",2001,149,4.414964972425101e-3,670900
"GA",2001,161,4.589706700089146e-3,113297
"GA",2001,167,4.91311267049035e-3,93627
"GA",2001,157,7.866694525699958e-3,95720
"GA",2001,180,1.8366175626554429e-3,26135
"GA",2001,183,2.8004312485181426e-3,223537
"GA",2001,180,3.5970761116265334e-3,623006
"GA",2001,232,1.723645279331926e-3,108491
"GA",2001,193,2.225063341692449e-3,771214
"GA",2001,233,2.402057691898901e-3,94086
"GA",2002,71,4.171329738528844e-3,9829
"GA",2002,86,4.797713430194971e-3,29389
"GA",2002,92,5.187584190765527e-3,104673
"GA",2002,85,6.073046032747371e-3,212414
"GA",2002,82,7.370073535487069e-3,121030
"GA",2002,82,8.663535069345463e-3,80683
"GA",2002,85,1.1108929014758793e-2,269873
"GA",2002,86,1.2690650832460123e-2,17178
"GA",2002,97,3.137776932585338e-3,31551
"GA",2002,97,4.0940683614205465e-3,10503
"GA",2002,94,5.190476190476191e-3,21000
"GA",2002,96,6.103633268013749e-3,217903
"GA",2002,97,7.36318407960199e-3,75375
"GA",2002,97,8.839513972984199e-3,170937
"GA",2002,97,1.0096395599917178e-2,304267
"GA",2002,103,2.7258706646103082e-3,27881
"GA",2002,105,4.143823583542941e-3,179303
"GA",2002,102,4.919116674747653e-3,113435
"GA",2002,101,6.487004223083286e-3,114845
"GA",2002,109,7.017092631214041e-3,178849
"GA",2002,106,8.969271778485903e-3,230342
"GA",2002,108,1.0717019647869355e-2,11757
"GA",2002,112,1.6072715180402372e-3,18043
"GA",2002,117,3.0090634441087612e-3,82750
"GA",2002,114,4.361637757160145e-3,39664
"GA",2002,117,4.69693580854395e-3,53652
"GA",2002,118,7.293814569606632e-3,188653
"GA",2002,111,8.380401092907977e-3,92597
"GA",2002,114,1.080146899978397e-2,356433
"GA",2002,136,2.4945363032296518e-3,45299
"GA",2002,137,4.077915907831182e-3,25258
"GA",2002,129,4.1946308724832215e-3,56024
"GA",2002,135,4.696150449150169e-3,232105
"GA",2002,126,5.673746726684581e-3,116854
"GA",2002,126,7.484973491504461e-3,265198
"GA",2002,123,8.427891550527596e-3,88041
"GA",2002,142,3.046036690896504e-3,14445
"GA",2002,142,4.3841377531789955e-3,50409
"GA",2002,144,4.552834354141791e-3,116411
"GA",2002,142,5.4796119526872794e-3,154208
"GA",2002,144,4.489473550625645e-3,669789
"GA",2002,152,3.218362885596308e-3,65872
"GA",2002,157,3.9381384091561715e-3,24377
"GA",2002,169,4.46543404224671e-3,97191
"GA",2002,155,4.634586978128483e-3,182109
"GA",2002,146,5.205931130584968e-3,815224
"GA",2002,156,8.490393783855065e-3,98582
"GA",2002,177,2.0898382646908197e-3,121062
"GA",2002,183,2.692604729800246e-3,95818
"GA",2002,173,3.633810762925939e-3,631018
"GA",2002,235,1.9344197172638325e-3,115797
"GA",2002,188,2.4229484340062566e-3,941415
"GA",2002,237,2.4763078980638824e-3,95707
"GA",2003,77,3.9028620988725065e-3,18448
"GA",2003,89,4.745357396405485e-3,133815
"GA",2003,82,5.2130230794749065e-3,21101
"GA",2003,83,5.8332082645455e-3,99945
"GA",2003,86,6.999461579878471e-3,221017
"GA",2003,83,8.991040124659136e-3,128350
"GA",2003,85,1.1299939482325863e-2,201594
"GA",2003,85,1.3161743199766013e-2,17095
"GA",2003,99,3.013451800304452e-3,32189
"GA",2003,95,4.897400820793434e-3,36550
"GA",2003,96,5.147253913504908e-3,18845
"GA",2003,97,5.70114466562158e-3,135236
"GA",2003,93,6.892324005500604e-3,120714
"GA",2003,95,8.843588398411152e-3,160116
"GA",2003,97,1.0025380318351424e-2,323479
"GA",2003,102,2.052334530528476e-3,9745
"GA",2003,102,2.418761173624987e-3,19018
"GA",2003,104,3.918467124420319e-3,139085
"GA",2003,102,4.325756608351424e-3,62648
"GA",2003,102,5.00960962853272e-3,63478
"GA",2003,101,6.072874493927126e-3,143260
"GA",2003,106,8.808073569807714e-3,334920
"GA",2003,110,1.8313820393747139e-3,15289
"GA",2003,116,2.9086678301337987e-3,97983
"GA",2003,114,4.418798876319186e-3,65855
"GA",2003,113,5.086393896327325e-3,13369
"GA",2003,117,6.2561532265282375e-3,111730
"GA",2003,112,7.0325393501982905e-3,243582
"GA",2003,109,8.3013646940444e-3,15901
"GA",2003,112,1.0438503598366147e-2,370168
"GA",2003,133,2.759827679052235e-3,44568
"GA",2003,132,4.223184567481479e-3,83823
"GA",2003,135,4.762252498487346e-3,191716
"GA",2003,127,5.123578126510489e-3,62066
"GA",2003,128,5.732246991190702e-3,120895
"GA",2003,122,6.742792571776916e-3,269028
"GA",2003,124,7.789624265182503e-3,89478
"GA",2003,139,4.491519842909056e-3,668148
"GA",2003,142,4.229422234130098e-3,52253
"GA",2003,141,5.425558240040907e-3,973909
"GA",2003,152,3.082349332924398e-3,65210
"GA",2003,154,3.916754355197007e-3,68424
"GA",2003,143,4.388756742269423e-3,119396
"GA",2003,151,4.670841928549747e-3,161427
"GA",2003,151,8.399161063959073e-3,102034
"GA",2003,163,3.695019838080922e-3,634638
"GA",2003,166,4.462951525173836e-3,100382
"GA",2003,200,1.945105682744077e-3,250372
"GA",2003,180,2.42151177613068e-3,1078665
"GA",2003,229,2.632279738615646e-3,97634
"GA",2004,78,3.096358682189745e-3,16148
"GA",2004,89,4.639306653071629e-3,137305
"GA",2004,79,4.836609412786011e-3,16127
"GA",2004,79,5.39768480842371e-3,60211
"GA",2004,84,6.224466199028752e-3,51892
"GA",2004,87,7.006722540309619e-3,214651
"GA",2004,82,8.759987432929422e-3,162329
"GA",2004,85,1.0661145931211086e-2,193694
"GA",2004,81,1.267921146953405e-2,22320
"GA",2004,98,3.103551178752611e-3,16755
"GA",2004,96,3.993765828949932e-3,10266
"GA",2004,97,5.585372646728944e-3,132847
"GA",2004,94,6.2765657472872915e-3,95753
"GA",2004,96,7.316642243215997e-3,96219
"GA",2004,96,8.876922857183667e-3,140026
"GA",2004,97,1.01414977244518e-2,302125
"GA",2004,106,1.8513412376413125e-3,25387
"GA",2004,104,2.8629727463975576e-3,63221
"GA",2004,104,3.703132232680142e-3,51848
"GA",2004,104,4.297182433495986e-3,63530
"GA",2004,104,5.449336737871333e-3,64228
"GA",2004,101,6.124886761746715e-3,124737
"GA",2004,106,6.966305082260016e-3,190919
"GA",2004,106,8.781410429613617e-3,259070
"GA",2004,109,1.081072159503532e-2,60588
"GA",2004,116,3.0814074536747865e-3,24015
"GA",2004,116,3.5852536956691174e-3,38491
"GA",2004,114,4.483785827841146e-3,129578
"GA",2004,114,4.78257670517254e-3,13591
"GA",2004,111,5.685274437321604e-3,42742
"GA",2004,120,6.564260032429638e-3,255322
"GA",2004,114,8.302291256676975e-3,113824
"GA",2004,115,1.0081930129879565e-2,302819
"GA",2004,131,2.731932631104602e-3,71012
"GA",2004,130,4.331872388135766e-3,58866
"GA",2004,130,4.896340140692305e-3,64538
"GA",2004,125,5.459915863591611e-3,134068
"GA",2004,122,6.292234856148586e-3,49426
"GA",2004,125,6.802294879483026e-3,111727
"GA",2004,126,8.275081117571482e-3,91842
"GA",2004,137,4.1074725854467345e-3,26537
"GA",2004,136,4.8183439306878975e-3,666204
"GA",2004,142,3.6420395421436005e-3,42284
"GA",2004,141,4.404129617473294e-3,335140
"GA",2004,141,5.640090953887803e-3,168437
"GA",2004,139,5.939608218105181e-3,809481
"GA",2004,153,2.695936838051223e-3,25965
"GA",2004,156,3.7965393626330202e-3,70854
"GA",2004,151,4.620809281428612e-3,70334
"GA",2004,154,4.870914243180067e-3,76577
"GA",2004,153,5.04487281610111e-3,18831
"GA",2004,151,8.90321018467642e-3,107377
"GA",2004,160,3.84948137413211e-3,640346
"GA",2004,164,4.105751889797015e-3,26061
"GA",2004,169,4.697902756295094e-3,104089
"GA",2004,202,1.8189190315771923e-3,263893
"GA",2004,178,2.3961305873368235e-3,1123478
"GA",2004,229,2.6849552004665988e-3,99443
"GA",2005,90,3.0410542321338066e-3,3946
"GA",2005,88,4.5511702429724575e-3,123265
"GA",2005,82,4.837509302902505e-3,16124
"GA",2005,82,5.379101729466693e-3,76035
"GA",2005,86,6.0599516823451605e-3,74093
"GA",2005,84,7.204200684663925e-3,151023
"GA",2005,82,8.449337663562737e-3,222621
"GA",2005,84,1.0581022096163318e-2,176637
"GA",2005,81,1.333874615786116e-2,17243
"GA",2005,97,2.8393386602341827e-3,39798
"GA",2005,99,3.568188690656184e-3,16535
"GA",2005,98,4.910803768290239e-3,9978
"GA",2005,97,5.275723967960567e-3,77904
"GA",2005,96,6.255969436485196e-3,41880
"GA",2005,98,7.171355466042274e-3,313051
"GA",2005,99,8.920385786057429e-3,327228
"GA",2005,97,1.0271710175812467e-2,46925
"GA",2005,105,2.794842724180663e-3,37927
"GA",2005,107,3.8931878848618593e-3,103771
"GA",2005,104,4.341354502604812e-3,40310
"GA",2005,105,4.669603524229075e-3,11350
"GA",2005,109,5.724290659652545e-3,125081
"GA",2005,104,6.116795909793282e-3,140433
"GA",2005,105,6.903671204593845e-3,15499
"GA",2005,106,8.146360664715647e-3,58431
"GA",2005,105,1.0271997285681973e-2,353680
"GA",2005,114,1.8909198769048237e-3,26971
"GA",2005,115,3.1241349309922093e-3,50574
"GA",2005,111,3.8938162489570135e-3,64718
"GA",2005,112,4.657744236778492e-3,16961
"GA",2005,119,4.805476927127904e-3,30382
"GA",2005,110,5.071358046853963e-3,66846
"GA",2005,112,5.849571163195131e-3,50602
"GA",2005,121,6.49769413545127e-3,348893
"GA",2005,115,8.198082879784251e-3,204682
"GA",2005,109,9.870521026010378e-3,61091
"GA",2005,133,2.8067619394510743e-3,46673
"GA",2005,138,3.446126773472156e-3,27277
"GA",2005,132,4.553688487675017e-3,99919
"GA",2005,126,4.819340050805509e-3,153133
"GA",2005,125,5.376661742983752e-3,16925
"GA",2005,135,6.246162880708966e-3,112389
"GA",2005,122,1.0510151006018775e-2,242242
"GA",2005,139,3.960271561478501e-3,15908
"GA",2005,141,4.606866773452191e-3,287180
"GA",2005,139,4.751882666315893e-3,668998
"GA",2005,142,5.348762089342378e-3,105258
"GA",2005,142,7.308970099667774e-3,24080
"GA",2005,148,4.339400387582171e-3,131585
"GA",2005,165,1.9534702825018562e-3,113132
"GA",2005,174,2.9217997878763155e-3,196112
"GA",2005,160,4.405560583641005e-3,208827
"GA",2005,153,5.0201060369336374e-3,78086
"GA",2005,151,5.843146211787179e-3,818737
"GA",2005,154,9.483564761719921e-3,113354
"GA",2005,178,2.2588603304181e-3,710978
"GA",2005,183,1.7822197372099524e-3,28616
"GA",2005,197,2.9495655023734787e-3,390566
"GA",2005,179,4.054091663909307e-3,646754
"GA",2005,237,1.7145804726720574e-3,137643
"GA",2006,78,3.5950532067874604e-3,6954
"GA",2006,86,4.748223196733706e-3,132260
"GA",2006,81,5.230855070442182e-3,43014
"GA",2006,81,5.936506776750813e-3,54746
"GA",2006,80,7.52729479492019e-3,179613
"GA",2006,84,9.020652780113842e-3,225926
"GA",2006,86,1.1252586076396481e-2,237812
"GA",2006,79,1.5121255349500713e-2,17525
"GA",2006,97,3.142498000228545e-3,17502
"GA",2006,101,3.669724770642202e-3,16895
"GA",2006,96,4.734945959855893e-3,9715
"GA",2006,97,5.399082156033475e-3,55565
"GA",2006,95,5.664327053318556e-3,48726
"GA",2006,94,5.963202676169006e-3,55004
"GA",2006,98,7.188944704060669e-3,359719
"GA",2006,97,9.054644462736655e-3,110551
"GA",2006,97,1.0407395825816436e-2,249438
"GA",2006,109,2.029083530605343e-3,11828
"GA",2006,106,2.5904203323558164e-3,20460
"GA",2006,104,3.797322695715546e-3,104284
"GA",2006,105,4.509685574700209e-3,87811
"GA",2006,109,5.360638458063545e-3,33205
"GA",2006,107,5.711187420928972e-3,27665
"GA",2006,102,6.394966988143386e-3,28929
"GA",2006,103,7.2661140246997125e-3,236440
"GA",2006,107,9.1912525344478e-3,193336
"GA",2006,109,1.1721990077781429e-2,63897
"GA",2006,116,1.8542841690489067e-3,12943
"GA",2006,117,3.4408602150537634e-3,25575
"GA",2006,116,3.5946425054165848e-3,40616
"GA",2006,115,4.73063305272746e-3,68067
"GA",2006,116,5.270555165144062e-3,17076
"GA",2006,113,5.850733170000366e-3,27347
"GA",2006,115,6.7079554932476795e-3,112702
"GA",2006,114,9.409805787205463e-3,285872
"GA",2006,113,1.0541754217834862e-2,308867
"GA",2006,131,3.0157583995242747e-3,47086
"GA",2006,129,3.83998269303575e-3,55469
"GA",2006,129,5.037574329118756e-3,240989
"GA",2006,122,6.173655489782177e-3,484154
"GA",2006,130,6.91730363504306e-3,115652
"GA",2006,130,8.465735836944311e-3,24924
"GA",2006,142,3.2549728752260397e-3,16590
"GA",2006,138,4.446616173955534e-3,61395
"GA",2006,140,4.940018494039086e-3,805665
"GA",2006,140,6.188842432733571e-3,90647
"GA",2006,150,4.244819438345566e-3,47823
"GA",2006,150,4.5291148111138504e-3,77057
"GA",2006,171,2.030415460512904e-3,122635
"GA",2006,170,3.211841921519341e-3,207669
"GA",2006,158,3.89224623578818e-3,29289
"GA",2006,170,4.534484019600673e-3,27346
"GA",2006,153,4.985479186834463e-3,20660
"GA",2006,152,5.723034474272375e-3,845181
"GA",2006,155,5.869029295090788e-3,79911
"GA",2006,155,1.0023516069314032e-2,119918
"GA",2006,172,4.4159882038878225e-3,661913
"GA",2006,173,5.0198243501041765e-3,113749
"GA",2006,186,2.018842530282638e-3,29720
"GA",2006,182,2.6008923315906977e-3,1148452
"GA",2006,234,1.969734017985709e-3,147228
"GA",2007,73,3.943775912630195e-3,9889
"GA",2007,91,4.770886497281704e-3,9013
"GA",2007,86,5.046055266319583e-3,37455
"GA",2007,87,6.107585907034254e-3,147194
"GA",2007,84,7.645559694177613e-3,173434
"GA",2007,84,8.879014804742114e-3,261065
"GA",2007,87,1.1526760236126136e-2,275446
"GA",2007,85,1.5915119363395226e-2,17719
"GA",2007,99,3.290023978140858e-3,17933
"GA",2007,97,4.508969691653143e-3,113995
"GA",2007,96,5.257274600901247e-3,57254
"GA",2007,96,5.554535438854205e-3,21784
"GA",2007,96,6.07647983237297e-3,9545
"GA",2007,98,7.514136125654451e-3,238750
"GA",2007,95,8.684680487615499e-3,257580
"GA",2007,99,1.0377488128743962e-2,196483
"GA",2007,104,3.5955570823313866e-3,43665
"GA",2007,103,4.11008792466573e-3,96105
"GA",2007,109,4.708984742889433e-3,63708
"GA",2007,106,5.218216318785579e-3,40052
"GA",2007,105,6.427434075109713e-3,51498
"GA",2007,103,7.279387155553903e-3,322692
"GA",2007,109,1.0211436809226334e-2,16648
"GA",2007,109,1.1153452030229282e-2,312280
"GA",2007,114,2.016285381930981e-3,12895
"GA",2007,112,3.484320557491289e-3,62853
"GA",2007,112,4.290469732462088e-3,40555
"GA",2007,115,5.066483771764862e-3,45199
"GA",2007,116,6.191471836786416e-3,394575
"GA",2007,115,7.1689417725612796e-3,74209
"GA",2007,115,9.120343160000412e-3,193962
"GA",2007,129,3.4412974344148394e-3,107227
"GA",2007,130,4.419876616636929e-3,85749
"GA",2007,137,4.7560222359481165e-3,64760
"GA",2007,129,5.511437060272369e-3,90539
"GA",2007,128,6.397739434107508e-3,213044
"GA",2007,130,7.378129117259552e-3,121440
"GA",2007,120,1.033411249260857e-2,251981
"GA",2007,139,4.9524184377666034e-3,985781
"GA",2007,146,3.369829055414967e-3,77452
"GA",2007,144,5.120207162404732e-3,101949
"GA",2007,149,6.038029849292722e-3,82146
"GA",2007,149,9.39789741956037e-3,125560
"GA",2007,160,2.2489555697862347e-3,131172
"GA",2007,168,3.8103926501349993e-3,217038
"GA",2007,158,5.295354101541447e-3,148432
"GA",2007,155,5.468585541262284e-3,869329
"GA",2007,171,2.698947834479705e-3,966673
"GA",2007,189,1.9834173305153632e-3,30755
"GA",2007,196,3.0173177680936822e-3,220063
"GA",2007,173,4.588045427019351e-3,670438
"GA",2007,228,2.1192777908597394e-3,157129
"GA",2008,87,4.045420305219987e-3,35843
"GA",2008,85,4.982707075444047e-3,34118
"GA",2008,92,5.433019785922802e-3,36996
"GA",2008,89,5.995758627337575e-3,103740
"GA",2008,86,6.991012789491877e-3,115720
"GA",2008,87,8.376026874634587e-3,403652
"GA",2008,87,1.106692301614475e-2,189845
"GA",2008,82,1.5615275813295615e-2,17675
"GA",2008,97,3.3222591362126247e-3,3010
"GA",2008,97,3.8587506699219913e-3,167930
"GA",2008,96,4.808431221868482e-3,45545
"GA",2008,99,5.9583250116503565e-3,30042
"GA",2008,101,7.292681872956585e-3,208291
"GA",2008,100,8.931756708547114e-3,308338
"GA",2008,96,1.1311104022146407e-2,184951
"GA",2008,110,2.2364463638466876e-3,12967
"GA",2008,105,3.4561005411066505e-3,28645
"GA",2008,105,4.099406622854591e-3,62692
"GA",2008,110,4.529115744069015e-3,27820
"GA",2008,107,5.190526942295182e-3,144494
"GA",2008,109,5.7378142930669665e-3,104918
"GA",2008,107,7.117506965739458e-3,256972
"GA",2008,109,9.399923053727215e-3,96171
"GA",2008,106,1.0365378377462443e-2,206553
"GA",2008,118,3.04574149961236e-3,54174
"GA",2008,117,3.824470667498935e-3,100929
"GA",2008,115,4.924029262802476e-3,28432
"GA",2008,115,5.961709517556864e-3,94436
"GA",2008,117,6.9043771275315476e-3,145415
"GA",2008,117,9.974629190383581e-3,351191
"GA",2008,138,3.1178967272142096e-3,49713
"GA",2008,136,4.017580111698963e-3,156313
"GA",2008,137,4.776593444967324e-3,240548
"GA",2008,126,5.804896994399736e-3,478906
"GA",2008,137,6.761319783895035e-3,124384
"GA",2008,124,8.018710324089542e-3,17958
"GA",2008,151,3.3486576990748623e-3,17619
"GA",2008,146,4.632157237425783e-3,820568
"GA",2008,144,5.399385002784436e-3,82602
"GA",2008,144,6.239820846905537e-3,98240
"GA",2008,158,3.1452523177212138e-3,78849
"GA",2008,164,3.598601686201933e-3,29178
"GA",2008,161,4.770365461411457e-3,175039
"GA",2008,154,6.007802963211182e-3,83558
"GA",2008,153,8.987861753714056e-3,129508
"GA",2008,171,2.013628470955598e-3,137066
"GA",2008,170,3.1169713161755754e-3,312162
"GA",2008,166,5.494579686596286e-3,888694
"GA",2008,177,2.6987073707370737e-3,988992
"GA",2008,204,1.7667287124964507e-3,31697
"GA",2008,219,3.4888584683245875e-3,105192
"GA",2008,185,4.452636131222585e-3,679822
"GA",2008,235,1.9177818658394354e-3,166338
"GA",2009,91,3.760753051389452e-3,133218
"GA",2009,79,4.993946731234867e-3,52864
"GA",2009,88,5.945873586042257e-3,89642
"GA",2009,85,7.029632718149034e-3,136707
"GA",2009,85,8.585528475240968e-3,350357
"GA",2009,82,1.2476164532824843e-2,110130
"GA",2009,80,1.6040043228485297e-2,17581
"GA",2009,96,3.364774670417563e-3,18129
"GA",2009,100,3.997084998785416e-3,90566
"GA",2009,96,4.998995176848875e-3,79616
"GA",2009,100,5.7949277338423776e-3,58672
"GA",2009,98,6.916711742297821e-3,173782
"GA",2009,96,8.729944357409107e-3,462775
"GA",2009,93,1.0913946919484297e-2,143028
"GA",2009,106,3.2660712003521677e-3,70421
"GA",2009,105,4.161086665391237e-3,62724
"GA",2009,107,4.848520466633363e-3,68062
"GA",2009,106,5.582499143910616e-3,125571
"GA",2009,105,7.21944155620009e-3,237553
"GA",2009,108,8.104700726421324e-3,16657
"GA",2009,109,1.0042741429297307e-2,301113
"GA",2009,115,2.3108732668450497e-3,24666
"GA",2009,114,4.088802737983463e-3,33017
"GA",2009,114,4.712419479093248e-3,122018
"GA",2009,113,6.042406042406042e-3,54945
"GA",2009,118,6.448209004101279e-3,384758
"GA",2009,113,9.1895820146752e-3,85314
"GA",2009,117,1.0211722022012272e-2,328544
"GA",2009,138,3.1784743323204864e-3,50024
"GA",2009,129,3.8290163892203744e-3,116479
"GA",2009,137,4.5489431550170024e-3,178503
"GA",2009,125,4.695853200404566e-3,13842
"GA",2009,129,5.47209484964406e-3,78946
"GA",2009,126,5.728584305747794e-3,203017
"GA",2009,131,7.4543869668460125e-3,99807
"GA",2009,123,9.262875955582835e-3,17921
"GA",2009,141,3.995803290398911e-3,89594
"GA",2009,140,4.549284884848941e-3,690658
"GA",2009,141,4.759271118355941e-3,137416
"GA",2009,140,6.178541864120067e-3,83353
"GA",2009,140,7.025549279353529e-3,99494
"GA",2009,152,3.236495337905525e-3,51908
"GA",2009,155,3.611534337791321e-3,17721
"GA",2009,148,5.285554311310191e-3,22325
"GA",2009,144,6.016706056396471e-3,110858
"GA",2009,142,9.718794747585534e-3,131292
"GA",2009,159,3.1066864364894444e-3,28326
"GA",2009,162,3.634908460332811e-3,29987
"GA",2009,157,5.490822309171286e-3,905511
"GA",2009,164,2.8670963334321265e-3,796276
"GA",2009,169,4.197585910379311e-3,156995
"GA",2009,175,4.563536105237333e-3,684776
"GA",2009,187,2.3453672199240643e-3,294197
"GA",2009,182,3.095757234359749e-3,411854
"GA",2009,216,3.5073417193557865e-3,105493
"GA",2009,236,1.854726645851866e-3,171993
"GA",2010,86,2.4991074616208496e-3,2801
"GA",2010,88,3.7985540987624067e-3,16322
"GA",2010,86,4.457185493530209e-3,50929
"GA",2010,86,4.971048502436925e-3,72017
"GA",2010,83,5.380956094517664e-3,12823
"GA",2010,87,6.034740940401318e-3,66780
"GA",2010,86,6.705210222024563e-3,116924
"GA",2010,87,7.974747529065077e-3,371924
"GA",2010,86,1.1285583793680231e-2,252889
"GA",2010,74,1.68899242865463e-2,1717
"GA",2010,95,4.060081582859975e-3,209848
"GA",2010,98,4.674853474741837e-3,14332
"GA",2010,97,5.514825147602674e-3,30826
"GA",2010,98,5.646763567918017e-3,9563
"GA",2010,99,6.957787595728278e-3,255541
"GA",2010,98,8.582238470011654e-3,313205
"GA",2010,96,1.1218993378392288e-2,87441
"GA",2010,104,3.1413612565445027e-3,27695
"GA",2010,103,3.8831852758125433e-3,56397
"GA",2010,101,5.369492579065972e-3,128690
"GA",2010,101,6.0989057845504185e-3,340061
"GA",2010,101,6.911852547145661e-3,117190
"GA",2010,105,8.9644284830636e-3,108317
"GA",2010,104,9.180911616865541e-3,222418
"GA",2010,114,1.7418844022169437e-3,12630
"GA",2010,111,3.066843242489719e-3,43041
"GA",2010,111,3.8456273101766e-3,80351
"GA",2010,111,4.394562124565286e-3,94890
"GA",2010,109,4.88327399892883e-3,63482
"GA",2010,109,5.5160708602948975e-3,28281
"GA",2010,107,5.986820957891353e-3,24888
"GA",2010,111,6.477168298634217e-3,157785
"GA",2010,110,8.084330664975827e-3,37851
"GA",2010,114,1.0097390224636018e-2,396241
"GA",2010,127,2.7513978876364605e-3,11267
"GA",2010,122,3.4039712998498247e-3,29965
"GA",2010,119,4.388489208633093e-3,13900
"GA",2010,118,5.3248938788837815e-3,79626
"GA",2010,124,6.1041779706999455e-3,110580
"GA",2010,120,6.640921650050898e-3,123778
"GA",2010,126,9.683197134221427e-3,17866
"GA",2010,133,3.16100744366269e-3,29421
"GA",2010,135,3.985117992304965e-3,377906
