fips,year,county,cash_surety_property_bond_frequency,personal_recognizance_bond_frequency,total_bond_frequency,bond_type,jud_district,medianHI,medianHI_MOE,povertyR
8103,2014,"Rio Blanco",193.0,12,205.0,"misdemeanorbondtype",9,63184,5772,10.9
8103,2014,"Rio Blanco",47.0,5,52.0,"felonybondtype",9,63184,5772,10.9
8103,2015,"Rio Blanco",194.0,14,208.0,"misdemeanorbondtype",9,61426,6002,9.7
8103,2015,"Rio Blanco",33.0,10,43.0,"felonybondtype",9,61426,6002,9.7
8103,2016,"Rio Blanco",129.0,24,153.0,"misdemeanorbondtype",9,58980,6448,9.5
8103,2016,"Rio Blanco",55.0,13,68.0,"felonybondtype",9,58980,6448,9.5
8105,2014,"Rio Grande",231.0,97,328.0,"misdemeanorbondtype",12,40593,4059,18.3
8105,2014,"Rio Grande",100.0,61,161.0,"felonybondtype",12,40593,4059,18.3
8105,2015,"Rio Grande",229.0,94,323.0,"misdemeanorbondtype",12,40259,4032,17.2
8105,2015,"Rio Grande",73.0,63,136.0,"felonybondtype",12,40259,4032,17.2
8105,2016,"Rio Grande",202.0,87,289.0,"misdemeanorbondtype",12,41128,4350,17.5
8105,2016,"Rio Grande",115.0,50,165.0,"felonybondtype",12,41128,4350,17.5
8107,2014,"Routt",385.0,166,551.0,"misdemeanorbondtype",14,66846,5246,8.4
8107,2014,"Routt",72.0,29,101.0,"felonybondtype",14,66846,5246,8.4
8107,2015,"Routt",365.0,172,537.0,"misdemeanorbondtype",14,70989,5959,8.9
8107,2015,"Routt",95.0,65,160.0,"felonybondtype",14,70989,5959,8.9
8107,2016,"Routt",309.0,176,485.0,"misdemeanorbondtype",14,71322,6841,7.2
8107,2016,"Routt",58.0,42,100.0,"felonybondtype",14,71322,6841,7.2
8109,2014,"Saguache",84.0,38,122.0,"misdemeanorbondtype",12,31227,3304,29.9
8109,2014,"Saguache",18.0,23,41.0,"felonybondtype",12,31227,3304,29.9
8109,2015,"Saguache",69.0,31,100.0,"misdemeanorbondtype",12,34209,3381,29.6
8109,2015,"Saguache",19.0,19,38.0,"felonybondtype",12,34209,3381,29.6
8109,2016,"Saguache",88.0,30,118.0,"misdemeanorbondtype",12,33973,3300,27.6
8109,2016,"Saguache",48.0,14,62.0,"felonybondtype",12,33973,3300,27.6
8111,2014,"San Juan",11.0,2,13.0,"misdemeanorbondtype",6,40006,4081,15.5
8111,2014,"San Juan",3.0,1,4.0,"felonybondtype",6,40006,4081,15.5
8111,2015,"San Juan",19.0,1,20.0,"misdemeanorbondtype",6,43489,3005,15.6
8111,2015,"San Juan",NA,NA,NA,"felonybondtype",6,43489,3005,15.6
8111,2016,"San Juan",19.0,4,23.0,"misdemeanorbondtype",6,44652,4853,15.5
8111,2016,"San Juan",8.0,5,13.0,"felonybondtype",6,44652,4853,15.5
8113,2014,"San Miguel",134.0,33,167.0,"misdemeanorbondtype",7,59603,5918,9.9
8113,2014,"San Miguel",28.0,7,35.0,"felonybondtype",7,59603,5918,9.9
8113,2015,"San Miguel",143.0,30,173.0,"misdemeanorbondtype",7,62793,6454,11.0
8113,2015,"San Miguel",48.0,6,54.0,"felonybondtype",7,62793,6454,11.0
8113,2016,"San Miguel",209.0,25,234.0,"misdemeanorbondtype",7,67251,6402,10.1
8113,2016,"San Miguel",46.0,12,58.0,"felonybondtype",7,67251,6402,10.1
8115,2014,"Sedgwick",36.0,7,43.0,"misdemeanorbondtype",13,44562,3657,13.9
8115,2014,"Sedgwick",8.0,2,10.0,"felonybondtype",13,44562,3657,13.9
8115,2015,"Sedgwick",56.0,15,71.0,"misdemeanorbondtype",13,40325,4162,13.6
8115,2015,"Sedgwick",13.0,7,20.0,"felonybondtype",13,40325,4162,13.6
8115,2016,"Sedgwick",62.0,7,69.0,"misdemeanorbondtype",13,42518,3923,14.8
8115,2016,"Sedgwick",21.0,9,30.0,"felonybondtype",13,42518,3923,14.8
8117,2014,"Summit",862.0,63,925.0,"misdemeanorbondtype",5,68352,6745,9.7
8117,2014,"Summit",209.0,13,222.0,"felonybondtype",5,68352,6745,9.7
8117,2015,"Summit",938.0,110,1048.0,"misdemeanorbondtype",5,69633,5536,8.7
8117,2015,"Summit",230.0,19,249.0,"felonybondtype",5,69633,5536,8.7
8117,2016,"Summit",820.0,112,932.0,"misdemeanorbondtype",5,70265,6668,7.9
8117,2016,"Summit",264.0,19,283.0,"felonybondtype",5,70265,6668,7.9
8119,2014,"Teller",529.0,139,668.0,"misdemeanorbondtype",4,62380,6344,9.5
8119,2014,"Teller",169.0,14,183.0,"felonybondtype",4,62380,6344,9.5
8119,2015,"Teller",504.0,121,625.0,"misdemeanorbondtype",4,66191,5825,8.8
8119,2015,"Teller",167.0,21,188.0,"felonybondtype",4,66191,5825,8.8
8119,2016,"Teller",461.0,119,580.0,"misdemeanorbondtype",4,63966,6286,9.5
8119,2016,"Teller",205.0,27,232.0,"felonybondtype",4,63966,6286,9.5
8121,2014,"Washington",67.0,29,96.0,"misdemeanorbondtype",13,45784,4577,11.4
8121,2014,"Washington",11.0,4,15.0,"felonybondtype",13,45784,4577,11.4
8121,2015,"Washington",80.0,37,117.0,"misdemeanorbondtype",13,47592,4830,11.4
8121,2015,"Washington",8.0,6,14.0,"felonybondtype",13,47592,4830,11.4
8121,2016,"Washington",97.0,25,122.0,"misdemeanorbondtype",13,46304,4664,14.3
8121,2016,"Washington",21.0,12,33.0,"felonybondtype",13,46304,4664,14.3
8123,2014,"Weld",3329.0,1343,4672.0,"misdemeanorbondtype",19,61501,2658,10.5
8123,2014,"Weld",1648.0,468,2116.0,"felonybondtype",19,61501,2658,10.5
8123,2015,"Weld",3200.0,2156,5356.0,"misdemeanorbondtype",19,69434,2181,11.3
8123,2015,"Weld",1591.0,596,2187.0,"felonybondtype",19,69434,2181,11.3
8123,2016,"Weld",2677.0,2747,5424.0,"misdemeanorbondtype",19,63609,2759,11.5
8123,2016,"Weld",1887.0,647,2534.0,"felonybondtype",19,63609,2759,11.5
8125,2014,"Yuma",90.0,22,112.0,"misdemeanorbondtype",13,46838,4701,14.0
8125,2014,"Yuma",32.0,3,35.0,"felonybondtype",13,46838,4701,14.0
8125,2015,"Yuma",121.0,30,151.0,"misdemeanorbondtype",13,48934,4861,14.1
8125,2015,"Yuma",43.0,10,53.0,"felonybondtype",13,48934,4861,14.1
8125,2016,"Yuma",107.0,39,146.0,"misdemeanorbondtype",13,48963,4978,12.3
8125,2016,"Yuma",47.0,14,61.0,"felonybondtype",13,48963,4978,12.3
8031,2014,"Denver",3817.0,1271,5088.0,"felonybondtype",2,54872,1823,15.9
8031,2015,"Denver",4036.0,1319,5355.0,"felonybondtype",2,57886,2435,15.7
8031,2016,"Denver",4037.0,2572,6609.0,"felonybondtype",2,61038,1375,14.0
