year,medianHI,IncarcerationRate,total_pop
1997,116,5.558580765840088e-3,4284367
1997,114,6.021142565845516e-3,9261033
1997,116,7.33412486606687e-3,2624444
1997,122,8.592524645115992e-4,706428
1997,121,1.5321687721995172e-3,590666
1997,121,2.0848818021606107e-3,213921
1997,121,2.5444314376547607e-3,1274548
1997,121,3.1202940938606575e-3,1953662
1997,121,3.854933799154376e-3,1007540
1997,121,4.579601443536699e-3,2348676
1997,122,5.717552887364208e-3,1502391
1997,120,6.023463367214892e-3,7889149
1997,121,6.443965563886667e-3,1386103
1997,127,1.0602246248693306e-3,672499
1997,128,1.567581786875837e-3,836320
1997,126,2.0917429334035647e-3,987215
1997,127,2.620504722326301e-3,1753479
1997,128,3.2834715473612154e-3,1336695
1997,125,3.7117822821307253e-3,2665027
1997,125,4.7219677873315165e-3,9631366
1997,125,5.313880347936046e-3,2517934
1997,126,6.855427401775942e-3,2167188
1997,137,9.900516548689497e-4,1672640
1997,137,1.617915442887849e-3,2650942
1997,137,2.0675519950316334e-3,3845127
1997,139,2.563884012633009e-3,3073852
1997,135,3.2095595377285937e-3,4133589
1997,139,3.918989259371407e-3,2186278
1997,135,4.547463331337227e-3,382411
1997,139,5.340063632510074e-3,820964
1997,145,6.075334143377886e-3,86415
1997,132,7.972872707392317e-3,460938
1997,160,1.0069530527238252e-3,2028893
1997,157,1.656168841375111e-3,4644454
1997,161,2.133162861657248e-3,4852419
1997,159,2.800461983947126e-3,2058946
1997,155,3.114960511462033e-3,3562806
1997,151,3.74826110475706e-3,3443997
1997,155,4.591232227488151e-3,6752
1997,156,5.753968253968254e-3,45360
1997,151,7.04497201312488e-3,20724
1997,194,9.611842103278045e-4,6628282
1997,189,1.6205678660457668e-3,4825469
1997,181,2.1570483582715595e-3,2441299
1997,176,2.609744647139317e-3,2999144
1997,186,3.178666263159941e-3,1903314
1997,186,3.638110827200021e-3,1361146
1997,177,4.272435095552434e-3,51961
1997,169,5.767723642383523e-3,113563
1997,243,7.815792498371709e-4,130505
1998,84,1.1210226042469196e-3,1588728
1998,81,1.7742190584911284e-3,929423
1998,82,2.1885126205512125e-3,1557222
1998,80,2.7807771659894313e-3,2686659
1998,81,3.4176358295459463e-3,1641193
1998,83,4.001317118061933e-3,2101558
1998,84,4.931608622415976e-3,1405221
1998,84,5.648405818450427e-3,1873626
1998,85,6.1902381101181176e-3,320020
1998,85,9.59912648222872e-3,6207544
1998,53,0.18081180811808117,542
1998,99,1.0956329451482056e-3,2694333
1998,98,1.7986741800273848e-3,1050218
1998,98,2.297631671968894e-3,2167014
1998,98,2.7848748265682185e-3,1404731
1998,98,3.292100201207895e-3,1852313
1998,96,3.972651811882487e-3,4229165
1998,98,4.8829196363656645e-3,1075586
1998,97,5.548849041256288e-3,1737117
1998,98,6.185858529048304e-3,1280178
1998,97,7.673091340076854e-3,2842531
1998,106,1.1330492629295654e-3,2124356
1998,107,1.749917443956627e-3,1477784
1998,109,2.298161114597e-3,2243968
1998,108,2.7319038840057635e-3,1956511
1998,109,3.301891357527088e-3,1756569
1998,106,4.072132968166752e-3,2042173
1998,108,4.764889317834882e-3,2600690
1998,105,5.6848391096390866e-3,1869534
1998,111,6.170270977005506e-3,1487617
1998,106,7.980623941954871e-3,2408333
1998,114,1.0583544232881817e-3,821086
1998,114,1.884977880361608e-3,909825
1998,115,2.156572081256997e-3,1455087
1998,114,2.877050754927992e-3,671521
1998,114,3.328631492825874e-3,589131
1998,114,3.987697899556146e-3,572260
1998,114,4.782680332327443e-3,443057
1998,114,5.83462384313302e-3,2259443
1998,112,6.221731238182375e-3,1296263
1998,115,7.189816800207796e-3,2625658
1998,119,1.1335195700510987e-3,1217447
1998,119,1.765130738614131e-3,580127
1998,119,2.2520378530137795e-3,766861
1998,120,2.6941930471262665e-3,2306442
1998,118,3.3324075222322773e-3,1951442
1998,118,3.963543370496507e-3,1555931
1998,120,4.981942925883166e-3,1569468
1998,119,5.5017325374757935e-3,5331775
1998,115,6.156800145666715e-3,9490157
1998,118,7.247939851218434e-3,4112203
1998,124,1.1942154689966358e-3,627190
1998,125,1.7987576988140875e-3,915076
1998,124,2.3044965225973786e-3,1089175
1998,123,2.870551869017892e-3,2674747
1998,124,3.332967635765222e-3,455750
1998,124,4.168268607346709e-3,1758284
1998,125,4.615300544606427e-3,4154009
1998,123,5.772597430658226e-3,1763331
1998,125,6.100070710162211e-3,1705554
1998,124,7.420804405540993e-3,1491213
1998,131,1.3014613692886358e-3,1216325
1998,130,1.690251115914071e-3,602869
1998,130,2.147679146102397e-3,448391
1998,130,2.7195018573831537e-3,901268
1998,130,3.3977923300835306e-3,1675794
1998,129,4.007730785187384e-3,1482385
1998,128,4.927601291076282e-3,8179842
1998,128,5.693181960525602e-3,1436982
1998,127,5.98344393393033e-3,7891609
1998,130,7.1851008896834335e-3,526367
1998,141,1.0966512596662017e-3,1719781
1998,138,1.7324147469585049e-3,2533458
1998,139,2.280452835439641e-3,3219536
1998,141,2.704907356318424e-3,2894369
1998,138,3.362352672430066e-3,3756001
1998,144,3.820362844181656e-3,4319485
1998,139,4.868109690439807e-3,620364
1998,142,5.5731104639171e-3,969656
1998,141,6.1271571589171445e-3,187689
1998,138,8.382120874691734e-3,146383
1998,164,1.0898004686824563e-3,2197650
1998,158,1.7100933028094867e-3,5383332
1998,162,2.1766810725405454e-3,4303800
1998,160,2.794572867918206e-3,2459052
1998,157,3.2186121346388574e-3,4181616
1998,154,3.8862254215714207e-3,975754
1998,158,4.587466076895589e-3,517715
1998,170,5.921998330134192e-3,116177
1998,163,7.608946276227807e-3,4337
1998,204,1.0980225681662664e-3,5851428
1998,183,1.7601829214569118e-3,5640891
1998,180,2.2910798988522107e-3,3467797
1998,183,2.836412434205317e-3,2399510
1998,194,3.3376332159907414e-3,1658960
1998,190,3.7903858259686093e-3,1421755
1998,184,4.549590536851683e-3,38465
1998,259,7.046878848416847e-4,146164
1999,84,1.002956117244474e-3,1459685
1999,80,1.8040982710002375e-3,1499364
1999,83,2.3404692171213335e-3,2172214
1999,82,2.8701156602904524e-3,1098562
1999,84,3.464531599460395e-3,2032598
1999,82,4.129760160963157e-3,2441304
1999,80,4.918709334705058e-3,1189743
1999,85,5.499502047661827e-3,1271206
1999,88,6.02399987182979e-3,1248340
1999,84,9.037685908747164e-3,6347200
1999,76,0.19962686567164178,536
1999,97,1.157599034212236e-3,2941433
1999,98,1.8418548175374114e-3,1218880
1999,97,2.3109919822966855e-3,1702732
1999,97,2.8185810632054085e-3,1965528
1999,96,3.3106199998652027e-3,1483710
1999,97,4.143881405508333e-3,4655056
1999,97,4.860596572807138e-3,1291611
1999,98,5.666078502877775e-3,1765948
1999,97,5.967922417008579e-3,973203
1999,98,7.618346002143944e-3,2872277
1999,106,1.1056800386740103e-3,2420230
1999,105,1.7850494095263205e-3,1683987
1999,107,2.3370369887935113e-3,1842504
1999,105,2.880777319875787e-3,2346936
1999,104,3.3868376584626995e-3,1513211
1999,106,4.163000321213721e-3,2269517
1999,106,4.920805343281443e-3,2804419
1999,108,5.761022450382351e-3,2669665
1999,107,6.279886969515057e-3,534723
1999,107,7.3785248405790075e-3,2639552
1999,112,1.0716902844546954e-3,1018018
1999,112,1.8790304388977906e-3,860018
1999,112,2.3867664661469524e-3,2085248
1999,112,2.7903197788534794e-3,731099
1999,112,3.2983059537550273e-3,1630534
1999,112,4.0354816934976e-3,2121432
1999,114,4.94018320158014e-3,667789
1999,114,5.656669837111378e-3,4448377
1999,113,6.044774806695364e-3,1591788
1999,114,7.30742183632706e-3,4898855
1999,117,1.1956568022141792e-3,587125
1999,118,1.7900033790880115e-3,547485
1999,117,2.410973548891815e-3,359191
1999,117,2.8596129031257162e-3,2578321
1999,118,3.3722113629387914e-3,742836
1999,118,3.93582997671491e-3,1400467
1999,117,4.684842696509535e-3,1126612
1999,118,5.662041484888098e-3,1650818
1999,116,6.012369782881594e-3,10004541
1999,117,7.207679405207389e-3,2640517
1999,123,1.1578806442158435e-3,829101
1999,123,1.8436072877461463e-3,1255148
1999,122,2.4030717271652222e-3,1027435
1999,123,2.7861846121321316e-3,2563721
1999,124,3.4419847132627353e-3,1599949
1999,122,4.124174866605921e-3,2010584
1999,122,4.881373871477096e-3,3476890
1999,122,5.608602322372215e-3,3704488
1999,122,5.878166580040859e-3,1802773
1999,122,7.769828641115274e-3,1197195
1999,128,1.2498978841597908e-3,979280
1999,129,1.8316102386025832e-3,608208
1999,128,2.531286703657203e-3,98764
1999,128,2.779735782987335e-3,527748
1999,129,3.221023206975573e-3,986643
1999,129,3.90951892259219e-3,1805593
1999,130,4.803713474766525e-3,1698894
1999,129,5.185700203661165e-3,5405056
1999,127,5.86687995679097e-3,8324186
1999,130,7.730636352234245e-3,526218
1999,138,9.097861233718195e-4,2406060
1999,135,1.7318412267073326e-3,2093148
1999,139,2.3411170924562403e-3,3606398
1999,141,2.804391908501572e-3,3986604
1999,136,3.3339717229274395e-3,2788266
1999,143,4.1138489907668555e-3,2204991
1999,132,4.669743418981706e-3,3021151
1999,136,5.450731540921807e-3,568731
1999,137,6.115915715036552e-3,188361
1999,138,8.195556595730454e-3,239276
1999,161,1.0854503589356192e-3,1845317
1999,158,1.7783966587677166e-3,5516767
1999,158,2.2239853164128095e-3,3860637
1999,161,2.8644904297594133e-3,1048354
1999,156,3.3330886822982584e-3,8283908
1999,155,3.9049821486530347e-3,492960
1999,154,4.664249021314869e-3,520341
1999,152,6.22584800343495e-3,4658
1999,201,1.02872688497398e-3,6144488
1999,185,1.7710356128938479e-3,5531227
1999,182,2.377815025973462e-3,3983489
1999,184,2.8655592233744463e-3,1559207
1999,196,3.4153095716602205e-3,2194823
1999,185,3.927355452568153e-3,1431243
1999,260,6.815418810555917e-4,162866
2000,86,1.130190873640282e-3,1461700
2000,80,1.9379070160007819e-3,900456
2000,84,2.4225748963908125e-3,2204679
2000,84,2.9533682943187053e-3,1237570
2000,84,3.5002752195291346e-3,1624158
2000,85,4.205567419545974e-3,2123138
2000,83,4.833277923234931e-3,1230221
2000,86,5.404842023763437e-3,1679050
2000,86,5.967934758474528e-3,1148471
2000,84,9.971353059138753e-3,6854135
2000,78,0.21804511278195488,532
2000,97,1.203543272792505e-3,2318986
2000,98,1.910894402792892e-3,997962
2000,97,2.482075067175907e-3,1907678
2000,98,2.943677667295431e-3,2000219
2000,98,3.473284024077227e-3,2027476
2000,95,4.021950834263677e-3,3349121
2000,98,4.82068648712169e-3,1872140
2000,97,5.5412301237687984e-3,682159
2000,99,5.987565415917533e-3,2180853
2000,97,8.217062371439529e-3,2868300
2000,107,1.1991496383343737e-3,2290790
2000,106,1.9669280516816778e-3,2293424
2000,108,2.5132440797059254e-3,1548994
2000,107,2.930579686023859e-3,1670318
2000,107,3.437488239057619e-3,2125680
2000,107,4.182363873558453e-3,2404621
2000,106,4.900336493907139e-3,2257396
2000,107,5.363866195395687e-3,1804482
2000,107,6.16816841203808e-3,270907
2000,105,8.17116700505661e-3,4236237
2000,114,1.280933456640497e-3,1058603
2000,114,1.9662064618450213e-3,491810
2000,112,2.4017606878652263e-3,1657534
2000,116,2.9290483678720168e-3,2333181
2000,114,3.4142702830872182e-3,1214608
2000,114,4.0844242421913726e-3,1041028
2000,115,4.841195548369406e-3,1480626
2000,113,5.448947429269153e-3,1972124
2000,115,6.0322059194957665e-3,5016407
2000,113,7.624057336120721e-3,4386903
2000,119,1.156593215075638e-3,315582
2000,119,2.023990935021295e-3,383895
2000,119,2.553123251709665e-3,1110013
2000,118,2.890520247488536e-3,1733252
2000,119,3.3403166662683776e-3,376611
2000,118,4.134991778022055e-3,1229023
2000,120,4.973547151944336e-3,1214425
2000,119,5.522521318724035e-3,1975728
2000,118,5.835735128316778e-3,10332203
2000,118,7.490090052520984e-3,1294911
2000,124,1.25430281239416e-3,776527
2000,124,1.9416176468861923e-3,851867
2000,123,2.4611368341421734e-3,1184412
2000,123,3.0191989155530425e-3,551802
2000,123,3.3836062400207606e-3,2396851
2000,123,4.244579900217238e-3,1337706
2000,121,4.842190555585855e-3,2567020
2000,124,5.509056922682867e-3,9908774
2000,123,5.845300281299549e-3,1130823
2000,123,7.461703679688766e-3,197408
2000,132,1.1932552666594062e-3,1900683
2000,131,1.820911478453879e-3,1251571
2000,130,2.4495070708562567e-3,1354150
2000,132,3.0650831391455563e-3,1518719
2000,131,3.46118684820643e-3,1395764
2000,132,4.388623083694361e-3,4405482
2000,128,5.015729090820944e-3,6621171
2000,129,5.483862219656673e-3,2064968
2000,127,6.134715454724144e-3,96663
2000,126,6.846999154691462e-3,165620
2000,144,1.1424935710113925e-3,1015323
2000,142,1.9519157566661993e-3,2518039
2000,141,2.385298072613178e-3,4183125
2000,141,2.877214381022116e-3,2574365
2000,140,3.4920613063148575e-3,3050061
2000,140,4.19085434899258e-3,2484219
2000,137,4.585281685858086e-3,3272209
2000,140,5.4754721197899205e-3,89490
2000,140,5.958083536627522e-3,404996
2000,139,7.44236361800203e-3,584223
2000,165,9.600198560204367e-4,1708298
2000,158,1.8637891391324525e-3,4550944
2000,157,2.4088914410947504e-3,2922091
2000,158,2.9842443458642973e-3,5986105
2000,159,3.4352743023581996e-3,4994361
2000,155,4.1301876014067825e-3,547917
2000,170,4.989583150965528e-3,57119
2000,152,5.3153123162111475e-3,90117
2000,193,1.2589401308892641e-3,7306940
2000,187,1.8661110719408755e-3,6495862
2000,189,2.348169667576882e-3,2475971
2000,186,2.79864579619422e-3,316939
2000,210,3.6034526575252504e-3,1778572
2000,182,3.869037195921177e-3,1741777
2000,172,5.023550470596969e-3,121229
2000,184,5.3010610296401655e-3,244668
2000,257,7.828071129962637e-4,180121
2001,85,1.10662326785619e-3,1293123
2001,81,1.9204743184893986e-3,931020
2001,83,2.4792898178254345e-3,1972339
2001,84,3.005614614246496e-3,1870832
2001,84,3.6218462099589783e-3,2275635
2001,84,4.27458021116854e-3,1636418
2001,85,4.8292319446147465e-3,1590315
2001,83,5.387374415661562e-3,1239008
