urbanicity,year,medianHI,IncarcerationRate,total_pop
"urban",2003,0,NaN,0
"urban",2003,0,NaN,0
"urban",2003,0,NaN,0
"urban",2003,0,NaN,0
"urban",2003,0,NaN,0
"urban",2003,0,NaN,0
"urban",2003,0,NaN,0
"urban",2003,0,NaN,0
"urban",2003,0,NaN,0
"urban",2003,103,0.5168633481537949,75192215
"urban",2004,0,NaN,0
"urban",2004,0,NaN,0
"urban",2004,0,NaN,0
"urban",2004,0,NaN,0
"urban",2004,0,NaN,0
"urban",2004,0,NaN,0
"urban",2004,0,NaN,0
"urban",2004,0,NaN,0
"urban",2004,0,NaN,0
"urban",2004,104,0.5325210677684571,80034580
"urban",2005,0,NaN,0
"urban",2005,0,NaN,0
"urban",2005,0,NaN,0
"urban",2005,0,NaN,0
"urban",2005,0,NaN,0
"urban",2005,0,NaN,0
"urban",2005,0,NaN,0
"urban",2005,0,NaN,0
"urban",2005,0,NaN,0
"urban",2005,107,0.5464949376082139,84585413
"urban",2006,0,NaN,0
"urban",2006,0,NaN,0
"urban",2006,0,NaN,0
"urban",2006,0,NaN,0
"urban",2006,0,NaN,0
"urban",2006,0,NaN,0
"urban",2006,0,NaN,0
"urban",2006,0,NaN,0
"urban",2006,135,0.3625227660700543,23466940
"urban",2006,100,0.6152346516509487,63750798
"urban",2007,99,0.6034239065363637,12077082
"urban",2007,158,0.2379357561603073,843505
"urban",2007,90,0.6447983465043735,12563928
"urban",2007,70,1.1617166493801958,2431574
"urban",2007,108,0.5444249146168169,30047486
"urban",2007,78,1.2603947454858886,441449
"urban",2007,124,0.3947644599159224,13897401
"urban",2007,85,0.6801197641975488,6666767
"urban",2007,138,0.28836600155431924,7014003
"urban",2007,169,0.3737679243845206,1902785
"urban",2008,0,NaN,0
"urban",2008,0,NaN,0
"urban",2008,0,NaN,0
"urban",2008,0,NaN,0
"urban",2008,0,NaN,0
"urban",2008,0,NaN,0
"urban",2008,0,NaN,0
"urban",2008,0,NaN,0
"urban",2008,0,NaN,0
"urban",2008,109,0.5422627083059299,88728211
"urban",2009,0,NaN,0
"urban",2009,0,NaN,0
"urban",2009,0,NaN,0
"urban",2009,0,NaN,0
"urban",2009,0,NaN,0
"urban",2009,0,NaN,0
"urban",2009,0,NaN,0
"urban",2009,110,0.5297846865249205,41013643
"urban",2009,143,0.31520561296925387,19278210
"urban",2009,89,0.6678790891507062,28151353
"urban",2010,99,0.5896421064395909,18611120
"urban",2010,167,0.2768871935285078,2563860
"urban",2010,120,0.31916174681615156,6178372
"urban",2010,130,0.3075138388221657,12152949
"urban",2010,106,0.5112166465693968,26666972
"urban",2010,90,0.668981901820287,9246289
"urban",2010,81,0.6296236502977179,8108177
"urban",2010,77,1.2524337669155858,620951
"urban",2010,143,0.28051678199576563,3815458
"urban",2010,69,1.0863904773929662,1845377
"urban",2011,0,NaN,0
"urban",2011,0,NaN,0
"urban",2011,0,NaN,0
"urban",2011,0,NaN,0
"urban",2011,132,0.2888616375335339,21169997
"urban",2011,95,0.5709262359286643,13842769
"urban",2011,104,0.5202525407255795,36812122
"urban",2011,169,0.25479769971386224,2574984
"urban",2011,78,0.7419683436558028,8643765
"urban",2011,87,0.6746399324540335,6953487
"urban",2012,0,NaN,0
"urban",2012,0,NaN,0
"urban",2012,0,NaN,0
"urban",2012,0,NaN,0
"urban",2012,0,NaN,0
"urban",2012,0,NaN,0
"urban",2012,0,NaN,0
"urban",2012,0,NaN,0
"urban",2012,0,NaN,0
"urban",2012,107,0.4758519555335944,91019275
"urban",2013,195,0.32291671364593716,221729
"urban",2013,100,0.5364676228963862,16993197
"urban",2013,139,0.25042799544337147,15865239
"urban",2013,177,0.23248137217216436,1841868
"urban",2013,120,0.30081213846284266,8469738
"urban",2013,105,0.4489096687823178,24761329
"urban",2013,78,0.7298451419709828,9228259
"urban",2013,89,0.6542837380066117,11947416
"urban",2013,95,0.5927137889326658,3070622
"urban",2013,158,0.21791760174821728,984317
"urban",2014,0,NaN,0
"urban",2014,0,NaN,0
"urban",2014,0,NaN,0
"urban",2014,182,0.2258229174182962,1870935
"urban",2014,142,0.24612778121366907,15202266
"urban",2014,93,0.5668507933184139,15071691
"urban",2014,121,0.2820161779703158,7593536
"urban",2014,103,0.48458682583696183,37710889
"urban",2014,79,0.6445793277248761,11977269
"urban",2014,160,0.16600171827372337,1699380
