state,year,medianHI,IncarcerationRate,total_pop
"HI",2010,0,NaN,0
"HI",2010,0,NaN,0
"HI",2010,0,NaN,0
"HI",2010,0,NaN,0
"HI",2010,0,NaN,0
"HI",2010,0,NaN,0
"HI",2010,62633,2.343754020515935e-3,1360211
"HI",2011,0,NaN,0
"HI",2011,0,NaN,0
"HI",2011,0,NaN,0
"HI",2011,0,NaN,0
"HI",2011,0,NaN,0
"HI",2011,0,NaN,0
"HI",2011,0,NaN,0
"HI",2011,0,NaN,0
"HI",2011,0,NaN,0
"HI",2011,49047,1.6551440133678616e-3,252546
"HI",2012,0,NaN,0
"HI",2012,0,NaN,0
"HI",2012,0,NaN,0
"HI",2012,0,NaN,0
"HI",2012,0,NaN,0
"HI",2012,0,NaN,0
"HI",2012,0,NaN,0
"HI",2012,0,NaN,0
"HI",2012,0,NaN,0
"HI",2012,65775,2.0497259897274264e-3,1378233
"HI",2013,0,NaN,0
"HI",2013,0,NaN,0
"HI",2013,0,NaN,0
"HI",2013,0,NaN,0
"HI",2013,0,NaN,0
"HI",2013,0,NaN,0
"HI",2013,0,NaN,0
"HI",2013,0,NaN,0
"HI",2013,0,NaN,0
"HI",2013,67208,1.5940454504004141e-3,1392683
"HI",2014,0,NaN,0
"HI",2014,0,NaN,0
"HI",2014,0,NaN,0
"HI",2014,0,NaN,0
"HI",2014,0,NaN,0
"HI",2014,0,NaN,0
"HI",2014,0,NaN,0
"HI",2014,0,NaN,0
"HI",2014,0,NaN,0
"HI",2014,69194,1.7031866921316042e-3,1407949
"IA",1989,20804,1.0098290022889458e-3,29708
"IA",1989,24719,1.3075708696547463e-3,291380
"IA",1989,22775,6.873281679580105e-4,32008
"IA",1989,25842,8.468937148387877e-4,247965
"IA",1989,29259,1.3004771135608597e-3,612852
"IA",1989,18595,7.273105096368643e-4,19249
"IA",1989,31459,1.5480612149808204e-3,525819
"IA",1989,23957,7.078922116125785e-4,190707
"IA",1989,22242,8.417255373515708e-4,99795
"IA",1989,27018,1.2147227573941948e-3,377864
"IA",1995,0,NaN,0
"IA",1995,0,NaN,0
"IA",1995,0,NaN,0
"IA",1995,0,NaN,0
"IA",1995,0,NaN,0
"IA",1995,0,NaN,0
"IA",1995,0,NaN,0
"IA",1995,0,NaN,0
"IA",1995,0,NaN,0
"IA",1995,30752,1.1010508086844047e-3,93547
"IA",1997,0,NaN,0
"IA",1997,0,NaN,0
"IA",1997,0,NaN,0
"IA",1997,0,NaN,0
"IA",1997,0,NaN,0
"IA",1997,0,NaN,0
"IA",1997,0,NaN,0
"IA",1997,0,NaN,0
"IA",1997,0,NaN,0
"IA",1997,34751,1.1583313766924943e-3,127770
"IA",1998,0,NaN,0
"IA",1998,0,NaN,0
"IA",1998,0,NaN,0
"IA",1998,0,NaN,0
"IA",1998,0,NaN,0
"IA",1998,0,NaN,0
"IA",1998,0,NaN,0
"IA",1998,0,NaN,0
"IA",1998,0,NaN,0
"IA",1998,36166,1.515944102230146e-3,93671
"IA",1999,0,NaN,0
"IA",1999,0,NaN,0
"IA",1999,0,NaN,0
"IA",1999,0,NaN,0
"IA",1999,0,NaN,0
"IA",1999,0,NaN,0
"IA",1999,0,NaN,0
"IA",1999,0,NaN,0
"IA",1999,0,NaN,0
"IA",1999,36074,1.6136377135842557e-3,101014
"IA",2000,0,NaN,0
"IA",2000,0,NaN,0
"IA",2000,0,NaN,0
"IA",2000,0,NaN,0
"IA",2000,0,NaN,0
"IA",2000,0,NaN,0
"IA",2000,0,NaN,0
"IA",2000,0,NaN,0
"IA",2000,0,NaN,0
"IA",2000,37323,1.6365140452469157e-3,111212
"IA",2001,0,NaN,0
"IA",2001,0,NaN,0
"IA",2001,0,NaN,0
"IA",2001,0,NaN,0
"IA",2001,0,NaN,0
"IA",2001,0,NaN,0
"IA",2001,0,NaN,0
"IA",2001,0,NaN,0
"IA",2001,0,NaN,0
"IA",2001,36884,1.8310380427372071e-3,102674
"IA",2002,0,NaN,0
"IA",2002,0,NaN,0
"IA",2002,0,NaN,0
"IA",2002,0,NaN,0
"IA",2002,0,NaN,0
"IA",2002,0,NaN,0
"IA",2002,0,NaN,0
"IA",2002,0,NaN,0
"IA",2002,0,NaN,0
"IA",2002,37024,1.8138179952730804e-3,109162
"IA",2003,0,NaN,0
"IA",2003,0,NaN,0
"IA",2003,0,NaN,0
"IA",2003,0,NaN,0
"IA",2003,0,NaN,0
"IA",2003,33658,3.1548395238295544e-3,47546
"IA",2003,45727,1.3169446883230904e-3,18224
"IA",2003,38938,7.204610951008645e-4,31924
"IA",2003,36630,1.109936575052854e-3,18920
"IA",2003,39610,1.0331912695337724e-3,7743
"IA",2004,0,NaN,0
"IA",2004,0,NaN,0
"IA",2004,0,NaN,0
"IA",2004,0,NaN,0
"IA",2004,42037,1.045068582625735e-3,7655
"IA",2004,35512,4.136504653567736e-3,37713
"IA",2004,47767,1.31521262604121e-3,18248
"IA",2004,40251,9.054456085887983e-4,7731
"IA",2004,37909,1.0089362928797925e-3,20814
"IA",2004,41339,1.0613207547169811e-3,16960
"IA",2005,35697,3.5421340816782936e-3,138617
"IA",2005,44102,1.9486403994017868e-3,359738
"IA",2005,40662,4.27544548250794e-3,539359
"IA",2005,44964,3.2823285224694693e-3,145019
"IA",2005,49077,3.357612968270331e-3,441385
"IA",2005,32002,1.488860615576189e-3,36941
"IA",2005,53104,4.5539250169988384e-3,510329
"IA",2005,42509,2.2937282915000985e-3,274662
"IA",2005,38632,2.100414193827007e-3,305654
"IA",2005,46395,1.3649780750396698e-3,175827
"IA",2006,0,NaN,0
"IA",2006,0,NaN,0
"IA",2006,0,NaN,0
"IA",2006,0,NaN,0
"IA",2006,49565,1.506640067444054e-3,239606
"IA",2006,37909,2.6142752958336272e-3,340056
"IA",2006,54019,4.680369674425739e-3,521540
"IA",2006,44090,1.8514767669528275e-3,385098
"IA",2006,41360,4.035136917258471e-3,659705
"IA",2006,46447,3.1915589137491876e-3,749477
"IA",2007,39343,2.7293058635905016e-3,215073
"IA",2007,46995,1.778038530154815e-3,167038
"IA",2007,43730,3.256811952414831e-3,352799
"IA",2007,47747,1.5450410362899238e-3,80904
"IA",2007,53391,3.4518118696208926e-3,980065
"IA",2007,33921,1.5337884574900002e-3,33251
"IA",2007,64093,1.2688403568132881e-3,104032
"IA",2007,45313,2.886126414782837e-3,163541
"IA",2007,41779,4.583426862339458e-3,329666
"IA",2007,48842,3.732230573943686e-3,441559
"IA",2008,40813,3.1273960826227374e-3,215195
"IA",2008,49307,2.4020047386892e-3,336802
"IA",2008,45417,4.753989252705676e-3,305007
"IA",2008,50408,1.8903682842496636e-3,207367
"IA",2008,56133,3.662261544823674e-3,839099
"IA",2008,35476,2.0674030019824413e-3,35310
"IA",2008,66207,1.2918936000148708e-3,107594
"IA",2008,47110,2.0751972425569593e-3,252988
"IA",2008,43507,3.3874095065453587e-3,348644
"IA",2008,52643,3.956461938156934e-3,294455
"IA",2009,40608,3.697258904202207e-3,281019
"IA",2009,50034,1.308848609844128e-3,75639
"IA",2009,46106,2.608533631451463e-3,429360
"IA",2009,50782,4.079107179686963e-3,218185
"IA",2009,55082,3.6196280073636767e-3,787650
"IA",2009,33557,2.626371649577262e-3,27795
"IA",2009,71854,9.458977500038766e-4,64489
"IA",2009,48500,1.753215633481602e-3,415237
"IA",2009,43547,4.022549941732181e-3,507141
"IA",2009,52119,1.6157647953364592e-3,94692
"IA",2010,41020,3.6957489907624235e-3,278428
"IA",2010,49991,1.3979496738117428e-3,47212
"IA",2010,47183,3.1414660810647616e-3,629324
"IA",2010,51028,1.7857463880582704e-3,166877
"IA",2010,54559,3.969852819188017e-3,759474
"IA",2010,37684,3.855352405347831e-3,76517
"IA",2010,65046,1.2668734437115024e-3,137346
"IA",2010,49281,1.9923866343135727e-3,269526
"IA",2010,43782,4.390772487832988e-3,478959
"IA",2010,52393,1.3311656428329824e-3,91649
"IA",2011,43137,4.475908216166967e-3,577313
"IA",2011,52882,1.4609397827184106e-3,37647
"IA",2011,49164,2.9266973791398634e-3,569584
"IA",2011,53600,1.884469459031634e-3,159196
"IA",2011,56166,3.958882993309568e-3,751222
"IA",2011,39349,2.647776899006224e-3,116324
"IA",2011,68270,1.1673461446624867e-3,113077
"IA",2011,51448,1.8445902200070852e-3,245583
"IA",2011,46480,2.1467974673224817e-3,294392
"IA",2011,54626,1.1760324584958544e-3,51019
"IA",2012,0,NaN,0
"IA",2012,0,NaN,0
"IA",2012,0,NaN,0
"IA",2012,0,NaN,0
"IA",2012,58393,3.5486029819304125e-3,869638
"IA",2012,42637,3.553142747457719e-3,479294
"IA",2012,73052,8.620070397241577e-4,69605
"IA",2012,50728,2.2344927966311268e-3,566124
"IA",2012,47467,3.0307293446148282e-3,497570
"IA",2012,53561,2.779169991847481e-3,464887
"IA",2013,45916,4.048598539893765e-3,520921
"IA",2013,56400,1.9119731372530368e-3,315381
"IA",2013,52329,1.8229386446113596e-3,414715
"IA",2013,58146,1.3824833825497418e-3,90417
"IA",2013,63784,1.6281249112577265e-3,105643
"IA",2013,41457,3.3657906503055295e-3,161032
"IA",2013,79309,8.728663267568166e-4,72176
"IA",2013,54232,2.6461685415738894e-3,464823
"IA",2013,49781,2.379968043621574e-3,357988
"IA",2013,59395,4.8338502169705325e-3,497533
"IA",2014,45356,3.767156157020827e-3,333408
"IA",2014,55654,1.974464900316604e-3,203093
"IA",2014,51821,3.33667804859049e-3,539159
"IA",2014,57280,1.7335506740148517e-3,77298
"IA",2014,61968,3.5317284021904494e-3,848593
"IA",2014,41620,2.772691151573783e-3,115772
"IA",2014,79173,9.48665187996045e-4,74842
"IA",2014,54615,3.3368909268189843e-3,303576
"IA",2014,49538,2.562097543348321e-3,337614
"IA",2014,59950,1.5395684975716085e-3,189014
"IL",1989,21318,1.5229353133803386e-3,432717
"IL",1989,30605,1.7978246097213033e-3,444426
"IL",1989,27436,1.608462823041041e-3,926972
"IL",1989,31412,8.98164478411392e-4,122472
"IL",1989,38726,1.2547516589813128e-3,701334
"IL",1989,15652,4.018899690436105e-3,18413
"IL",1989,46700,1.0507649527568645e-3,1453227
"IL",1989,29634,2.864908072462524e-3,5928637
"IL",1989,24893,1.785838063477638e-3,1038728
"IL",1989,32921,1.4421855666724027e-3,244074
"IL",1995,25968,2.0193636596056866e-3,269887
"IL",1995,36958,2.8030970804327707e-3,409547
"IL",1995,33235,2.446992110453649e-3,973440
"IL",1995,37828,4.5522774502770496e-3,5451557
"IL",1995,44537,2.4641774796245624e-3,271896
"IL",1995,22249,2.959265531687316e-3,56095
"IL",1995,56724,1.412205478713517e-3,2485474
"IL",1995,35356,2.7144209760568655e-3,793171
"IL",1995,29949,2.1231038984185708e-3,830388
"IL",1995,39290,2.037110845401001e-3,429039
"IL",1997,27668,2.196181962745961e-3,259086
"IL",1997,40124,4.683552465752622e-3,5800298
"IL",1997,34708,2.2556022715848247e-3,775846
"IL",1997,41473,2.4973469212306904e-3,709553
"IL",1997,53731,1.993858914543207e-3,827541
"IL",1997,22244,3.88003834390834e-3,21907
"IL",1997,62392,1.4320951501362827e-3,1775720
"IL",1997,37837,3.394660403118179e-3,1108211
"IL",1997,31526,2.2562424030570494e-3,503492
"IL",1997,47359,2.3165008241923736e-3,365206
"IL",1998,30207,1.976607665670932e-3,269148
"IL",1998,40570,3.808741566441772e-3,852250
"IL",1998,36023,2.4435699735317284e-3,669103
"IL",1998,41832,4.970329456865094e-3,5745092
"IL",1998,49429,2.3698469294324218e-3,371332
"IL",1998,26068,2.9271007234279354e-3,89850
"IL",1998,61588,1.6512638895569772e-3,2660992
"IL",1998,38578,3.066772633012616e-3,650521
"IL",1998,33249,2.2330412919660137e-3,544101
"IL",1998,43734,2.0900143200016136e-3,396648
"IL",1999,32563,2.4102850889423837e-3,663407
"IL",1999,43128,5.162494905919909e-3,5400877
"IL",1999,39517,3.6531461007475534e-3,1554003
"IL",1999,44322,8.223684210526315e-4,6080
"IL",1999,49817,2.9917597206310645e-3,289796
"IL",1999,27102,2.831080993534511e-3,154358
"IL",1999,63547,1.6825566632182828e-3,2722048
"IL",1999,42481,3.398648849147865e-3,505495
"IL",1999,36266,2.6015567582013763e-3,718416
"IL",1999,45195,1.432050229837307e-3,296079
"IL",2000,0,NaN,0
"IL",2000,0,NaN,0
"IL",2000,0,NaN,0
"IL",2000,0,NaN,0
"IL",2000,51804,3.246410742420788e-3,293863
"IL",2000,31765,2.489349919441124e-3,557977
"IL",2000,65703,1.720917128598628e-3,2786305
"IL",2000,41212,3.832956648739367e-3,1593287
"IL",2000,37108,2.7560197272991005e-3,999630
"IL",2000,45269,4.799973337975458e-3,6181076
"IL",2001,33346,3.066198665386795e-3,691736
"IL",2001,44213,2.8748341441839896e-3,189924
"IL",2001,40584,3.773964265530583e-3,1472192
"IL",2001,45146,2.1233795261510952e-3,35792
"IL",2001,51541,3.1430929107656804e-3,298114
"IL",2001,27670,2.63899009394017e-3,152331
"IL",2001,65308,1.6593056174335839e-3,2850590
"IL",2001,43552,4.8895417504793235e-3,5732030
"IL",2001,37539,2.5680541122780932e-3,737134
"IL",2001,46339,1.705998500293065e-3,305393
"IL",2002,33548,3.2894088635282395e-3,710462
"IL",2002,44865,2.825599194782864e-3,190756
"IL",2002,40355,3.5067970408290674e-3,1025152
"IL",2002,45989,1.5179816227331206e-3,185773
"IL",2002,51588,3.3160018907028325e-3,275030
"IL",2002,27988,2.682311280242069e-3,151362
"IL",2002,64713,1.623337447193098e-3,2942087
"IL",2002,42812,4.464055390304296e-3,6163678
"IL",2002,37590,3.3004820459822063e-3,694747
"IL",2002,46947,2.121133218597385e-3,157463
"IL",2003,34012,3.414186989861731e-3,728724
"IL",2003,46054,1.3071756503995919e-3,94096
"IL",2003,42537,4.3805398354101925e-3,6555813
"IL",2003,47023,2.1540335509758085e-3,223302
"IL",2003,52081,3.279777918305663e-3,279897
"IL",2003,27838,2.944640753828033e-3,112068
"IL",2003,64469,1.6754752354144523e-3,2995568
"IL",2003,44219,2.9739357652433006e-3,531955
"IL",2003,38251,3.897731292001415e-3,989550
"IL",2003,48456,1.0367349759823064e-3,28937
"IL",2004,35312,3.6641974189087325e-3,705748
"IL",2004,48671,1.99813845924147e-3,314793
"IL",2004,43518,4.487789966437488e-3,6490277
"IL",2004,49801,8.452709315775425e-4,22478
"IL",2004,60996,2.0600455469985918e-3,575230
"IL",2004,28582,3.087254581914844e-3,107215
"IL",2004,67427,1.5046912686880038e-3,2559329
"IL",2004,45598,3.0798848468242134e-3,562034
"IL",2004,39709,3.8546966100568183e-3,1022908
"IL",2004,52013,3.788189227336885e-3,219630
"IL",2005,35288,3.7398937051145004e-3,664190
"IL",2005,47227,3.0564751670095628e-3,287259
"IL",2005,43363,4.066580047441906e-3,1090597
"IL",2005,48519,1.5962888489081738e-3,113388
"IL",2005,53909,2.8961046971285667e-3,356686
"IL",2005,28957,3.599717608360034e-3,128899
"IL",2005,68814,1.6073116416574214e-3,3105185
"IL",2005,46130,3.8760743198341862e-3,404791
"IL",2005,40186,3.890101437714607e-3,1016683
"IL",2005,48955,4.615425929522834e-3,5436768
"IL",2006,37669,3.7543331964691447e-3,830507
"IL",2006,49745,3.1427372291949803e-3,200144
"IL",2006,45656,4.124213857434724e-3,1050382
"IL",2006,50720,4.5230537481087615e-3,5590913
"IL",2006,63709,2.1257045453788813e-3,600742
"IL",2006,31303,3.761903975060174e-3,181557
"IL",2006,73755,1.5401073568811596e-3,2640725
"IL",2006,47578,3.434241314079347e-3,575673
"IL",2006,42593,4.152473605611319e-3,903317
"IL",2006,56435,2.1480044345898006e-3,57728
"IL",2007,0,NaN,0
"IL",2007,0,NaN,0
"IL",2007,0,NaN,0
"IL",2007,0,NaN,0
"IL",2007,57013,2.5697387920200713e-3,444014
"IL",2007,36730,3.901863673776478e-3,707098
"IL",2007,73507,1.6508285095582346e-3,3198394
"IL",2007,47484,4.072636578353858e-3,1520391
"IL",2007,43503,4.099111179386236e-3,1152201
"IL",2007,52562,4.429484261817309e-3,5668380
"IL",2008,40046,3.766562453476254e-3,738870
"IL",2008,54517,4.525730713048997e-3,5356925
"IL",2008,48293,4.359949206686647e-3,1053682
"IL",2008,55790,1.955920525945513e-3,329768
"IL",2008,66938,2.3148228604398164e-3,575422
"IL",2008,33931,3.6947134082557734e-3,149132
"IL",2008,77973,1.590727904618678e-3,2694364
"IL",2008,51001,3.464383028415726e-3,590870
"IL",2008,45305,4.239030344561749e-3,933940
"IL",2008,59576,3.3498316905854683e-3,305687
"IL",2009,38553,3.7183770081753932e-3,714828
"IL",2009,52509,4.383892751059954e-3,5545528
"IL",2009,46980,3.3555133769608814e-3,964681
"IL",2009,54035,2.290859865821065e-3,201671
"IL",2009,66215,2.2313015925956806e-3,599650
"IL",2009,31545,3.2367697038355723e-3,123580
"IL",2009,74480,1.67350497730065e-3,2742149
"IL",2009,50371,3.4786950192738507e-3,616898
"IL",2009,43456,4.8074108973737715e-3,1042141
"IL",2009,57508,4.193528196782876e-3,239655
"IL",2010,39005,4.319528853289922e-3,584786
"IL",2010,51437,4.573633447548834e-3,5850928
"IL",2010,46087,3.719204400272273e-3,1038663
"IL",2010,52262,2.1486892995272885e-3,148928
"IL",2010,59265,4.205669451831997e-3,286518
"IL",2010,32619,3.3802532667372986e-3,118926
"IL",2010,71439,1.9061103137918234e-3,3308308
"IL",2010,49426,4.822233032296271e-3,520091
"IL",2010,43294,4.921082158192168e-3,875214
"IL",2010,53788,1.9526011436663841e-3,93209
"IL",2011,0,NaN,0
"IL",2011,0,NaN,0
"IL",2011,0,NaN,0
"IL",2011,0,NaN,0
"IL",2011,59569,3.911434573565734e-3,341307
"IL",2011,38788,4.2769563427953634e-3,651164
"IL",2011,72360,1.8772037149318275e-3,3313439
"IL",2011,50622,4.4228448178298164e-3,6847855
"IL",2011,44439,4.700470368458507e-3,1555589
"IL",2011,54704,3.261479649883952e-3,131842
"IL",2012,40216,4.3148621982192934e-3,635478
"IL",2012,54125,5.134530876570812e-3,64855
"IL",2012,47970,4.4017314873954164e-3,1575062
"IL",2012,55150,4.433103945977989e-3,38799
"IL",2012,63242,2.9729079351073855e-3,997340
"IL",2012,31630,4.023901165450973e-3,74306
"IL",2012,75725,1.773301329262682e-3,2803810
"IL",2012,52081,4.489530892930928e-3,5929350
"IL",2012,44844,5.537162954279015e-3,533125
"IL",2012,55485,4.562199614530728e-3,204945
"IL",2013,40190,4.433150490230763e-3,325051
"IL",2013,50874,3.2774372063068004e-3,209615
"IL",2013,47398,4.652320847252936e-3,1289249
"IL",2013,52565,4.13066743233014e-3,153244
"IL",2013,60992,3.5509671324675217e-3,474237
"IL",2013,34578,4.5548725149403245e-3,116798
"IL",2013,74851,1.7929245425500322e-3,3343699
"IL",2013,49631,4.792426100927734e-3,578830
"IL",2013,43517,4.288683611845647e-3,509014
"IL",2013,53856,4.522044370944402e-3,5878757
"IL",2014,40911,4.316902398799961e-3,469318
"IL",2014,56563,2.9147356077949636e-3,268635
"IL",2014,51134,4.159151126990724e-3,955243
"IL",2014,58792,2.9188666617089316e-3,53788
"IL",2014,71932,2.0108701541357516e-3,645989
"IL",2014,34176,4.426559356136821e-3,77035
"IL",2014,78410,1.65183786072073e-3,2747243
"IL",2014,55020,4.552735154189219e-3,5878005
"IL",2014,47239,4.769825628266725e-3,1411582
"IL",2014,60770,3.7829311850664164e-3,383565
"IN",2002,0,NaN,0
"IN",2002,0,NaN,0
"IN",2002,0,NaN,0
"IN",2002,0,NaN,0
"IN",2002,59434,1.4184478951040484e-3,173429
"IN",2002,36464,3.711462029343922e-3,1604489
"IN",2002,80818,1.460524323347385e-3,204721
"IN",2002,51612,1.8407581464397241e-3,553033
"IN",2002,41612,3.869858105202809e-3,3572224
"IN",2002,56746,1.4353768384264942e-3,48071
"IN",2003,0,NaN,0
"IN",2003,0,NaN,0
"IN",2003,0,NaN,0
"IN",2003,0,NaN,0
"IN",2003,61595,1.5418133065191889e-3,119340
"IN",2003,38321,3.506738802354183e-3,2592152
"IN",2003,80876,1.4640812077043206e-3,215152
"IN",2003,52833,1.9942145031714075e-3,527526
"IN",2003,43098,4.584984138977111e-3,2633815
"IN",2003,58298,1.4449670050527828e-3,108653
"IN",2004,0,NaN,0
"IN",2004,0,NaN,0
"IN",2004,0,NaN,0
"IN",2004,0,NaN,0
"IN",2004,62926,1.572658441284716e-3,185037
"IN",2004,37352,3.764622396065439e-3,1178073
"IN",2004,82196,1.5444769415806036e-3,225319
"IN",2004,47312,3.4225535904671735e-3,1088953
"IN",2004,42003,4.462112373791931e-3,3124305
"IN",2004,56336,2.0286562181211164e-3,431320
"IN",2005,0,NaN,0
"IN",2005,0,NaN,0
"IN",2005,0,NaN,0
"IN",2005,0,NaN,0
"IN",2005,60055,1.8812812515471063e-3,242388
"IN",2005,36295,3.4846164829375648e-3,812428
"IN",2005,79927,1.5188968639247105e-3,235039
"IN",2005,46151,4.027137171152078e-3,1597661
"IN",2005,41950,4.758700233095656e-3,2851619
"IN",2005,54804,2.268847280997848e-3,539481
"IN",2006,0,NaN,0
"IN",2006,0,NaN,0
"IN",2006,0,NaN,0
"IN",2006,0,NaN,0
"IN",2006,60938,1.982040898458133e-3,596355
"IN",2006,38991,4.187939173909481e-3,1549927
"IN",2006,76891,1.2830046825584912e-3,244738
"IN",2006,49086,3.943395643735584e-3,841914
"IN",2006,44118,4.77944658683445e-3,2956200
"IN",2006,54693,3.344132093217682e-3,143535
"IN",2007,0,NaN,0
"IN",2007,0,NaN,0
"IN",2007,0,NaN,0
"IN",2007,0,NaN,0
"IN",2007,65893,1.801208552835451e-3,258160
"IN",2007,40639,4.329641052781671e-3,1556942
"IN",2007,83059,1.4779781259237363e-3,253725
"IN",2007,51097,4.173291611717762e-3,884913
"IN",2007,46120,4.94889047110078e-3,2964907
"IN",2007,59442,2.5295475450806157e-3,460952
"IN",2008,0,NaN,0
"IN",2008,0,NaN,0
"IN",2008,0,NaN,0
"IN",2008,0,NaN,0
"IN",2008,68876,1.9349092435426243e-3,195358
"IN",2008,42780,5.517308608664768e-3,2933858
"IN",2008,85829,1.7711681311885913e-3,261974
"IN",2008,55031,2.9568768429569852e-3,368294
"IN",2008,49425,4.074431268235278e-3,2297744
"IN",2008,62852,2.320595900733994e-3,367578
"IN",2009,0,NaN,0
"IN",2009,0,NaN,0
"IN",2009,47116,3.6915121242694746e-3,1690906
"IN",2009,52299,2.427027376868811e-3,123608
"IN",2009,59240,2.5108237174127136e-3,430536
"IN",2009,39552,5.889063708077187e-3,1849530
"IN",2009,72575,1.8987625012519898e-3,469253
"IN",2009,49898,4.4896122153013545e-3,179971
"IN",2009,42852,5.357158038123974e-3,1529169
"IN",2009,55198,3.611445007298017e-3,186352
"IN",2010,0,NaN,0
"IN",2010,0,NaN,0
"IN",2010,0,NaN,0
"IN",2010,0,NaN,0
"IN",2010,65068,2.3190600272700876e-3,272093
"IN",2010,40123,5.617381109536624e-3,3249735
"IN",2010,82054,1.6243640032195914e-3,274569
"IN",2010,55300,2.736387967882395e-3,400528
"IN",2010,46249,3.7453667911130526e-3,2087646
"IN",2010,58845,2.9064814536416206e-3,199554
"IN",2011,0,NaN,0
"IN",2011,0,NaN,0
"IN",2011,0,NaN,0
"IN",2011,0,NaN,0
"IN",2011,63967,1.8695716738949156e-3,262627
"IN",2011,40854,5.445417709152787e-3,3001239
"IN",2011,84939,1.6131599126144765e-3,276476
"IN",2011,52751,3.346694686097201e-3,524398
"IN",2011,47149,4.344831757266912e-3,2050252
"IN",2011,61796,2.2824414657753767e-3,375037
"IN",2012,0,NaN,0
"IN",2012,0,NaN,0
"IN",2012,0,NaN,0
"IN",2012,0,NaN,0
"IN",2012,69475,2.2113341716168754e-3,276756
"IN",2012,41301,5.514984073185122e-3,2735638
"IN",2012,88429,1.553271932023172e-3,283273
"IN",2012,53558,3.3370915979082888e-3,485153
"IN",2012,47447,4.318153446736697e-3,2331089
"IN",2012,62424,2.243606865131755e-3,393117
"IN",2013,0,NaN,0
"IN",2013,0,NaN,0
"IN",2013,0,NaN,0
"IN",2013,0,NaN,0
"IN",2013,0,NaN,0
"IN",2013,0,NaN,0
"IN",2013,0,NaN,0
"IN",2013,0,NaN,0
"IN",2013,0,NaN,0
"IN",2013,48977,4.549345781951798e-3,6535665
"IN",2014,0,NaN,0
"IN",2014,0,NaN,0
"IN",2014,0,NaN,0
"IN",2014,0,NaN,0
"IN",2014,69428,2.1321736931215443e-3,284686
"IN",2014,43387,5.259749251626259e-3,3040259
"IN",2014,89861,1.5229674954260434e-3,296789
"IN",2014,56364,4.097894303795622e-3,685474
"IN",2014,50206,4.320318433489821e-3,2032952
"IN",2014,63769,1.6760218894617375e-3,227324
"KY",1989,16523,1.3701773508139428e-3,453226
"KY",1989,25163,2.743765941978387e-3,243461
"KY",1989,21737,1.8450184501845018e-3,360972
"KY",1989,26101,1.7052067450400138e-3,110837
"KY",1989,28984,2.063087029697595e-3,202609
"KY",1989,13010,1.2803558041392556e-3,118717
"KY",1989,36665,1.3674076537871648e-3,108234
"KY",1989,23686,1.949233418674251e-3,369889
"KY",1989,19420,1.6320615807323474e-3,557577
"KY",1989,27428,3.3118993423191944e-3,1064042
"KY",1995,21296,1.842948923620291e-3,389593
"KY",1995,31244,2.7516177490177953e-3,276928
"KY",1995,27072,2.840690424876847e-3,415744
"KY",1995,31973,3.806264220732629e-3,260623
"KY",1995,35746,4.1127238508041515e-3,1402720
"KY",1995,18176,1.7743031640979562e-3,219241
"KY",1995,48885,1.1389521640091116e-3,110628
"KY",1995,29222,2.5691533948030178e-3,238600
"KY",1995,24098,2.3539947546856008e-3,468990
"KY",1995,33181,4.187163646171828e-3,77857
"KY",1997,22240,2.0992526660508857e-3,333452
"KY",1997,31893,2.3226512301532144e-3,223021
"KY",1997,27670,4.267197364400021e-3,268326
"KY",1997,33323,4.641636871259044e-3,201653
"KY",1997,39358,4.937743407306688e-3,1364996
"KY",1997,18779,2.3091232812492207e-3,200509
"KY",1997,50095,1.2873016883456758e-3,141381
"KY",1997,29788,3.4359480851892553e-3,359435
"KY",1997,25050,2.1239336552172717e-3,399730
"KY",1997,35172,3.4939567323100233e-3,446199
"KY",1998,24767,2.0046278265252356e-3,349192
"KY",1998,36280,3.925302754802798e-3,197437
"KY",1998,32193,3.144786509927048e-3,593681
"KY",1998,37141,2.128086729572375e-3,124525
"KY",1998,42903,3.002379766450827e-3,289104
"KY",1998,21245,2.523558536974924e-3,313050
"KY",1998,53484,1.3167769666371017e-3,146570
"KY",1998,35504,5.066781377374723e-3,283612
"KY",1998,28049,3.3260832051760984e-3,527347
"KY",1998,39915,5.371649264049441e-3,1126842
"KY",1999,23883,2.2330746408004056e-3,445574
"KY",1999,36941,2.7425381460279854e-3,246487
"KY",1999,31773,3.363708995750495e-3,518178
"KY",1999,38572,2.6020197856554e-3,116448
"KY",1999,44190,2.864073680654263e-3,328553
"KY",1999,20206,2.6490115712113345e-3,267647
"KY",1999,56480,1.628030161400885e-3,128376
"KY",1999,35327,4.984113459159527e-3,389638
"KY",1999,28358,3.599223864048274e-3,468990
"KY",1999,39609,5.278511927282837e-3,1086291
"KY",2000,24399,2.291279857259784e-3,414179
"KY",2000,37651,4.120668882670821e-3,254813
"KY",2000,32729,3.976216012915132e-3,627481
"KY",2000,39603,2.570694087403599e-3,166492
"KY",2000,43471,4.5349381208926965e-3,1094392
"KY",2000,20611,2.769459042691619e-3,257451
"KY",2000,57658,1.5004991066943877e-3,157281
"KY",2000,36316,5.468670575078789e-3,236072
"KY",2000,28930,3.126714499539249e-3,375474
"KY",2000,40792,4.725708617861367e-3,419408
"KY",2001,25584,2.7859606767845937e-3,250183
"KY",2001,37456,3.8982117497029243e-3,138012
