year,state,CrimeRate,ImprisonedPerCrimeRate
1984,"OH",6.158555001710348e-2,2.3353016711908252e-2
1984,"OR",9.671504435022935e-2,1.1921219411479559e-2
1984,"PA",4.6784866923105406e-2,1.7214229179249158e-2
1984,"RI",7.409547442579158e-2,1.9086751938498243e-2
1984,"SC",7.05822125218544e-2,3.882967011617817e-2
1984,"SD",4.855525368380198e-2,2.9768467475192944e-2
1984,"WI",6.488170632706541e-2,1.2624178511386214e-2
1984,"WV",3.7193935158700904e-2,1.7039594637011792e-2
1984,"WY",5.857613761224567e-2,1.838076757222941e-2
1985,"AL",6.086030030262306e-2,2.824589497229424e-2
1985,"CA",9.677757236248621e-2,2.155756980490244e-2
1985,"CO",0.10363956598357559,1.0360455644017984e-2
1985,"FL",0.10902960193687643,2.2374893030654736e-2
1985,"GA",9.500548322444739e-2,3.8000468274408804e-2
1985,"HI",7.87408740959418e-2,6.248645524813985e-3
1985,"IL",8.212116133925766e-2,1.709022852639874e-2
1985,"KY",4.686501489450537e-2,2.639474874673412e-2
1985,"MA",6.351167075095168e-2,1.3086569976252625e-2
1985,"MD",7.813068711719326e-2,1.5116254778666778e-2
1985,"ME",5.233006947548044e-2,1.2616459627329192e-2
1985,"MI",9.681419337497184e-2,1.4102940414731426e-2
1985,"MN",6.647048853175759e-2,9.260635167826723e-3
1985,"MO",6.739031877489365e-2,1.949414357622013e-2
1985,"MS",4.0389801985530875e-2,5.0983899821109124e-2
1985,"NC",5.953260399920684e-2,3.7028057219397996e-2
1985,"ND",4.695087830789001e-2,2.0362939450200634e-2
1985,"NE",6.363504670103519e-2,1.266508880015899e-2
1985,"NH",4.795096156406926e-2,9.781233607948409e-3
1985,"NJ",7.548973621181465e-2,1.4578288422896594e-2
1985,"NY",8.350050123203695e-2,1.4445022823736687e-2
1985,"OH",6.0721251842688034e-2,2.5099659020825015e-2
1985,"OK",8.610914721126756e-2,2.200807686951678e-2
1985,"OR",0.10519169171892237,1.5296409195452896e-2
1985,"PA",4.653722024741687e-2,1.787999510365779e-2
1985,"RI",7.128988629581594e-2,1.4082678953858134e-2
1985,"SC",7.368776910565279e-2,3.019229470038017e-2
1985,"SD",4.625677064952203e-2,3.2574802627214225e-2
1985,"TX",0.10081201307144357,2.4326562450900473e-2
1985,"UT",8.985071376347543e-2,1.0157088609055969e-2
1985,"VA",5.573392445110647e-2,2.6969227836743423e-2
1985,"WA",9.691893457614978e-2,8.570348572256234e-3
1985,"WI",6.1926210185550945e-2,1.3986884926329242e-2
1985,"WV",3.583255578032478e-2,1.8292245522584346e-2
1985,"WY",6.467857840977236e-2,1.726257555578322e-2
1986,"AL",6.580890415404546e-2,2.4768018675226145e-2
1986,"CA",0.1001130891758667,2.6330538595968653e-2
1986,"CO",0.10514548122925127,1.1493454935156782e-2
1986,"FL",0.12904648614418207,2.4567431778071774e-2
1986,"GA",0.10342666211802422,3.721940775110606e-2
1986,"HI",8.524367369402357e-2,7.279794452862507e-3
1986,"IL",8.571873061647284e-2,1.7358283745693703e-2
1986,"KY",4.968853787152236e-2,2.659937969826e-2
1986,"MA",6.039441800355399e-2,1.5044896010798087e-2
1986,"MD",8.112181177764488e-2,1.5802683847506868e-2
1986,"ME",5.156799936726381e-2,1.2653374233128834e-2
1986,"MI",9.698831165652451e-2,1.3925928452068342e-2
1986,"MN",6.621214818816779e-2,9.256826716530931e-3
1986,"MO",7.007632246232458e-2,1.9388938327535528e-2
1986,"MS",3.923211238492034e-2,5.0966580327247456e-2
1986,"NC",6.253094262209348e-2,3.5918194388688165e-2
1986,"ND",4.6400669327393805e-2,2.1747076023391813e-2
1986,"NE",6.772532793926657e-2,1.4183896690424106e-2
1986,"NH",4.956569102428117e-2,1.0555234239444766e-2
1986,"NJ",7.734405217940642e-2,1.6709524379061515e-2
1986,"NV",8.606625505504092e-2,3.356978036065294e-2
1986,"NY",8.564522163286734e-2,1.763788376396276e-2
1986,"OH",6.088885559583606e-2,2.632160357590543e-2
1986,"OK",9.646646380265883e-2,2.3118440779610196e-2
1986,"OR",0.10997505976936596,1.7008559044891954e-2
1986,"PA",4.7401807505860635e-2,1.6690903922061733e-2
1986,"RI",7.578012022513661e-2,1.4752706431755466e-2
1986,"SC",7.784002482935401e-2,3.188645256043968e-2
1986,"SD",4.598767775443806e-2,3.778892014186132e-2
1986,"TX",0.11386599203934879,2.6067496742971135e-2
1986,"UT",9.27332237858343e-2,9.98328740135693e-3
1986,"VA",5.628117818383569e-2,2.785261811005884e-2
1986,"WA",0.10226518068909235,7.990184342829783e-3
1986,"WI",6.332073798589144e-2,1.4657240049536769e-2
1986,"WV",3.991874400120265e-2,1.2384125144843569e-2
1986,"WY",7.209684745750776e-2,1.4700854700854702e-2
1987,"AL",6.884524590594417e-2,2.386721861362591e-2
1987,"CA",9.657490314092128e-2,3.235199124940783e-2
1987,"CO",9.747036679337391e-2,1.4389742189669699e-2
1987,"FL",0.13476386949719096,2.8501888985759952e-2
1987,"GA",8.392565640766195e-2,4.362871661739991e-2
1987,"HI",8.785543295021277e-2,7.854804180833648e-3
1987,"IL",8.370705975457535e-2,1.7703078175085353e-2
1987,"KY",5.162725803390783e-2,2.3805572611560098e-2
1987,"MA",6.286176610685451e-2,1.5974038249472258e-2
1987,"MD",6.34023317189433e-2,2.1853569134074734e-2
1987,"ME",6.025386219257923e-2,1.6189088554314394e-2
1987,"MI",9.731954451110524e-2,1.4645742565881309e-2
1987,"MN",7.382934640164518e-2,9.387633427296833e-3
1987,"MO",7.463485015185754e-2,1.9583178857052064e-2
1987,"MS",4.204935705411757e-2,5.068639437884017e-2
1987,"NC",6.714895806676821e-2,3.637055915918594e-2
1987,"ND",5.043477271498992e-2,1.9626642603350064e-2
1987,"NE",7.077497044832556e-2,1.556779523732383e-2
1987,"NH",4.9729224815683835e-2,1.095706618962433e-2
1987,"NJ",7.791068432080465e-2,1.7170236614236268e-2
1987,"NV",9.473822617196866e-2,2.83129775978055e-2
1987,"NY",5.917395595309778e-2,1.4212562916412092e-2
1987,"OH",6.528431039142105e-2,2.251621087620504e-2
1987,"OK",9.738351542297724e-2,2.3245225749336032e-2
1987,"OR",0.10922153776712461,1.9353821078366938e-2
1987,"PA",4.8433715406689254e-2,1.6929545028519403e-2
1987,"RI",7.979265677041895e-2,1.1373760733986693e-2
1987,"SC",7.818053692519765e-2,3.238923559144947e-2
1987,"SD",3.7694600861212325e-2,2.9876977152899824e-2
1987,"TX",0.11932271467357504,2.6109644540686264e-2
1987,"UT",9.531348630546879e-2,9.256770558954125e-3
1987,"VA",5.863041641696945e-2,2.7840116715655776e-2
1987,"WA",0.10405020952154519,7.747585168259244e-3
1987,"WI",6.404230548366542e-2,1.4448027022877322e-2
1987,"WV",3.693405672818963e-2,1.5495558438965964e-2
1987,"WY",3.749681149562112e-2,3.1746031746031744e-2
1988,"AL",6.831785802445349e-2,2.8068019992740067e-2
1988,"CA",9.794370429690974e-2,3.8731297543839166e-2
1988,"CO",9.374534762542802e-2,1.278908188585608e-2
1988,"GA",0.1059597562139277,3.7695521228019044e-2
1988,"HI",9.041906304476137e-2,5.783856815387184e-3
1988,"IA",6.891413841889084e-2,2.0920019518254004e-2
1988,"IL",8.733717106710709e-2,1.697768916767309e-2
1988,"MA",6.350737262980531e-2,1.663632392901732e-2
1988,"MD",8.319711973881788e-2,1.8787951213318495e-2
1988,"ME",5.105090902211544e-2,1.2599592366129331e-2
1988,"MI",9.1335056716946e-2,1.8784202188940093e-2
1988,"MN",6.867505630804939e-2,1.1659740088396332e-2
1988,"MO",7.553534432060312e-2,2.7135678391959798e-2
1988,"MS",4.493013444757916e-2,4.573608617594255e-2
1988,"NC",7.017800001047743e-2,4.111856518310079e-2
1988,"ND",4.696346770186675e-2,2.307737022612335e-2
1988,"NE",7.184602315184435e-2,1.5350274169807353e-2
1988,"NH",4.7766220363379595e-2,1.364566750056857e-2
1988,"NJ",7.864935623746995e-2,1.9291845441337167e-2
1988,"NV",9.359771942917754e-2,2.6659404172907873e-2
1988,"NY",9.39931358741304e-2,1.986045671116831e-2
1988,"OH",6.557805605672529e-2,2.4748905880522372e-2
1988,"OK",9.158482480186313e-2,2.6051797617746696e-2
1988,"OR",0.10926450584197393,2.008595014067379e-2
1988,"PA",4.890858037953395e-2,1.814013781085805e-2
1988,"SC",8.298549907217395e-2,3.179502357144367e-2
1988,"SD",3.2618991238456074e-2,4.3557168784029036e-2
1988,"TX",0.12378483479680481,2.5597693318337736e-2
1988,"UT",9.38858989241152e-2,1.2010790442750706e-2
1988,"VA",6.039991584089927e-2,3.1321708155573044e-2
1988,"WA",0.1045179807739793,9.040074848940944e-3
1988,"WI",6.298022257348342e-2,1.4325829327495121e-2
1988,"WV",3.800628936756915e-2,1.3417482482731204e-2
1988,"WY",4.47938183765588e-2,2.220324508966695e-2
1989,"AL",7.121279301864242e-2,3.1346949327817994e-2
1989,"AR",7.741066993338729e-2,1.6880567438931793e-2
1989,"CA",0.10071567480389822,4.386316345932402e-2
1989,"CO",9.174688346982526e-2,1.7275724345375047e-2
1989,"FL",0.12693964069421318,4.4845443507643815e-2
1989,"GA",0.10483647703835489,4.1366606376517547e-2
1989,"HI",0.10020113800202918,0.0
1989,"IA",6.923678688668417e-2,2.4102428722280887e-2
1989,"IL",8.770895644953662e-2,2.1937136832814376e-2
1989,"KY",4.8182501521042635e-2,3.928993047964671e-2
1989,"MA",2.5837583215783392e-2,5.615942028985507e-2
1989,"MD",6.887217805707695e-2,1.8765925030865008e-2
1989,"ME",5.890414790367242e-2,1.0921177587844255e-2
1989,"MI",8.872704428676452e-2,2.3649732496360654e-2
1989,"MN",7.014632037147363e-2,1.2564746634250768e-2
1989,"MO",6.704612613626769e-2,2.3264843536843872e-2
1989,"MS",4.524593275089444e-2,5.470469213841587e-2
1989,"NC",7.62648846297972e-2,4.617156592718714e-2
1989,"ND",4.6016613314492895e-2,2.5210084033613446e-2
1989,"NE",7.299079044441997e-2,1.8771192627804727e-2
1989,"NH",5.184348883351482e-2,1.4432245760527807e-2
1989,"NJ",7.870496685560573e-2,2.3756164249792492e-2
1989,"NV",8.699959789579283e-2,4.7235590286050094e-2
1989,"NY",9.399402153073962e-2,2.4093040963192876e-2
1989,"OH",6.739985281711629e-2,3.6467176984155726e-2
1989,"OK",8.925709167064923e-2,3.352732084188336e-2
1989,"OR",9.669284906441492e-2,3.0050849986799664e-2
1989,"PA",5.783187922765888e-2,1.9587272352842893e-2
1989,"SC",8.590502139390434e-2,3.3626521302017286e-2
1989,"SD",3.0130548302872064e-2,5.719237435008666e-2
1989,"TN",6.49319185848424e-2,3.657287995432082e-2
1989,"TX",0.12294010362611497,1.6104039599806788e-2
1989,"UT",9.534946978435978e-2,1.4201232716974845e-2
1989,"VA",6.155217996573898e-2,3.7217644522893466e-2
1989,"WA",9.779717763886212e-2,1.2848309907664049e-2
1989,"WI",6.596657041493886e-2,1.6003070037727576e-2
1989,"WV",3.93268377487504e-2,1.5589994687853662e-2
1989,"WY",3.645266594124048e-2,3.482587064676617e-2
1990,"AL",7.30723727038578e-2,3.325948075959696e-2
1990,"AR",7.897547729340436e-2,1.574976256639347e-2
1990,"CA",9.912121134764429e-2,4.832843031762168e-2
1990,"CO",9.167766552610686e-2,1.5393131211473142e-2
1990,"FL",0.12752271945782348,4.2067009820660736e-2
1990,"GA",9.794957657158296e-2,4.8120961017911065e-2
1990,"HI",9.075914406270442e-2,6.752690066205722e-3
1990,"IA",6.766594454415839e-2,2.5400082806790156e-2
1990,"IL",9.0234697890702e-2,2.6415702462232658e-2
1990,"KY",5.047503577675306e-2,3.9377830281551486e-2
1990,"MA",2.328589909443726e-2,6.066411238825032e-2
1990,"MD",8.590139803294056e-2,2.448546075861236e-2
1990,"ME",6.047000112777715e-2,1.4842444729377938e-2
1990,"MI",9.057206541441287e-2,2.374162646337846e-2
1990,"MN",5.670653610703491e-2,1.5226421428900577e-2
1990,"MO",7.664777027002245e-2,3.2294981298498296e-2
1990,"MS",3.648212669521174e-2,7.370557046540552e-2
1990,"NC",7.937276268846089e-2,5.1380267177389326e-2
1990,"ND",4.270492847136732e-2,2.6971504307488403e-2
1990,"NE",7.191184329087376e-2,2.2215312864360667e-2
1990,"NH",5.23507431879982e-2,1.719532978912828e-2
1990,"NJ",8.140489416747364e-2,2.5544130794252867e-2
1990,"NV",8.320221452340348e-2,5.141758064279317e-2
1990,"NY",9.490396041342358e-2,2.5326640533096897e-2
1990,"OH",6.711692946769128e-2,3.794724739391729e-2
1990,"OK",8.836917085925364e-2,2.8872338146329363e-2
1990,"OR",8.792459193713957e-2,3.369726461880319e-2
1990,"PA",5.335147368063463e-2,2.0725640446106773e-2
1990,"SC",9.048531257115174e-2,3.326963826244892e-2
1990,"SD",4.046558534330616e-2,4.672897196261682e-2
1990,"TN",6.826816125763156e-2,5.47444264417028e-2
1990,"TX",0.11999319782926085,3.377209702134021e-2
1990,"UT",9.339458431626776e-2,1.4996493254672222e-2
1990,"VA",6.53119886436473e-2,3.807922528223871e-2
1990,"WA",9.351842686320988e-2,1.4401389051204567e-2
1990,"WI",6.91014299641673e-2,1.6407173368821717e-2
1990,"WV",4.051165586801149e-2,1.3488137766785747e-2
1990,"WY",7.143148922264131e-2,1.9824628288219594e-2
1991,"AL",7.333735787185973e-2,3.272843463442344e-2
1991,"AR",8.808807690416921e-2,1.190566787583606e-2
1991,"CA",0.10182201046886541,4.7550213617014656e-2
1991,"CO",9.167782788571807e-2,1.4018257926177021e-2
1991,"FL",0.12266816625264951,3.585562941012564e-2
1991,"GA",9.401567281747535e-2,4.559728617580427e-2
1991,"HI",8.932643574158947e-2,6.694167559711681e-3
1991,"IA",0.0,Infinity
1991,"IL",9.299479510687204e-2,2.6575675614246425e-2
1991,"KY",5.122061655725307e-2,4.0907923049747885e-2
1991,"MA",1.6282236895806573e-2,8.548812664907651e-2
1991,"MD",9.216523190373599e-2,2.315553716511333e-2
1991,"ME",5.679498193978697e-2,1.154847104749512e-2
1991,"MI",9.236086867833376e-2,2.338834396118891e-2
1991,"MN",7.195036844017741e-2,1.2862315113863118e-2
1991,"MO",7.816284801135721e-2,3.283027020353996e-2
1991,"MS",4.659805447447262e-2,5.81357583631049e-2
1991,"NC",8.437371366562356e-2,5.6044595625800275e-2
1991,"ND",4.9465435892544714e-2,2.4102193299590263e-2
1991,"NE",7.437206548559488e-2,2.3042787322718958e-2
1991,"NH",4.84794903289376e-2,2.2329259125205333e-2
1991,"NJ",8.147327148664885e-2,2.722652725126579e-2
1991,"NV",8.560039690007357e-2,4.336877448237269e-2
1991,"NY",9.438743402502227e-2,2.527427417660611e-2
1991,"OH",6.893056698817171e-2,4.314061923246975e-2
1991,"OK",8.980853447195268e-2,3.0783716422043757e-2
1991,"OR",8.903855744967878e-2,3.451207982256367e-2
1991,"PA",5.392446065022672e-2,2.1871817282202784e-2
1991,"SC",9.234920428110008e-2,3.447020379927728e-2
1991,"SD",5.43348918012967e-2,3.583241455347299e-2
1991,"TN",7.994478890286273e-2,6.36843377712566e-2
1991,"TX",0.11999185064030746,2.738905243635261e-2
1991,"UT",9.073874832267502e-2,1.7083768882330035e-2
1991,"VA",6.778476671235747e-2,4.1086422809514966e-2
1991,"WA",9.53696466428288e-2,1.412309003469897e-2
1991,"WI",7.031693929660357e-2,1.8285667510993683e-2
1991,"WV",4.3338720216509204e-2,1.1455128624729987e-2
1991,"WY",6.776629988849382e-2,2.0335299596398633e-2
1992,"AL",7.073002919089302e-2,3.7442088497595345e-2
1992,"AR",7.571501565978941e-2,3.105003671457044e-2
1992,"CA",0.10169708670085549,4.5710361389581164e-2
1992,"CO",8.543503745168474e-2,1.905148359107691e-2
1992,"FL",0.12207349582753226,3.378020543740583e-2
1992,"GA",9.153471724438213e-2,4.4102437001625305e-2
1992,"HI",9.204450191108143e-2,8.855146088860198e-3
1992,"IA",3.9270901471423335e-2,4.6217910584359125e-2
1992,"IL",8.372478556279628e-2,3.0782160150491258e-2
1992,"KY",5.084267619048006e-2,4.782653885206713e-2
1992,"LA",8.684666771041587e-2,4.042883727112617e-2
1992,"MA",4.754055863990841e-2,2.86726950515745e-2
1992,"MD",9.262697552150459e-2,2.4252992252290866e-2
1992,"ME",4.935268371343009e-2,1.344286781179985e-2
1992,"MI",8.508464204597883e-2,2.541363511826844e-2
1992,"MN",7.220636057433082e-2,1.4153833988969498e-2
1992,"MO",7.562775286570309e-2,3.633838813433928e-2
1992,"MS",4.638588384075333e-2,6.560756574285236e-2
1992,"NC",8.454086297543921e-2,6.328775222086877e-2
1992,"ND",4.893607326741696e-2,2.23463687150838e-2
1992,"NE",7.264075275260043e-2,2.238903679134116e-2
1992,"NH",4.312717558487817e-2,2.6716721414046612e-2
1992,"NJ",7.599316460256475e-2,3.1225203847984946e-2
1992,"NV",8.421555229925745e-2,4.187683284457478e-2
1992,"NY",8.79030132363598e-2,2.9344084464940696e-2
1992,"OH",6.350012106559419e-2,4.983508035726019e-2
1992,"OK",8.544661133449012e-2,3.905795696840473e-2
1992,"OR",8.979523643488078e-2,2.7891738220984386e-2
1992,"PA",5.150592757696577e-2,2.4324310769400517e-2
1992,"SC",8.837269169685583e-2,3.8235473761857555e-2
1992,"SD",5.173107995754004e-2,4.179723036490448e-2
1992,"TN",7.6474288225048e-2,5.646326553295543e-2
1992,"TX",0.10829990343786428,2.7750391648240853e-2
1992,"UT",9.062367077839217e-2,1.7366305846460737e-2
1992,"VA",6.303343063342545e-2,4.538747283725847e-2
1992,"WA",9.311763065500282e-2,1.5394394391228864e-2
1992,"WI",6.742426418161862e-2,2.188577910503044e-2
1992,"WV",4.1927328321557614e-2,1.4825336233299303e-2
1992,"WY",5.280776319253771e-2,1.9943019943019943e-2
1994,"AL",7.290230151024214e-2,3.42447623062519e-2
1994,"AR",7.512788095351862e-2,1.976777165645332e-2
1994,"CA",9.473949850044652e-2,5.443644076049463e-2
1994,"CO",7.86975975791254e-2,2.1352728601591684e-2
1994,"FL",0.11815777190810701,2.364143392081933e-2
1994,"GA",8.615114156970334e-2,4.107566076201042e-2
1994,"HI",0.10101310324417549,1.3600717289454077e-2
1994,"IA",4.913393241185292e-2,4.417314358046161e-2
1994,"IL",5.148980776296514e-2,5.5682380150757535e-2
1994,"KY",5.1877501309142406e-2,5.042495499806321e-2
1994,"LA",9.882767543028999e-2,4.35259390291695e-2
1994,"MA",5.517543426501813e-2,2.3229571984435798e-2
1994,"MD",9.17799343525495e-2,2.5251871647373223e-2
1994,"ME",5.05800045024875e-2,1.5431268494289697e-2
1994,"MI",7.950343408409599e-2,2.4274604192116498e-2
1994,"MN",6.779457751210327e-2,1.5497632023001749e-2
1994,"MO",7.887389068657524e-2,3.893543617545589e-2
1994,"MS",5.37773780859273e-2,5.6199292249266355e-2
1994,"NC",8.179175204519802e-2,6.050099855032795e-2
1994,"ND",4.729409615790765e-2,2.6914489167823307e-2
1994,"NE",7.401384477151066e-2,2.3538799122282066e-2
1994,"NH",3.649647623431284e-2,3.7435487388238715e-2
1994,"NJ",7.043136280982681e-2,3.7973182080410624e-2
1994,"NV",9.63629669433001e-2,3.8755047036834335e-2
1994,"NY",7.651754992615303e-2,3.624404660976023e-2
1994,"OH",6.0113845679742484e-2,4.7619593003545874e-2
1994,"OK",5.087165662669844e-2,5.054310290701325e-2
1994,"OR",9.55828071604492e-2,1.9048355102145968e-2
1994,"PA",4.969250883858853e-2,2.8342686971515135e-2
1994,"SC",9.112392521813006e-2,3.4788083373519796e-2
1994,"SD",4.761974259993043e-2,4.3520457679930534e-2
1994,"TN",6.914434875263434e-2,4.153769345981029e-2
1994,"TX",8.972487486173444e-2,2.646841639178737e-2
1994,"UT",8.22096944591517e-2,2.0406131793748755e-2
1994,"VA",5.9052869296932174e-2,4.562792535408182e-2
1994,"WA",9.061549257534539e-2,1.5289168772012795e-2
1994,"WI",6.060932578753563e-2,2.7396028924134074e-2
1994,"WV",4.011051324357077e-2,1.7968818814410287e-2
1994,"WY",7.549917782475922e-2,2.0224019912881145e-2
1995,"AL",7.24147285515955e-2,3.828957871179734e-2
1995,"AR",7.409592124452466e-2,2.2149196574119595e-2
1995,"CA",8.791556552497727e-2,6.527879174278287e-2
1995,"CO",7.704569503936304e-2,2.28202422232273e-2
1995,"FL",0.1091920532427673,2.20496786811291e-2
1995,"GA",8.52127668597698e-2,3.791891513983785e-2
1995,"HI",0.10896153357877364,1.0590825944610796e-2
1995,"IA",5.4966083376073206e-2,3.9178888103999075e-2
1995,"IL",3.882862828791524e-2,7.636523675489619e-2
1995,"KY",4.9987390189567486e-2,5.664946005496773e-2
1995,"LA",9.932021819115106e-2,4.463426030811056e-2
1995,"MA",5.983626350900353e-2,1.317499606778314e-2
1995,"MD",9.443022993322618e-2,2.6951704767106188e-2
1995,"ME",5.0630382422548e-2,1.575973108588688e-2
1995,"MI",7.405613602848186e-2,2.4966637010676158e-2
1995,"MN",6.967721442400775e-2,1.4835755799611222e-2
1995,"MO",7.577431922095693e-2,4.2841706363096775e-2
1995,"MS",5.179036189227326e-2,6.486200860863726e-2
1995,"NC",8.190852751726839e-2,5.017206445180587e-2
1995,"ND",4.840839120784707e-2,2.56167544222919e-2
1995,"NE",7.436200448305938e-2,2.395490193375877e-2
1995,"NH",3.234316446367813e-2,3.9348765806164906e-2
1995,"NJ",7.093477669795273e-2,4.292340612166239e-2
1995,"NV",9.44577432824127e-2,3.944928518732678e-2
1995,"NY",6.799402597319558e-2,4.082725096027951e-2
1995,"OH",5.552955594582338e-2,5.167090111114123e-2
1995,"OK",5.0458209120017666e-2,4.6724160123568025e-2
1995,"OR",9.739728687867676e-2,2.1083413325944326e-2
1995,"PA",5.0455252981056284e-2,2.668886086420348e-2
1995,"SC",9.079954305398678e-2,3.585458213154495e-2
1995,"SD",4.6478630184265526e-2,4.935024752475248e-2
1995,"TN",6.942524479436257e-2,4.4994430577349934e-2
1995,"TX",8.621615857551981e-2,4.963389267692078e-2
1995,"UT",9.162115302616068e-2,2.1669760717249402e-2
1995,"VA",5.868948297023796e-2,4.635196039335776e-2
1995,"WA",9.062757898220926e-2,1.6225841424046223e-2
1995,"WI",5.958105311483192e-2,2.6832776727155675e-2
1995,"WV",3.8182925257294824e-2,2.7806774014436424e-2
1995,"WY",4.1108836037171206e-2,2.681992337164751e-2
1996,"AL",7.13687537436299e-2,3.8918157042673464e-2
1996,"AR",7.369670472837968e-2,2.098437008643623e-2
1996,"CA",8.052854242787104e-2,7.436101036547417e-2
